,County,Date,Rt_actual,Rt_forecast,Case_forecast,Case_lower95,Case_upper95,Case_actual
1,Abbeville,11/11/2020,1.008956951,1.006705642,5.596,1.975,11,5
2,Abbeville,11/12/2020,1.014360484,1.009601951,5.343,1,11,5
3,Abbeville,11/13/2020,1.022783295,1.018206358,5.413,1,11,6
4,Abbeville,11/14/2020,1.077973112,1.030522466,5.519,1,11,4
5,Abbeville,11/15/2020,1.111923313,1.040348649,5.538,1,11,4
6,Abbeville,11/16/2020,1.044362457,1.053224921,5.556,1,11,4
7,Abbeville,11/17/2020,1.050521535,1.062865019,5.701,1,11,4
8,Aiken,11/11/2020,1.002441209,1.005587697,34.521,22.975,46,36
9,Aiken,11/12/2020,0.992638276,1.00191617,35.161,24,47,36
10,Aiken,11/13/2020,0.984221641,0.994488657,35.046,24,47,36
11,Aiken,11/14/2020,0.777977114,0.978083849,34.184,23,46.025,41
12,Aiken,11/15/2020,0.785639376,0.968498409,34.07,22.975,47,43
13,Aiken,11/16/2020,0.970767487,0.960438848,33.629,22,47,48
14,Aiken,11/17/2020,0.96755984,0.952282667,33.116,22,47,46
15,Allendale,11/11/2020,1.030487127,1.023492455,1.329,0,4,1
16,Allendale,11/12/2020,1.029686008,1.018048048,1.57,0,5,1
17,Allendale,11/13/2020,1.033531711,1.016330481,1.634,0,5,0
18,Allendale,11/14/2020,0.945602206,1.01101172,1.698,0,5,0
19,Allendale,11/15/2020,0.956099639,1.008831143,1.735,0,5,0
20,Allendale,11/16/2020,1.065908866,1.00596714,1.729,0,5,0
21,Allendale,11/17/2020,1.08020032,1.004015684,1.612,0,5,1
22,Anderson,11/11/2020,1.058496734,1.058511376,28.327,19,39,28
23,Anderson,11/12/2020,1.050874643,1.051093936,28.882,18,39,27
24,Anderson,11/13/2020,1.043988464,1.046910286,28.703,19,39,36
25,Anderson,11/14/2020,1.042334677,1.042825699,29.098,19,40.025,37
26,Anderson,11/15/2020,1.045527137,1.035380006,29.372,19,40,34
27,Anderson,11/16/2020,1.021068164,1.030425072,29.429,19,40,32
28,Anderson,11/17/2020,1.014508308,1.025073409,29.548,19,42,32
29,Bamberg,11/11/2020,1.12739556,1.124382019,0.336,0,2,1
30,Bamberg,11/12/2020,1.140261155,1.134615183,0.232,0,1,1
31,Bamberg,11/13/2020,1.150361768,1.142641068,0.192,0,1,1
32,Bamberg,11/14/2020,1.259174754,1.145760536,0.225,0,2,1
33,Bamberg,11/15/2020,1.274336042,1.14715004,0.188,0,1,2
34,Bamberg,11/16/2020,1.172188909,1.144490004,0.193,0,2,2
35,Bamberg,11/17/2020,1.176885932,1.135511518,0.177,0,2,2
36,Barnwell,11/11/2020,1.094724185,1.091825485,2.438,0,6,2
37,Barnwell,11/12/2020,1.097644951,1.095835328,2.297,0,6,2
38,Barnwell,11/13/2020,1.098088089,1.096247792,2.262,0,6,3
39,Barnwell,11/14/2020,1.068374277,1.094107032,2.251,0,6,4
40,Barnwell,11/15/2020,1.03928949,1.092732787,2.2,0,6,4
41,Barnwell,11/16/2020,1.107291821,1.09123373,2.386,0,6,4
42,Barnwell,11/17/2020,1.112984469,1.087146163,2.291,0,6,3
43,Beaufort,11/11/2020,1.126385337,1.128000259,19.499,11,29,14
44,Beaufort,11/12/2020,1.128850853,1.131486893,19.338,11,29,17
45,Beaufort,11/13/2020,1.12797409,1.133851647,19.826,11,29,18
46,Beaufort,11/14/2020,1.117789878,1.136663556,20.551,12,31,21
47,Beaufort,11/15/2020,1.118901467,1.132061243,20.716,12,30,24
48,Beaufort,11/16/2020,1.121992526,1.125526428,21.262,11.975,31.025,24
49,Beaufort,11/17/2020,1.120729639,1.116685748,21.74,13,34,26
50,Berkeley,11/11/2020,1.124063338,1.121049404,35.303,24,47.025,29
51,Berkeley,11/12/2020,1.115386254,1.109005928,36.548,25,49,31
52,Berkeley,11/13/2020,1.107063433,1.094604015,37.151,26,49,36
53,Berkeley,11/14/2020,1.094988088,1.077870011,37.211,25,50,39
54,Berkeley,11/15/2020,1.093927098,1.063866854,37.924,25,51,40
55,Berkeley,11/16/2020,1.077551614,1.048642397,37.987,26,52,40
56,Berkeley,11/17/2020,1.068586121,1.034840584,38.039,26,52,41
57,Calhoun,11/11/2020,1.040035027,1.046760798,25.186,16,36,20
58,Calhoun,11/12/2020,1.027833168,1.043713689,25.255,15.975,36,26
59,Calhoun,11/13/2020,1.012284339,1.0372715,25.275,16,36,26
60,Calhoun,11/14/2020,0.960749456,1.032682538,25.022,15,36,28
61,Calhoun,11/15/2020,0.957892774,1.030299902,25.372,16,35,3
62,Calhoun,11/16/2020,0.971093325,1.031391382,25.473,15,37,22
63,Calhoun,11/17/2020,0.960361978,1.033578992,25.485,15,37,19
64,Charleston,11/11/2020,1.087999465,1.088885069,72.997,57.975,90,72
65,Charleston,11/12/2020,1.072556593,1.064074874,71.957,55.975,91,74
66,Charleston,11/13/2020,1.059756918,1.037155032,71.394,56,88.025,82
67,Charleston,11/14/2020,1.053481412,1.012980938,69.846,54,87,83
68,Charleston,11/15/2020,1.035343701,0.997719944,70.501,54,88,88
69,Charleston,11/16/2020,1.014710617,0.988537252,69.328,52.975,85.025,91
70,Charleston,11/17/2020,1.00048626,0.978602767,68.994,51.975,87.025,93
71,Cherokee,11/11/2020,1.145197746,1.143113732,24.161,15,35,23
