,County,Date,Rt_actual,Rt_forecast,Case_forecast,Case_lower95,Case_upper95,Case_actual
1,Abbeville,11/11/2020,0.969081798,0.987048695,5.512,1,11,5
2,Abbeville,11/12/2020,1.00180109,0.999015283,5.282,1,10,5
3,Abbeville,11/13/2020,1.041600331,1.010993438,5.218,1,10,6
4,Abbeville,11/14/2020,1.078090215,1.021931977,5.332,1,11,4
5,Abbeville,11/15/2020,1.112338193,1.028923189,5.447,1,11,4
6,Abbeville,11/16/2020,1.143248572,1.034020036,5.45,1,11,4
7,Abbeville,11/17/2020,1.171748902,1.038736999,5.491,1,11,4
8,Aiken,11/11/2020,0.768821467,0.895947464,30.352,20,42,36
9,Aiken,11/12/2020,0.764470333,0.89609244,30.664,20,41,36
10,Aiken,11/13/2020,0.7665463,0.898326517,31.11,20,43,36
11,Aiken,11/14/2020,0.774072175,0.889242713,30.149,19,42,41
12,Aiken,11/15/2020,0.782783572,0.894184818,29.484,19,41,43
13,Aiken,11/16/2020,0.755829939,0.907567036,29.335,19,42,48
14,Aiken,11/17/2020,0.736134671,0.908612643,28.741,19,39.025,46
15,Allendale,11/11/2020,0.940348143,0.981069202,1.284,0,4,1
16,Allendale,11/12/2020,0.933690535,0.975946301,1.489,0,4,1
17,Allendale,11/13/2020,0.936330771,0.972406494,1.536,0,4,0
18,Allendale,11/14/2020,0.944282855,0.968979034,1.629,0,5,0
19,Allendale,11/15/2020,0.955063194,0.969235241,1.578,0,4.025,0
20,Allendale,11/16/2020,0.9742999,0.971483563,1.678,0,5,0
21,Allendale,11/17/2020,1.000105568,0.973800884,1.615,0,5,1
22,Anderson,11/11/2020,1.03608592,1.049292441,28.355,19,40,28
23,Anderson,11/12/2020,1.036268516,1.04635457,28.504,19,39,27
24,Anderson,11/13/2020,1.038301636,1.044265758,28.589,19,40,36
25,Anderson,11/14/2020,1.043038934,1.042451744,29.175,19,41,37
26,Anderson,11/15/2020,1.046456905,1.040213212,29.371,18,41,34
27,Anderson,11/16/2020,1.048733519,1.038175127,29.71,19,42,32
28,Anderson,11/17/2020,1.052630458,1.036349568,29.637,18,43,32
29,Bamberg,11/11/2020,1.184433126,1.14608569,0.314,0,2,1
30,Bamberg,11/12/2020,1.212411407,1.155263818,0.214,0,1,1
31,Bamberg,11/13/2020,1.23677699,1.158463144,0.196,0,1,1
32,Bamberg,11/14/2020,1.260675021,1.157911531,0.195,0,1,1
33,Bamberg,11/15/2020,1.275877642,1.152105086,0.181,0,2,2
34,Bamberg,11/16/2020,1.289412306,1.142022599,0.184,0,2,2
35,Bamberg,11/17/2020,1.300321389,1.129805104,0.205,0,2,2
36,Barnwell,11/11/2020,1.177280317,1.135554043,2.633,0,6,2
37,Barnwell,11/12/2020,1.1407468,1.12946081,2.405,0,6,2
38,Barnwell,11/13/2020,1.103032809,1.121602431,2.262,0,5,3
39,Barnwell,11/14/2020,1.068066417,1.112431343,2.311,0,6,4
40,Barnwell,11/15/2020,1.038120783,1.102851289,2.406,0,6,4
41,Barnwell,11/16/2020,1.016257944,1.092929143,2.328,0,6,4
42,Barnwell,11/17/2020,1.000454435,1.083975817,2.371,0,6,3
43,Beaufort,11/11/2020,1.11352045,1.118756278,19.167,11,29,14
44,Beaufort,11/12/2020,1.114537179,1.119029628,19.106,11,28,17
45,Beaufort,11/13/2020,1.116351179,1.117593348,19.732,11,29,18
46,Beaufort,11/14/2020,1.117474501,1.115651572,20.001,12,30,21
47,Beaufort,11/15/2020,1.118904938,1.111451897,20.596,12,31,24
48,Beaufort,11/16/2020,1.118876839,1.106387408,20.507,12,30.025,24
49,Beaufort,11/17/2020,1.120025995,1.100683173,21.121,12,32,26
50,Berkeley,11/11/2020,1.101394552,1.113425303,35,24,47.025,29
51,Berkeley,11/12/2020,1.096707103,1.106817376,36.426,25,48,31
52,Berkeley,11/13/2020,1.096128884,1.099011031,37.305,26,49.025,36
53,Berkeley,11/14/2020,1.095113016,1.090015488,38.21,27,51,39
54,Berkeley,11/15/2020,1.094027888,1.081510916,38.277,26,52,40
55,Berkeley,11/16/2020,1.094630396,1.07261568,39.145,26,53,40
56,Berkeley,11/17/2020,1.094504242,1.064291953,39.176,26.975,53,41
57,Calhoun,11/11/2020,0.967420262,1.009828238,24.073,15,34,20
58,Calhoun,11/12/2020,0.963873187,1.006455477,24.594,15,35,26
59,Calhoun,11/13/2020,0.962323891,1.003023698,24.116,15,34,26
60,Calhoun,11/14/2020,0.960021977,0.999642957,24.082,15,34,28
61,Calhoun,11/15/2020,0.957437412,0.997920796,23.988,14,34,3
62,Calhoun,11/16/2020,0.954994804,0.998028615,24.534,14,35,22
63,Calhoun,11/17/2020,0.955040436,0.998555866,23.954,14,35.025,19
64,Charleston,11/11/2020,1.092868094,1.096243521,73.56,57.975,91,72
65,Charleston,11/12/2020,1.07586242,1.080471709,73.493,58,90,74
66,Charleston,11/13/2020,1.064039981,1.067349093,72.992,57,91.025,82
67,Charleston,11/14/2020,1.053236383,1.055613234,73.545,58,92,83
68,Charleston,11/15/2020,1.035235173,1.045816619,73.679,57,92,88
69,Charleston,11/16/2020,1.012770642,1.038554141,74.105,57,93,91
70,Charleston,11/17/2020,0.99046509,1.033161722,74.369,55,93,93
71,Cherokee,11/11/2020,1.106543974,1.12539705,24.116,15,34,23
72,Cherokee,11/12/2020,1.099895538,1.121369265,25.428,16,36,27
73,Cherokee,11/13/2020,1.093096378,1.115449493,26.178,16.975,37,39
74,Cherokee,11/14/2020,1.087569409,1.108745392,26.682,17,38,33
75,Cherokee,11/15/2020,1.082146547,1.100395677,27.292,16.975,39,23
76,Cherokee,11/16/2020,1.078261937,1.090517109,27.513,17,40,20
77,Cherokee,11/17/2020,1.073860705,1.080728217,27.889,17,40,36
78,Chester,11/11/2020,1.191659511,1.144540847,32.422,22,44.025,39
