County,Date,Rt_actual,Rt_forecast,Case_forecast,Case_lower95,Case_upper95,Case_actual
Abbeville,11/11/2020,1.008956951,0.961509607,5.234,1,10,5
Abbeville,11/12/2020,1.014360484,0.977792155,5.089,1,10,5
Abbeville,11/13/2020,1.022783295,0.996477142,5.279,1,10,6
Abbeville,11/14/2020,1.077973112,1.011097501,5.216,1,10,4
Abbeville,11/15/2020,1.111923313,1.021893167,5.115,1,10,4
Abbeville,11/16/2020,1.044362457,1.02913501,5.297,1,10,4
Abbeville,11/17/2020,1.050521535,1.038529945,5.295,1,11,4
Aiken,11/11/2020,1.002441209,0.791718187,27.17,17,38,36
Aiken,11/12/2020,0.992638276,0.795918858,27.377,18,37.025,36
Aiken,11/13/2020,0.984221641,0.798564743,27.17,17,38,36
Aiken,11/14/2020,0.777977114,0.802596883,26.486,17,37,41
Aiken,11/15/2020,0.785639376,0.809396944,25.535,15.975,36,43
Aiken,11/16/2020,0.970767487,0.821867822,24.815,16,36,48
Aiken,11/17/2020,0.96755984,0.829221863,24.009,15,35,46
Allendale,11/11/2020,1.030487127,0.939587904,1.222,0,4,1
Allendale,11/12/2020,1.029686008,0.933851492,1.413,0,4,1
Allendale,11/13/2020,1.033531711,0.932351627,1.496,0,4,0
Allendale,11/14/2020,0.945602206,0.932077002,1.512,0,4,0
Allendale,11/15/2020,0.956099639,0.933833362,1.537,0,5,0
Allendale,11/16/2020,1.065908866,0.936337442,1.513,0,4,0
Allendale,11/17/2020,1.08020032,0.937649121,1.527,0,5,1
Anderson,11/11/2020,1.058496734,1.030774151,27.647,18,38.025,28
Anderson,11/12/2020,1.050874643,1.026526614,27.585,18,39,27
Anderson,11/13/2020,1.043988464,1.022559806,27.997,18,39,36
Anderson,11/14/2020,1.042334677,1.019821333,28.056,17.975,40,37
Anderson,11/15/2020,1.045527137,1.016734081,28.338,19,39,34
Anderson,11/16/2020,1.021068164,1.013793166,28.388,18,40,32
Anderson,11/17/2020,1.014508308,1.012622798,28.437,18,40,32
Bamberg,11/11/2020,1.12739556,1.163904259,0.299,0,2,1
Bamberg,11/12/2020,1.140261155,1.175022163,0.217,0,1,1
Bamberg,11/13/2020,1.150361768,1.180534575,0.19,0,1,1
Bamberg,11/14/2020,1.259174754,1.180213192,0.193,0,2,1
Bamberg,11/15/2020,1.274336042,1.175358066,0.16,0,1,2
Bamberg,11/16/2020,1.172188909,1.170860606,0.175,0,2,2
Bamberg,11/17/2020,1.176885932,1.163944734,0.177,0,1.025,2
Barnwell,11/11/2020,1.094724185,1.188840719,2.788,0,6,2
Barnwell,11/12/2020,1.097644951,1.180863102,2.51,0,6,2
Barnwell,11/13/2020,1.098088089,1.173851033,2.413,0,6,3
Barnwell,11/14/2020,1.068374277,1.166610384,2.324,0,6,4
Barnwell,11/15/2020,1.03928949,1.158148944,2.445,0,6,4
Barnwell,11/16/2020,1.107291821,1.149996967,2.561,0,7,4
Barnwell,11/17/2020,1.112984469,1.145443531,2.567,0,7,3
Beaufort,11/11/2020,1.126385337,1.114037407,19.009,11,27.025,14
Beaufort,11/12/2020,1.128850853,1.114168639,19.05,11,28,17
Beaufort,11/13/2020,1.12797409,1.114313141,19.575,11,29,18
Beaufort,11/14/2020,1.117789878,1.114127087,19.969,12,29,21
Beaufort,11/15/2020,1.118901467,1.113802884,20.543,12,31,24
Beaufort,11/16/2020,1.121992526,1.113567998,20.818,12,30,24
Beaufort,11/17/2020,1.120729639,1.113197481,21.289,12,32.025,26
Berkeley,11/11/2020,1.124063338,1.107625831,34.967,24,47,29
Berkeley,11/12/2020,1.115386254,1.106246491,36.314,24,49,31
Berkeley,11/13/2020,1.107063433,1.105360684,37.364,26,50,36
Berkeley,11/14/2020,1.094988088,1.105105873,38.449,26.975,51,39
Berkeley,11/15/2020,1.093927098,1.104952926,39.023,27,52,40
Berkeley,11/16/2020,1.077551614,1.105124237,39.765,27,55,40
Berkeley,11/17/2020,1.068586121,1.105401046,41.372,27.975,56,41
Calhoun,11/11/2020,1.040035027,0.977039765,23.254,14,33,20
Calhoun,11/12/2020,1.027833168,0.978681413,23.59,14,33,26
Calhoun,11/13/2020,1.012284339,0.979987643,23.262,14,34,26
Calhoun,11/14/2020,0.960749456,0.982333878,23.4,14,33,28
Calhoun,11/15/2020,0.957892774,0.985717163,23.595,15,34,3
Calhoun,11/16/2020,0.971093325,0.989641869,23.565,14,35.025,22
Calhoun,11/17/2020,0.960361978,0.995267727,22.921,13,33,19
Charleston,11/11/2020,1.087999465,1.111955536,74.749,57,93.025,72
Charleston,11/12/2020,1.072556593,1.107820355,75.402,59,92,74
Charleston,11/13/2020,1.059756918,1.105003378,76.414,60,93,82
Charleston,11/14/2020,1.053481412,1.103239994,77.4,60,95.025,83
Charleston,11/15/2020,1.035343701,1.100680665,78.913,62,98,88
Charleston,11/16/2020,1.014710617,1.098582656,80.479,62,101,91
Charleston,11/17/2020,1.00048626,1.097956833,82.519,63,103,93
Cherokee,11/11/2020,1.145197746,1.111551459,23.856,15.975,34,23
Cherokee,11/12/2020,1.143619616,1.111148909,25.13,15,36,27
Cherokee,11/13/2020,1.13790024,1.11098038,25.661,16,36,39
Cherokee,11/14/2020,1.088834972,1.111136972,26.775,17,38,33
Cherokee,11/15/2020,1.082948681,1.111275842,27.139,17,39,23
Cherokee,11/16/2020,1.109983795,1.111348526,27.733,18,39,20
Cherokee,11/17/2020,1.101988488,1.111451865,28.406,18,41,36
Chester,11/11/2020,1.095694291,1.186741452,33.332,23,44,39
Chester,11/12/2020,1.088410126,1.178201637,35.23,24.975,47,41
Chester,11/13/2020,1.079539856,1.169344397,36.064,25,49,46
Chester,11/14/2020,1.166426285,1.159757949,37.696,25,50,51
Chester,11/15/2020,1.156915296,1.150870296,38.507,26.975,52,55
Chester,11/16/2020,1.051730456,1.145052455,39.83,27,54,50
Chester,11/17/2020,1.043258699,1.141520684,40.482,27.975,55,44
Chesterfield,11/11/2020,1.057057371,1.11093091,27.146,18,37,32
Chesterfield,11/12/2020,1.051614783,1.112093407,29.172,19,40,37
Chesterfield,11/13/2020,1.04363009,1.112292138,30.788,20,42,36
Chesterfield,11/14/2020,1.108812659,1.112264769,31.163,19,42,33
Chesterfield,11/15/2020,1.108540082,1.112118655,32.592,22,45,29
Chesterfield,11/16/2020,1.018282884,1.112101153,33.297,22,45,24
Chesterfield,11/17/2020,1.015942216,1.111937686,34.262,22,47,36
Clarendon,11/11/2020,0.931841434,0.737638062,5.994,2,11,7
Clarendon,11/12/2020,0.938462754,0.734457589,6.179,2,11.025,7
Clarendon,11/13/2020,0.950226539,0.737293426,6.154,2,11,6
Clarendon,11/14/2020,0.928126735,0.745308092,5.985,2,12,5
Clarendon,11/15/2020,0.994166079,0.75534596,5.769,1.975,11,6
