County,Date,Rt_actual,Rt_forecast,Case_forecast,Case_lower95,Case_upper95,Case_actual
Abbeville,11/11/2020,1.008956951,1.008896758,5.667,1,11,5
Abbeville,11/12/2020,1.014360484,1.011043373,5.436,1,10,5
Abbeville,11/13/2020,1.022783295,1.012506561,5.464,1,11,6
Abbeville,11/14/2020,1.077973112,1.013379755,5.506,1,11,4
Abbeville,11/15/2020,1.111923313,1.013673118,5.498,2,11,4
Abbeville,11/16/2020,1.044362457,1.013490776,5.463,1,11,4
Abbeville,11/17/2020,1.050521535,1.012914978,5.547,1,11,4
Aiken,11/11/2020,1.002441209,1.00457971,33.993,23.975,45.025,36
Aiken,11/12/2020,0.992638276,0.999841161,34.37,23,47,36
Aiken,11/13/2020,0.984221641,0.996181524,34.404,23,47,36
Aiken,11/14/2020,0.777977114,0.993409416,34.495,24,48,41
Aiken,11/15/2020,0.785639376,0.991489382,34.586,23,47,43
Aiken,11/16/2020,0.970767487,0.99027425,34.209,22,47,48
Aiken,11/17/2020,0.96755984,0.9896522,34.1,23,47,46
Allendale,11/11/2020,1.030487127,1.02497161,1.291,0,4,1
Allendale,11/12/2020,1.029686008,1.022704763,1.431,0,4,1
Allendale,11/13/2020,1.033531711,1.020431669,1.601,0,5,0
Allendale,11/14/2020,0.945602206,1.018072739,1.593,0,4,0
Allendale,11/15/2020,0.956099639,1.015704665,1.645,0,5,0
Allendale,11/16/2020,1.065908866,1.013366778,1.647,0,5,0
Allendale,11/17/2020,1.08020032,1.011114848,1.625,0,5,1
Anderson,11/11/2020,1.058496734,1.060128532,28.565,19,39,28
Anderson,11/12/2020,1.050874643,1.053013125,28.617,19,39,27
Anderson,11/13/2020,1.043988464,1.045777225,28.896,19,40,36
Anderson,11/14/2020,1.042334677,1.038649573,28.388,19,40,37
Anderson,11/15/2020,1.045527137,1.031843322,28.875,18,40,34
Anderson,11/16/2020,1.021068164,1.025495329,29.06,19,42,32
Anderson,11/17/2020,1.014508308,1.019704455,28.962,18,42,32
Bamberg,11/11/2020,1.12739556,1.122790058,0.386,0,2,1
Bamberg,11/12/2020,1.140261155,1.127545735,0.272,0,2,1
Bamberg,11/13/2020,1.150361768,1.12746694,0.251,0,2,1
Bamberg,11/14/2020,1.259174754,1.123458422,0.236,0,2,1
Bamberg,11/15/2020,1.274336042,1.116361032,0.27,0,2,2
Bamberg,11/16/2020,1.172188909,1.107042381,0.251,0,2,2
Bamberg,11/17/2020,1.176885932,1.096255917,0.249,0,2,2
Barnwell,11/11/2020,1.094724185,1.091190296,2.512,0,6,2
Barnwell,11/12/2020,1.097644951,1.092791519,2.371,0,6,2
Barnwell,11/13/2020,1.098088089,1.091351394,2.353,0,6,3
Barnwell,11/14/2020,1.068374277,1.087405656,2.273,0,6,4
Barnwell,11/15/2020,1.03928949,1.081536935,2.293,0,6,4
Barnwell,11/16/2020,1.107291821,1.074313731,2.401,0,6,4
Barnwell,11/17/2020,1.112984469,1.066241311,2.326,0,6,3
Beaufort,11/11/2020,1.126385337,1.124886622,19.064,11,27,14
Beaufort,11/12/2020,1.128850853,1.124501167,19.202,12,28,17
Beaufort,11/13/2020,1.12797409,1.120364841,19.449,12,28.025,18
Beaufort,11/14/2020,1.117789878,1.113364539,19.938,12,30,21
Beaufort,11/15/2020,1.118901467,1.104234943,19.856,11,30,24
Beaufort,11/16/2020,1.121992526,1.093717591,20.428,11.975,31,24
Beaufort,11/17/2020,1.120729639,1.082428733,20.724,12,31,26
Berkeley,11/11/2020,1.124063338,1.122399395,34.891,24,47,29
Berkeley,11/12/2020,1.115386254,1.112294684,36.46,25,48,31
Berkeley,11/13/2020,1.107063433,1.100784692,36.9,26,50,36
Berkeley,11/14/2020,1.094988088,1.088554445,37.556,26,50,39
Berkeley,11/15/2020,1.093927098,1.076120815,37.557,25,51,40
Berkeley,11/16/2020,1.077551614,1.063927072,37.995,26,51,40
Berkeley,11/17/2020,1.068586121,1.052303883,37.901,25,51,41
Calhoun,11/11/2020,1.040035027,1.043211051,24.86,15,35.025,20
Calhoun,11/12/2020,1.027833168,1.035457135,24.54,15,34,26
Calhoun,11/13/2020,1.012284339,1.028310759,24.268,14.975,34.025,26
Calhoun,11/14/2020,0.960749456,1.021719655,24.429,15,35,28
Calhoun,11/15/2020,0.957892774,1.015890961,24.334,15,35,3
Calhoun,11/16/2020,0.971093325,1.010811398,24.468,15,35,22
Calhoun,11/17/2020,0.960361978,1.006495205,24.54,14,36,19
Charleston,11/11/2020,1.087999465,1.08710786,72.332,57,90,72
Charleston,11/12/2020,1.072556593,1.068850418,72.421,57,90,74
Charleston,11/13/2020,1.059756918,1.052028663,71.071,55,89,82
Charleston,11/14/2020,1.053481412,1.037216959,71.905,56,89,83
Charleston,11/15/2020,1.035343701,1.024386723,71.53,56,89,88
Charleston,11/16/2020,1.014710617,1.013580535,70.924,54,89,91
Charleston,11/17/2020,1.00048626,1.004687232,70.555,53,90,93
Cherokee,11/11/2020,1.145197746,1.144298861,24.048,15,34,23
Cherokee,11/12/2020,1.143619616,1.139926347,25.173,16,35,27
Cherokee,11/13/2020,1.13790024,1.132209267,26.218,17,36.025,39
Cherokee,11/14/2020,1.088834972,1.121995424,26.443,16.975,38,33
Cherokee,11/15/2020,1.082948681,1.110079079,27.236,17,39,23
