Date,Rt_EpiNow,County
6/1/2020,1.120688558,Abbeville
6/2/2020,1.13086127,Abbeville
6/3/2020,1.142538414,Abbeville
6/4/2020,1.152981486,Abbeville
6/5/2020,1.154002224,Abbeville
6/6/2020,1.153026724,Abbeville
6/7/2020,1.152669278,Abbeville
6/8/2020,1.151836742,Abbeville
6/9/2020,1.151603253,Abbeville
6/10/2020,1.150096882,Abbeville
6/11/2020,1.142015179,Abbeville
6/12/2020,1.134598977,Abbeville
6/13/2020,1.126175075,Abbeville
6/14/2020,1.118088242,Abbeville
6/15/2020,1.118922225,Abbeville
6/16/2020,1.115306292,Abbeville
6/17/2020,1.108279844,Abbeville
6/18/2020,1.102667466,Abbeville
6/19/2020,1.094455266,Abbeville
6/20/2020,1.085768829,Abbeville
6/21/2020,1.07587603,Abbeville
6/22/2020,1.069702907,Abbeville
6/23/2020,1.062085877,Abbeville
6/24/2020,1.053245285,Abbeville
6/25/2020,1.048444883,Abbeville
6/26/2020,1.04102727,Abbeville
6/27/2020,1.03708978,Abbeville
6/28/2020,1.047422669,Abbeville
6/29/2020,1.064887646,Abbeville
6/30/2020,1.082308689,Abbeville
7/1/2020,1.097913064,Abbeville
7/2/2020,1.109326351,Abbeville
7/3/2020,1.130070625,Abbeville
7/4/2020,1.168246418,Abbeville
7/5/2020,1.220244055,Abbeville
7/6/2020,1.274775493,Abbeville
7/7/2020,1.322182791,Abbeville
7/8/2020,1.360206789,Abbeville
7/9/2020,1.380923212,Abbeville
7/10/2020,1.401229385,Abbeville
7/11/2020,1.4114261,Abbeville
7/12/2020,1.402447847,Abbeville
7/13/2020,1.376799326,Abbeville
7/14/2020,1.324403162,Abbeville
7/15/2020,1.244657182,Abbeville
7/16/2020,1.152469667,Abbeville
7/17/2020,1.065923352,Abbeville
7/18/2020,0.977712357,Abbeville
7/19/2020,0.909093558,Abbeville
7/20/2020,0.850323858,Abbeville
7/21/2020,0.802732241,Abbeville
7/22/2020,0.760786026,Abbeville
7/23/2020,0.741573186,Abbeville
7/24/2020,0.738121113,Abbeville
7/25/2020,0.746312815,Abbeville
7/26/2020,0.770735612,Abbeville
7/27/2020,0.807546257,Abbeville
7/28/2020,0.85137361,Abbeville
7/29/2020,0.897565171,Abbeville
7/30/2020,0.947166962,Abbeville
7/31/2020,0.989489152,Abbeville
8/1/2020,1.025022767,Abbeville
8/2/2020,1.045474911,Abbeville
8/3/2020,1.048892253,Abbeville
8/4/2020,1.03707014,Abbeville
8/5/2020,1.015503447,Abbeville
8/6/2020,0.99120557,Abbeville
8/7/2020,0.962531215,Abbeville
8/8/2020,0.930205922,Abbeville
8/9/2020,0.89795219,Abbeville
8/10/2020,0.868875881,Abbeville
8/11/2020,0.854889413,Abbeville
8/12/2020,0.851580383,Abbeville
8/13/2020,0.855771767,Abbeville
8/14/2020,0.86573856,Abbeville
8/15/2020,0.88545789,Abbeville
8/16/2020,0.916079431,Abbeville
8/17/2020,0.9548084,Abbeville
8/18/2020,1.001680484,Abbeville
8/19/2020,1.048996131,Abbeville
8/20/2020,1.097650865,Abbeville
8/21/2020,1.144715256,Abbeville
8/22/2020,1.185235695,Abbeville
8/23/2020,1.212885923,Abbeville
8/24/2020,1.234453983,Abbeville
8/25/2020,1.238760681,Abbeville
8/26/2020,1.230144103,Abbeville
8/27/2020,1.20936824,Abbeville
8/28/2020,1.169655387,Abbeville
8/29/2020,1.116644509,Abbeville
8/30/2020,1.057669985,Abbeville
8/31/2020,1.008946751,Abbeville
9/1/2020,0.968454966,Abbeville
9/2/2020,0.933006845,Abbeville
9/3/2020,0.90708009,Abbeville
9/4/2020,0.892561637,Abbeville
9/5/2020,0.886550267,Abbeville
9/6/2020,0.886757823,Abbeville
9/7/2020,0.900393874,Abbeville
9/8/2020,0.929097203,Abbeville
9/9/2020,0.96439169,Abbeville
9/10/2020,1.001800603,Abbeville
9/11/2020,1.040841989,Abbeville
9/12/2020,1.075528003,Abbeville
9/13/2020,1.112287817,Abbeville
9/14/2020,1.1395665,Abbeville
9/15/2020,1.155661716,Abbeville
9/16/2020,1.161798636,Abbeville
9/17/2020,1.156081485,Abbeville
9/18/2020,1.148661401,Abbeville
9/19/2020,1.136537883,Abbeville
9/20/2020,1.123178865,Abbeville
9/21/2020,1.115047874,Abbeville
9/22/2020,1.109893999,Abbeville
9/23/2020,1.112495393,Abbeville
9/24/2020,1.119029693,Abbeville
9/25/2020,1.125491684,Abbeville
9/26/2020,1.12852393,Abbeville
9/27/2020,1.128288513,Abbeville
9/28/2020,1.122545782,Abbeville
9/29/2020,1.106549931,Abbeville
9/30/2020,1.079571,Abbeville
10/1/2020,1.038438181,Abbeville
10/2/2020,0.985783828,Abbeville
10/3/2020,0.925086337,Abbeville
10/4/2020,0.859841655,Abbeville
10/5/2020,0.803321737,Abbeville
10/6/2020,0.758469026,Abbeville
10/7/2020,0.725223583,Abbeville
10/8/2020,0.705847976,Abbeville
10/9/2020,0.697695961,Abbeville
10/10/2020,0.705969258,Abbeville
10/11/2020,0.733124056,Abbeville
10/12/2020,0.770616997,Abbeville
10/13/2020,0.824214484,Abbeville
10/14/2020,0.893497941,Abbeville
10/15/2020,0.96937257,Abbeville
10/16/2020,1.049028895,Abbeville
10/17/2020,1.120227683,Abbeville
10/18/2020,1.182849413,Abbeville
10/19/2020,1.235578582,Abbeville
10/20/2020,1.271069414,Abbeville
10/21/2020,1.281613483,Abbeville
10/22/2020,1.267929649,Abbeville
10/23/2020,1.232992196,Abbeville
10/24/2020,1.189066785,Abbeville
10/25/2020,1.139316709,Abbeville
10/26/2020,1.088921843,Abbeville
10/27/2020,1.044135076,Abbeville
10/28/2020,1.00344069,Abbeville
10/29/2020,0.968379881,Abbeville
10/30/2020,0.937984408,Abbeville
10/31/2020,0.912686618,Abbeville
11/1/2020,0.895487605,Abbeville
11/2/2020,0.88284568,Abbeville
11/3/2020,0.875605975,Abbeville
11/4/2020,0.872975985,Abbeville
11/5/2020,0.870324074,Abbeville
11/6/2020,0.871012107,Abbeville
11/7/2020,0.88010644,Abbeville
11/8/2020,0.896644931,Abbeville
11/9/2020,0.917454322,Abbeville
11/10/2020,0.943119562,Abbeville
11/11/2020,0.969081798,Abbeville
11/12/2020,1.00180109,Abbeville
11/13/2020,1.041600331,Abbeville
11/14/2020,1.078090215,Abbeville
11/15/2020,1.112338193,Abbeville
11/16/2020,1.143248572,Abbeville
11/17/2020,1.171748902,Abbeville
11/18/2020,1.185376037,Abbeville
11/19/2020,1.191614116,Abbeville
11/20/2020,1.192434064,Abbeville
11/21/2020,1.188576433,Abbeville
11/22/2020,1.187234368,Abbeville
11/23/2020,1.186846094,Abbeville
11/24/2020,1.186248753,Abbeville
11/25/2020,1.176984886,Abbeville
11/26/2020,1.172326801,Abbeville
11/27/2020,1.168663273,Abbeville
11/28/2020,1.164207428,Abbeville
11/29/2020,1.157981861,Abbeville
11/30/2020,1.147282692,Abbeville
12/1/2020,1.130464691,Abbeville
12/2/2020,1.109679636,Abbeville
12/3/2020,1.085369862,Abbeville
12/4/2020,1.058000668,Abbeville
12/5/2020,1.033752689,Abbeville
12/6/2020,1.007111718,Abbeville
12/7/2020,0.983718926,Abbeville
12/8/2020,0.97009262,Abbeville
12/9/2020,0.962609926,Abbeville
12/10/2020,0.959259836,Abbeville
12/11/2020,0.962060703,Abbeville
12/12/2020,0.97240205,Abbeville
12/13/2020,0.987021316,Abbeville
12/14/2020,0.99889803,Abbeville
12/15/2020,1.005293152,Abbeville
12/16/2020,1.005187494,Abbeville
12/17/2020,1.001445457,Abbeville
12/18/2020,0.988842243,Abbeville
12/19/2020,0.967484983,Abbeville
12/20/2020,0.94425823,Abbeville
12/21/2020,0.918721468,Abbeville
12/22/2020,0.89433949,Abbeville
12/23/2020,0.874830532,Abbeville
12/24/2020,0.861793307,Abbeville
12/25/2020,0.860519343,Abbeville
12/26/2020,0.867929118,Abbeville
12/27/2020,0.885900969,Abbeville
12/28/2020,0.916754122,Abbeville
12/29/2020,0.955203696,Abbeville
12/30/2020,1.003282434,Abbeville
12/31/2020,1.059433149,Abbeville
1/1/2021,1.119513235,Abbeville
1/2/2021,1.176116276,Abbeville
1/3/2021,1.231536313,Abbeville
1/4/2021,1.286489861,Abbeville
1/5/2021,1.329942074,Abbeville
1/6/2021,1.35830825,Abbeville
1/7/2021,1.377876049,Abbeville
1/8/2021,1.389630667,Abbeville
1/9/2021,1.390541678,Abbeville
1/10/2021,1.386809854,Abbeville
1/11/2021,1.371845684,Abbeville
1/12/2021,1.347107874,Abbeville
1/13/2021,1.315890557,Abbeville
1/14/2021,1.277664413,Abbeville
1/15/2021,1.239325078,Abbeville
1/16/2021,1.198179289,Abbeville
1/17/2021,1.149742238,Abbeville
1/18/2021,1.097420355,Abbeville
1/19/2021,1.046530313,Abbeville
1/20/2021,0.998032867,Abbeville
1/21/2021,0.956309112,Abbeville
1/22/2021,0.921725063,Abbeville
1/23/2021,0.898075692,Abbeville
1/24/2021,0.881402298,Abbeville
1/25/2021,0.876458899,Abbeville
1/26/2021,0.880073143,Abbeville
1/27/2021,0.892268281,Abbeville
1/28/2021,0.911698479,Abbeville
1/29/2021,0.935166958,Abbeville
1/30/2021,0.960927492,Abbeville
1/31/2021,0.983423153,Abbeville
2/1/2021,0.99967964,Abbeville
2/2/2021,1.005344649,Abbeville
2/3/2021,1.003163597,Abbeville
2/4/2021,0.990875201,Abbeville
2/5/2021,0.96706506,Abbeville
2/6/2021,0.939166911,Abbeville
2/7/2021,0.903471633,Abbeville
2/8/2021,0.870561525,Abbeville
2/9/2021,0.836726983,Abbeville
2/10/2021,0.808323809,Abbeville
2/11/2021,0.784304003,Abbeville
2/12/2021,0.764092171,Abbeville
2/13/2021,0.749583908,Abbeville
2/14/2021,0.742682454,Abbeville
2/15/2021,0.741218592,Abbeville
2/16/2021,0.743222085,Abbeville
2/17/2021,0.751224691,Abbeville
2/18/2021,0.763363733,Abbeville
2/19/2021,0.774990218,Abbeville
2/20/2021,0.784908742,Abbeville
2/21/2021,0.796239033,Abbeville
2/22/2021,0.81245736,Abbeville
2/23/2021,0.826743825,Abbeville
2/24/2021,0.841123718,Abbeville
2/25/2021,0.860980282,Abbeville
2/26/2021,0.881339674,Abbeville
2/27/2021,0.907590136,Abbeville
2/28/2021,0.935662221,Abbeville
3/1/2021,0.964086349,Abbeville
3/2/2021,0.991149028,Abbeville
3/3/2021,1.012922033,Abbeville
3/4/2021,1.02993745,Abbeville
3/5/2021,1.040903146,Abbeville
3/6/2021,1.047608459,Abbeville
3/7/2021,1.047327578,Abbeville
3/8/2021,1.04232605,Abbeville
3/9/2021,1.031937986,Abbeville
3/10/2021,1.02227089,Abbeville
3/11/2021,1.009230536,Abbeville
3/12/2021,0.993687755,Abbeville
3/13/2021,0.980583133,Abbeville
3/14/2021,0.974784495,Abbeville
3/15/2021,0.969157131,Abbeville
3/16/2021,0.96434347,Abbeville
3/17/2021,0.960722959,Abbeville
3/18/2021,0.960510708,Abbeville
3/19/2021,0.960636165,Abbeville
3/20/2021,0.966929344,Abbeville
3/21/2021,0.973791654,Abbeville
3/22/2021,0.975283872,Abbeville
3/23/2021,0.979663134,Abbeville
3/24/2021,0.984502881,Abbeville
3/25/2021,0.988413789,Abbeville
3/26/2021,0.993921843,Abbeville
3/27/2021,1.007039102,Abbeville
3/28/2021,1.016417096,Abbeville
3/29/2021,1.023260655,Abbeville
3/30/2021,1.029503202,Abbeville
3/31/2021,1.028353052,Abbeville
4/1/2021,1.019292943,Abbeville
4/2/2021,1.001943313,Abbeville
4/3/2021,0.980082948,Abbeville
4/4/2021,0.953375882,Abbeville
4/5/2021,0.928580773,Abbeville
4/6/2021,0.895834994,Abbeville
4/7/2021,0.854596037,Abbeville
4/8/2021,0.813546276,Abbeville
4/9/2021,0.777377056,Abbeville
4/10/2021,0.753122754,Abbeville
4/11/2021,0.740232906,Abbeville
4/12/2021,0.73481482,Abbeville
4/13/2021,0.727720258,Abbeville
4/14/2021,0.731370754,Abbeville
4/15/2021,0.742869676,Abbeville
4/16/2021,0.758732433,Abbeville
4/17/2021,0.781894272,Abbeville
4/18/2021,0.814143981,Abbeville
4/19/2021,0.84818258,Abbeville
4/20/2021,0.878810292,Abbeville
4/21/2021,0.908127316,Abbeville
4/22/2021,0.930471022,Abbeville
4/23/2021,0.946978538,Abbeville
4/24/2021,0.954614888,Abbeville
4/25/2021,0.947230956,Abbeville
4/26/2021,0.935345992,Abbeville
4/27/2021,0.92004264,Abbeville
4/28/2021,0.899054959,Abbeville
4/29/2021,0.88120498,Abbeville
4/30/2021,0.861648453,Abbeville
5/1/2021,0.840255344,Abbeville
5/2/2021,0.827647615,Abbeville
5/3/2021,0.821783898,Abbeville
5/4/2021,0.819077352,Abbeville
5/5/2021,0.817038085,Abbeville
5/6/2021,0.82276409,Abbeville
5/7/2021,0.833234826,Abbeville
5/8/2021,0.844102677,Abbeville
5/9/2021,0.861930866,Abbeville
5/10/2021,0.887698919,Abbeville
5/11/2021,0.915560369,Abbeville
5/12/2021,0.937737547,Abbeville
5/13/2021,0.950664314,Abbeville
5/14/2021,0.95574427,Abbeville
5/15/2021,0.940879093,Abbeville
5/16/2021,0.919760626,Abbeville
5/17/2021,0.895281961,Abbeville
5/18/2021,0.859053647,Abbeville
5/19/2021,0.819195157,Abbeville
5/20/2021,0.781542086,Abbeville
5/21/2021,0.747032381,Abbeville
5/22/2021,0.708940882,Abbeville
5/23/2021,0.669211403,Abbeville
5/24/2021,0.629479045,Abbeville
5/25/2021,0.597819848,Abbeville
5/26/2021,0.573866217,Abbeville
5/27/2021,0.551501132,Abbeville
5/28/2021,0.539259371,Abbeville
5/29/2021,0.534364148,Abbeville
5/30/2021,0.528668511,Abbeville
5/31/2021,0.52279093,Abbeville
6/1/2021,0.515705793,Abbeville
6/2/2021,0.508466381,Abbeville
6/3/2021,0.507083236,Abbeville
6/4/2021,0.510192834,Abbeville
6/5/2021,0.51527002,Abbeville
6/6/2021,0.519302709,Abbeville
6/7/2021,0.523264715,Abbeville
6/8/2021,0.526665953,Abbeville
6/9/2021,0.530546143,Abbeville
6/10/2021,0.537544075,Abbeville
6/11/2021,0.554003924,Abbeville
6/12/2021,0.582693071,Abbeville
6/13/2021,0.616855902,Abbeville
6/14/2021,0.654233461,Abbeville
6/15/2021,0.685941452,Abbeville
6/16/2021,0.722177325,Abbeville
6/17/2021,0.758644992,Abbeville
6/18/2021,0.793467483,Abbeville
6/19/2021,0.831880324,Abbeville
6/20/2021,0.881730825,Abbeville
6/21/2021,0.929741751,Abbeville
6/22/2021,0.983574975,Abbeville
6/23/2021,1.031804973,Abbeville
6/24/2021,1.074302719,Abbeville
6/25/2021,1.126701199,Abbeville
6/26/2021,1.171131888,Abbeville
6/27/2021,1.22176117,Abbeville
6/28/2021,1.267528893,Abbeville
6/29/2021,1.322086585,Abbeville
6/30/2021,1.368179941,Abbeville
7/1/2021,1.438806197,Abbeville
7/2/2021,1.514579789,Abbeville
7/3/2021,1.607841744,Abbeville
7/4/2021,1.713160919,Abbeville
7/5/2021,1.821800285,Abbeville
7/6/2021,1.944149381,Abbeville
7/7/2021,2.054242449,Abbeville
7/8/2021,2.152448673,Abbeville
7/9/2021,2.248859988,Abbeville
7/10/2021,2.331051388,Abbeville
7/11/2021,2.372744607,Abbeville
7/12/2021,2.384366394,Abbeville
7/13/2021,2.364047174,Abbeville
7/14/2021,2.321623412,Abbeville
7/15/2021,2.254613818,Abbeville
7/16/2021,2.168289068,Abbeville
7/17/2021,2.080165214,Abbeville
7/18/2021,1.991463077,Abbeville
7/19/2021,1.899531988,Abbeville
7/20/2021,1.813841016,Abbeville
7/21/2021,1.723378994,Abbeville
7/22/2021,1.637816587,Abbeville
7/23/2021,1.557234756,Abbeville
7/24/2021,1.485403085,Abbeville
7/25/2021,1.411557638,Abbeville
7/26/2021,1.34807271,Abbeville
7/27/2021,1.292727916,Abbeville
7/28/2021,1.24827934,Abbeville
7/29/2021,1.209931003,Abbeville
7/30/2021,1.17745647,Abbeville
7/31/2021,1.15679855,Abbeville
8/1/2021,1.140520485,Abbeville
8/2/2021,1.132526007,Abbeville
8/3/2021,1.133935634,Abbeville
8/4/2021,1.140327069,Abbeville
8/5/2021,1.152593657,Abbeville
8/6/2021,1.166461576,Abbeville
8/7/2021,1.185935982,Abbeville
8/8/2021,1.203741395,Abbeville
8/9/2021,1.216283887,Abbeville
8/10/2021,1.231612629,Abbeville
8/11/2021,1.24609745,Abbeville
8/12/2021,1.257517498,Abbeville
8/13/2021,1.263159,Abbeville
8/14/2021,1.263709329,Abbeville
8/15/2021,1.261814679,Abbeville
8/16/2021,1.256928199,Abbeville
8/17/2021,1.251134138,Abbeville
8/18/2021,1.246895745,Abbeville
8/19/2021,1.246455875,Abbeville
8/20/2021,1.237981936,Abbeville
8/21/2021,1.225667602,Abbeville
8/22/2021,1.214780416,Abbeville
8/23/2021,1.206304232,Abbeville
8/24/2021,1.193572282,Abbeville
8/25/2021,1.177247776,Abbeville
8/26/2021,1.159855054,Abbeville
8/27/2021,1.141511071,Abbeville
8/28/2021,1.123220814,Abbeville
8/29/2021,1.106641388,Abbeville
8/30/2021,1.09375098,Abbeville
8/31/2021,1.08609962,Abbeville
9/1/2021,1.082460692,Abbeville
9/2/2021,1.081461805,Abbeville
9/3/2021,1.086554423,Abbeville
9/4/2021,1.091460461,Abbeville
9/5/2021,1.091772059,Abbeville
9/6/2021,1.08820348,Abbeville
9/7/2021,1.079237872,Abbeville
9/8/2021,1.063253485,Abbeville
9/9/2021,1.041516062,Abbeville
9/10/2021,1.007623858,Abbeville
9/11/2021,0.967512395,Abbeville
9/12/2021,0.922755684,Abbeville
9/13/2021,0.880443358,Abbeville
9/14/2021,0.842369172,Abbeville
9/15/2021,0.811081507,Abbeville
9/16/2021,0.788552089,Abbeville
9/17/2021,0.775089369,Abbeville
9/18/2021,0.769859466,Abbeville
9/19/2021,0.777689762,Abbeville
9/20/2021,0.793819227,Abbeville
9/21/2021,0.813808964,Abbeville
9/22/2021,0.841775643,Abbeville
9/23/2021,0.867465644,Abbeville
9/24/2021,0.897228226,Abbeville
9/25/2021,0.921227281,Abbeville
9/26/2021,0.939546276,Abbeville
9/27/2021,0.947709953,Abbeville
9/28/2021,0.945830924,Abbeville
9/29/2021,0.937552084,Abbeville
9/30/2021,0.924480233,Abbeville
10/1/2021,0.907171106,Abbeville
10/2/2021,0.88985297,Abbeville
10/3/2021,0.875984864,Abbeville
10/4/2021,0.868746752,Abbeville
10/5/2021,0.865892501,Abbeville
10/6/2021,0.867361708,Abbeville
10/7/2021,0.874650863,Abbeville
10/8/2021,0.884129759,Abbeville
10/9/2021,0.896099525,Abbeville
10/10/2021,0.902614012,Abbeville
10/11/2021,0.904953031,Abbeville
10/12/2021,0.899670799,Abbeville
10/13/2021,0.880077462,Abbeville
10/14/2021,0.857035374,Abbeville
10/15/2021,0.82494347,Abbeville
10/16/2021,0.793660991,Abbeville
10/17/2021,0.760657487,Abbeville
10/18/2021,0.730695758,Abbeville
10/19/2021,0.708249913,Abbeville
10/20/2021,0.693506296,Abbeville
10/21/2021,0.687925297,Abbeville
10/22/2021,0.694301719,Abbeville
10/23/2021,0.712868302,Abbeville
10/24/2021,0.741244801,Abbeville
10/25/2021,0.778438257,Abbeville
10/26/2021,0.820245967,Abbeville
10/27/2021,0.867090939,Abbeville
10/28/2021,0.918810377,Abbeville
10/29/2021,0.966501558,Abbeville
10/30/2021,1.00359452,Abbeville
10/31/2021,1.029742183,Abbeville
11/1/2021,1.036428178,Abbeville
11/2/2021,1.017639485,Abbeville
11/3/2021,0.98371565,Abbeville
11/4/2021,0.933396563,Abbeville
11/5/2021,0.869707895,Abbeville
11/6/2021,0.797300705,Abbeville
11/7/2021,0.714885887,Abbeville
11/8/2021,0.634145105,Abbeville
11/9/2021,0.563239486,Abbeville
11/10/2021,0.507805476,Abbeville
11/11/2021,0.457670055,Abbeville
11/12/2021,0.414613282,Abbeville
11/13/2021,0.38075764,Abbeville
11/14/2021,0.35283832,Abbeville
11/15/2021,0.332634674,Abbeville
11/16/2021,0.317344481,Abbeville
11/17/2021,0.306900491,Abbeville
11/18/2021,0.30036878,Abbeville
11/19/2021,0.297501106,Abbeville
11/20/2021,0.300854514,Abbeville
11/21/2021,0.306336686,Abbeville
11/22/2021,0.316418172,Abbeville
11/23/2021,0.33191847,Abbeville
11/24/2021,0.347749513,Abbeville
11/25/2021,0.36852892,Abbeville
11/26/2021,0.391401802,Abbeville
11/27/2021,0.417702811,Abbeville
11/28/2021,0.446378468,Abbeville
11/29/2021,0.477892012,Abbeville
11/30/2021,0.511273833,Abbeville
12/1/2021,0.54510972,Abbeville
12/2/2021,0.582728924,Abbeville
12/3/2021,0.625971143,Abbeville
12/4/2021,0.670362922,Abbeville
12/5/2021,0.716591217,Abbeville
12/6/2021,0.781472744,Abbeville
12/7/2021,0.864520853,Abbeville
12/8/2021,0.958937438,Abbeville
12/9/2021,1.070249694,Abbeville
12/10/2021,1.207977959,Abbeville
12/11/2021,1.357897393,Abbeville
12/12/2021,1.501788576,Abbeville
12/13/2021,1.644817601,Abbeville
12/14/2021,1.801466307,Abbeville
12/15/2021,1.941946769,Abbeville
12/16/2021,2.087004736,Abbeville
12/17/2021,2.239336283,Abbeville
12/18/2021,2.400124291,Abbeville
12/19/2021,2.603140382,Abbeville
12/20/2021,2.871922093,Abbeville
12/21/2021,3.154369489,Abbeville
12/22/2021,3.433531457,Abbeville
12/23/2021,3.709391836,Abbeville
12/24/2021,3.979684337,Abbeville
12/25/2021,4.221275166,Abbeville
12/26/2021,4.40695928,Abbeville
12/27/2021,4.466477568,Abbeville
12/28/2021,4.423751303,Abbeville
12/29/2021,4.259816929,Abbeville
12/30/2021,3.977917647,Abbeville
12/31/2021,3.622126884,Abbeville
1/1/2022,3.224199846,Abbeville
1/2/2022,2.835682824,Abbeville
1/3/2022,2.472968874,Abbeville
1/4/2022,2.153984355,Abbeville
1/5/2022,1.88435515,Abbeville
1/6/2022,1.660191993,Abbeville
1/7/2022,1.485324977,Abbeville
1/8/2022,1.350330205,Abbeville
1/9/2022,1.247709064,Abbeville
1/10/2022,1.173809084,Abbeville
1/11/2022,1.119796852,Abbeville
1/12/2022,1.082246649,Abbeville
1/13/2022,1.054266786,Abbeville
1/14/2022,1.033012502,Abbeville
1/15/2022,1.012538785,Abbeville
1/16/2022,0.992917207,Abbeville
1/17/2022,0.973720262,Abbeville
1/18/2022,0.95435585,Abbeville
1/19/2022,0.931821519,Abbeville
1/20/2022,0.906069146,Abbeville
1/21/2022,0.878814688,Abbeville
1/22/2022,0.848744024,Abbeville
1/23/2022,0.820703774,Abbeville
1/24/2022,0.792220987,Abbeville
1/25/2022,0.763242491,Abbeville
1/26/2022,0.734414567,Abbeville
1/27/2022,0.707615731,Abbeville
1/28/2022,0.679752193,Abbeville
1/29/2022,0.653519904,Abbeville
1/30/2022,0.630840758,Abbeville
1/31/2022,0.613127391,Abbeville
2/1/2022,0.603066082,Abbeville
2/2/2022,0.598183379,Abbeville
2/3/2022,0.598822434,Abbeville
2/4/2022,0.606937682,Abbeville
2/5/2022,0.621930434,Abbeville
2/6/2022,0.644462545,Abbeville
2/7/2022,0.673510872,Abbeville
2/8/2022,0.70755354,Abbeville
2/9/2022,0.744951243,Abbeville
2/10/2022,0.782697645,Abbeville
2/11/2022,0.814067789,Abbeville
2/12/2022,0.836441852,Abbeville
2/13/2022,0.848071262,Abbeville
2/14/2022,0.847539168,Abbeville
2/15/2022,0.833535211,Abbeville
2/16/2022,0.806914763,Abbeville
2/17/2022,0.770582711,Abbeville
2/18/2022,0.73116081,Abbeville
2/19/2022,0.688272463,Abbeville
2/20/2022,0.645366388,Abbeville
2/21/2022,0.606075523,Abbeville
2/22/2022,0.572390803,Abbeville
2/23/2022,0.543581311,Abbeville
2/24/2022,0.521865878,Abbeville
2/25/2022,0.506646694,Abbeville
2/26/2022,0.496217705,Abbeville
2/27/2022,0.489384267,Abbeville
2/28/2022,0.487508407,Abbeville
3/1/2022,0.486209253,Abbeville
3/2/2022,0.487828091,Abbeville
3/3/2022,0.490410188,Abbeville
3/4/2022,0.496391126,Abbeville
3/5/2022,0.503417699,Abbeville
3/6/2022,0.51380232,Abbeville
3/7/2022,0.526961191,Abbeville
3/8/2022,0.545184973,Abbeville
3/9/2022,0.568436823,Abbeville
3/10/2022,0.599079061,Abbeville
3/11/2022,0.637698199,Abbeville
3/12/2022,0.682573409,Abbeville
3/13/2022,0.734681334,Abbeville
3/14/2022,0.795578031,Abbeville
3/15/2022,0.861454267,Abbeville
3/16/2022,0.926359762,Abbeville
3/17/2022,0.992030595,Abbeville
3/18/2022,1.060933018,Abbeville
3/19/2022,1.128278923,Abbeville
3/20/2022,1.195888509,Abbeville
3/21/2022,1.261742837,Abbeville
3/22/2022,1.313762722,Abbeville
3/23/2022,1.357215668,Abbeville
3/24/2022,1.380263241,Abbeville
3/25/2022,1.391535439,Abbeville
3/26/2022,1.38879382,Abbeville
3/27/2022,1.37904183,Abbeville
3/28/2022,1.357541683,Abbeville
3/29/2022,1.329246507,Abbeville
3/30/2022,1.290240974,Abbeville
3/31/2022,1.242768624,Abbeville
4/1/2022,1.196280369,Abbeville
4/2/2022,1.151192737,Abbeville
4/3/2022,1.109355075,Abbeville
4/4/2022,1.06603697,Abbeville
4/5/2022,1.027423818,Abbeville
4/6/2022,0.996416382,Abbeville
4/7/2022,0.965276764,Abbeville
4/8/2022,0.935880712,Abbeville
4/9/2022,0.905898953,Abbeville
4/10/2022,0.876132362,Abbeville
4/11/2022,0.851533923,Abbeville
4/12/2022,0.828459414,Abbeville
4/13/2022,0.813945297,Abbeville
4/14/2022,0.808762395,Abbeville
4/15/2022,0.80923633,Abbeville
4/16/2022,0.82105889,Abbeville
4/17/2022,0.840596091,Abbeville
4/18/2022,0.862972164,Abbeville
4/19/2022,0.887331377,Abbeville
4/20/2022,0.912823494,Abbeville
4/21/2022,0.941384517,Abbeville
4/22/2022,0.969667569,Abbeville
4/23/2022,0.999085411,Abbeville
4/24/2022,1.023350641,Abbeville
4/25/2022,1.035514611,Abbeville
4/26/2022,1.041315858,Abbeville
4/27/2022,1.041911087,Abbeville
4/28/2022,1.039138055,Abbeville
4/29/2022,1.030831351,Abbeville
4/30/2022,1.024139046,Abbeville
5/1/2022,1.019647554,Abbeville
5/2/2022,1.026958855,Abbeville
5/3/2022,1.03794039,Abbeville
5/4/2022,1.055717518,Abbeville
5/5/2022,1.084455167,Abbeville
5/6/2022,1.129276258,Abbeville
5/7/2022,1.17475038,Abbeville
5/8/2022,1.228025845,Abbeville
5/9/2022,1.289312359,Abbeville
5/10/2022,1.348625284,Abbeville
5/11/2022,1.404185062,Abbeville
5/12/2022,1.456058435,Abbeville
5/13/2022,1.504547647,Abbeville
5/14/2022,1.540391178,Abbeville
5/15/2022,1.551940943,Abbeville
5/16/2022,1.533218873,Abbeville
5/17/2022,1.490158512,Abbeville
5/18/2022,1.43154546,Abbeville
5/19/2022,1.361400483,Abbeville
5/20/2022,1.280155734,Abbeville
5/21/2022,1.195930944,Abbeville
5/22/2022,1.11407637,Abbeville
5/23/2022,1.037941118,Abbeville
5/24/2022,0.970477434,Abbeville
5/25/2022,0.916524725,Abbeville
5/26/2022,0.876382547,Abbeville
5/27/2022,0.854229607,Abbeville
5/28/2022,0.840677342,Abbeville
5/29/2022,0.84124314,Abbeville
5/30/2022,0.855075003,Abbeville
5/31/2022,0.883193851,Abbeville
6/1/2022,0.922407923,Abbeville
6/2/2022,0.973051232,Abbeville
6/3/2022,1.030765078,Abbeville
6/4/2022,1.100676376,Abbeville
6/5/2022,1.169941608,Abbeville
6/6/2022,1.237789754,Abbeville
