Date,County,Rt_EpiNow
9/6/2021,Bamberg,0.851516536
9/7/2021,Bamberg,0.848043661
9/8/2021,Bamberg,0.842447667
9/9/2021,Bamberg,0.837448812
9/10/2021,Bamberg,0.831043739
9/11/2021,Bamberg,0.824100949
9/12/2021,Bamberg,0.814223529
9/13/2021,Bamberg,0.803539419
9/14/2021,Bamberg,0.793413409
9/15/2021,Bamberg,0.784574973
9/16/2021,Bamberg,0.777447181
9/17/2021,Bamberg,0.771059215
9/18/2021,Bamberg,0.767697135
9/19/2021,Bamberg,0.765566712
9/20/2021,Bamberg,0.763412873
9/21/2021,Bamberg,0.762233132
9/22/2021,Bamberg,0.763553783
9/23/2021,Bamberg,0.767186909
9/24/2021,Bamberg,0.773939726
9/25/2021,Bamberg,0.783993018
9/26/2021,Bamberg,0.790280742
9/27/2021,Bamberg,0.797904821
9/28/2021,Bamberg,0.806127272
9/29/2021,Bamberg,0.817280638
9/30/2021,Bamberg,0.82767344
10/1/2021,Bamberg,0.836672109
10/2/2021,Bamberg,0.84698731
10/3/2021,Bamberg,0.857667344
10/4/2021,Bamberg,0.868783152
10/5/2021,Bamberg,0.877983039
10/6/2021,Bamberg,0.888778384
10/7/2021,Bamberg,0.897992074
10/8/2021,Bamberg,0.904450545
10/9/2021,Bamberg,0.906065053
10/10/2021,Bamberg,0.908209554
10/11/2021,Bamberg,0.910003924
10/12/2021,Bamberg,0.91010527
10/13/2021,Bamberg,0.909992711
10/14/2021,Bamberg,0.909319132
10/15/2021,Bamberg,0.90917438
10/16/2021,Bamberg,0.909181007
10/17/2021,Bamberg,0.909123153
10/18/2021,Bamberg,0.905641156
10/19/2021,Bamberg,0.901454397
10/20/2021,Bamberg,0.894193151
10/21/2021,Bamberg,0.885815756
10/22/2021,Bamberg,0.875827953
10/23/2021,Bamberg,0.864897609
10/24/2021,Bamberg,0.849642418
10/25/2021,Bamberg,0.826660529
10/26/2021,Bamberg,0.80056329
10/27/2021,Bamberg,0.76840365
10/28/2021,Bamberg,0.732369825
10/29/2021,Bamberg,0.692624659
10/30/2021,Bamberg,0.650527273
10/31/2021,Bamberg,0.609599915
11/1/2021,Bamberg,0.570326719
11/2/2021,Bamberg,0.541700658
11/3/2021,Bamberg,0.526450216
11/4/2021,Bamberg,0.52267059
11/5/2021,Bamberg,0.527087576
11/6/2021,Bamberg,0.536269751
11/7/2021,Bamberg,0.547707725
11/8/2021,Bamberg,0.55764452
11/9/2021,Bamberg,0.563240843
11/10/2021,Bamberg,0.565063059
11/11/2021,Bamberg,0.561693501
11/12/2021,Bamberg,0.55540688
11/13/2021,Bamberg,0.547395495
11/14/2021,Bamberg,0.5393797
11/15/2021,Bamberg,0.531210599
11/16/2021,Bamberg,0.52283402
11/17/2021,Bamberg,0.517271867
11/18/2021,Bamberg,0.513260772
11/19/2021,Bamberg,0.510025809
11/20/2021,Bamberg,0.51070439
11/21/2021,Bamberg,0.514352143
11/22/2021,Bamberg,0.520603643
11/23/2021,Bamberg,0.530713275
11/24/2021,Bamberg,0.542071503
11/25/2021,Bamberg,0.557274625
11/26/2021,Bamberg,0.573481115
11/27/2021,Bamberg,0.593887553
11/28/2021,Bamberg,0.617368682
11/29/2021,Bamberg,0.643054026
11/30/2021,Bamberg,0.673665884
12/1/2021,Bamberg,0.713179412
12/2/2021,Bamberg,0.75772809
12/3/2021,Bamberg,0.809783861
12/4/2021,Bamberg,0.867788347
12/5/2021,Bamberg,0.933322135
12/6/2021,Bamberg,0.996733252
12/7/2021,Bamberg,1.062036247
12/8/2021,Bamberg,1.135744087
12/9/2021,Bamberg,1.212922958
12/10/2021,Bamberg,1.299132408
12/11/2021,Bamberg,1.387846332
12/12/2021,Bamberg,1.476156372
12/13/2021,Bamberg,1.565628495
12/14/2021,Bamberg,1.65757116
12/15/2021,Bamberg,1.743013957
12/16/2021,Bamberg,1.816732937
12/17/2021,Bamberg,1.898413283
12/18/2021,Bamberg,1.986315505
12/19/2021,Bamberg,2.060403588
12/20/2021,Bamberg,2.139146748
12/21/2021,Bamberg,2.249798984
12/22/2021,Bamberg,2.444593782
12/23/2021,Bamberg,2.695430501
12/24/2021,Bamberg,2.955977748
12/25/2021,Bamberg,3.20090669
12/26/2021,Bamberg,3.355636947
12/27/2021,Bamberg,3.403438346
12/28/2021,Bamberg,3.341346426
12/29/2021,Bamberg,3.181362324
12/30/2021,Bamberg,2.96833488
12/31/2021,Bamberg,2.747696982
1/1/2022,Bamberg,2.550429547
1/2/2022,Bamberg,2.389019935
1/3/2022,Bamberg,2.240617295
1/4/2022,Bamberg,2.079764928
1/5/2022,Bamberg,1.918457465
1/6/2022,Bamberg,1.758161227
1/7/2022,Bamberg,1.609528122
1/8/2022,Bamberg,1.473213728
1/9/2022,Bamberg,1.353745472
1/10/2022,Bamberg,1.249345318
1/11/2022,Bamberg,1.160442466
1/12/2022,Bamberg,1.085787116
1/13/2022,Bamberg,1.02453807
1/14/2022,Bamberg,0.975545908
1/15/2022,Bamberg,0.936820494
1/16/2022,Bamberg,0.907460671
1/17/2022,Bamberg,0.885238938
1/18/2022,Bamberg,0.868162415
1/19/2022,Bamberg,0.853899064
1/20/2022,Bamberg,0.840530367
1/21/2022,Bamberg,0.825918917
1/22/2022,Bamberg,0.809828964
1/23/2022,Bamberg,0.792054875
1/24/2022,Bamberg,0.771411884
1/25/2022,Bamberg,0.748095593
1/26/2022,Bamberg,0.724754919
1/27/2022,Bamberg,0.698826647
1/28/2022,Bamberg,0.67350033
1/29/2022,Bamberg,0.650850218
1/30/2022,Bamberg,0.630836937
1/31/2022,Bamberg,0.616095135
2/1/2022,Bamberg,0.605787187
2/2/2022,Bamberg,0.600649506
2/3/2022,Bamberg,0.598710851
2/4/2022,Bamberg,0.60087519
2/5/2022,Bamberg,0.606899397
2/6/2022,Bamberg,0.614764778
2/7/2022,Bamberg,0.625380275
2/8/2022,Bamberg,0.635746146
2/9/2022,Bamberg,0.646885439
2/10/2022,Bamberg,0.656354256
2/11/2022,Bamberg,0.664209968
2/12/2022,Bamberg,0.669322283
2/13/2022,Bamberg,0.671673601
2/14/2022,Bamberg,0.668798263
2/15/2022,Bamberg,0.661450094
2/16/2022,Bamberg,0.649271794
2/17/2022,Bamberg,0.63509171
2/18/2022,Bamberg,0.622840123
2/19/2022,Bamberg,0.614106354
2/20/2022,Bamberg,0.608459829
2/21/2022,Bamberg,0.608472142
2/22/2022,Bamberg,0.609964588
2/23/2022,Bamberg,0.614430505
2/24/2022,Bamberg,0.620983872
2/25/2022,Bamberg,0.627794718
2/26/2022,Bamberg,0.634401653
2/27/2022,Bamberg,0.64118561
2/28/2022,Bamberg,0.648732608
3/1/2022,Bamberg,0.656527032
3/2/2022,Bamberg,0.663861924
3/3/2022,Bamberg,0.669392577
3/4/2022,Bamberg,0.674983396
3/5/2022,Bamberg,0.67910083
3/6/2022,Bamberg,0.682410401
3/7/2022,Bamberg,0.686393986
3/8/2022,Bamberg,0.692886235
3/9/2022,Bamberg,0.701402625
3/10/2022,Bamberg,0.710926914
3/11/2022,Bamberg,0.720950028
3/12/2022,Bamberg,0.73194788
3/13/2022,Bamberg,0.742770704
3/14/2022,Bamberg,0.752978102
3/15/2022,Bamberg,0.760359436
3/16/2022,Bamberg,0.771388442
3/17/2022,Bamberg,0.782576287
3/18/2022,Bamberg,0.793450617
3/19/2022,Bamberg,0.804314944
3/20/2022,Bamberg,0.812066471
3/21/2022,Bamberg,0.817732854
3/22/2022,Bamberg,0.8192335
3/23/2022,Bamberg,0.819886143
3/24/2022,Bamberg,0.820559542
3/25/2022,Bamberg,0.822321727
3/26/2022,Bamberg,0.82388648
3/27/2022,Bamberg,0.823427096
3/28/2022,Bamberg,0.826746274
3/29/2022,Bamberg,0.834723256
3/30/2022,Bamberg,0.843330833
3/31/2022,Bamberg,0.858298563
4/1/2022,Bamberg,0.877684801
4/2/2022,Bamberg,0.902048977
4/3/2022,Bamberg,0.927006586
4/4/2022,Bamberg,0.954428978
4/5/2022,Bamberg,0.984015354
4/6/2022,Bamberg,1.014009745
4/7/2022,Bamberg,1.044788463
4/8/2022,Bamberg,1.074776757
4/9/2022,Bamberg,1.096579847
4/10/2022,Bamberg,1.118380244
4/11/2022,Bamberg,1.133975636
4/12/2022,Bamberg,1.147316904
4/13/2022,Bamberg,1.155545362
4/14/2022,Bamberg,1.159696296
4/15/2022,Bamberg,1.158950929
4/16/2022,Bamberg,1.152190497
4/17/2022,Bamberg,1.146565419
4/18/2022,Bamberg,1.13853307
4/19/2022,Bamberg,1.134492514
4/20/2022,Bamberg,1.134529078
4/21/2022,Bamberg,1.138756841
4/22/2022,Bamberg,1.151239313
4/23/2022,Bamberg,1.171838995
4/24/2022,Bamberg,1.198108748
4/25/2022,Bamberg,1.218161922
4/26/2022,Bamberg,1.242378279
4/27/2022,Bamberg,1.260967915
4/28/2022,Bamberg,1.283062374
4/29/2022,Bamberg,1.304841579
4/30/2022,Bamberg,1.319819897
5/1/2022,Bamberg,1.332084917
5/2/2022,Bamberg,1.336864593
5/3/2022,Bamberg,1.332940468
5/4/2022,Bamberg,1.317827601
5/5/2022,Bamberg,1.295748954
5/6/2022,Bamberg,1.269571671
5/7/2022,Bamberg,1.237645793
5/8/2022,Bamberg,1.200014771
5/9/2022,Bamberg,1.15859829
5/10/2022,Bamberg,1.112487738
5/11/2022,Bamberg,1.064469639
5/12/2022,Bamberg,1.016431541
5/13/2022,Bamberg,0.971520006
5/14/2022,Bamberg,0.932641609
5/15/2022,Bamberg,0.903165097
5/16/2022,Bamberg,0.887480306
5/17/2022,Bamberg,0.88199675
5/18/2022,Bamberg,0.883905615
5/19/2022,Bamberg,0.893845247
5/20/2022,Bamberg,0.912554936
5/21/2022,Bamberg,0.936040191
5/22/2022,Bamberg,0.962158527
5/23/2022,Bamberg,0.988351722
5/24/2022,Bamberg,1.016384584
5/25/2022,Bamberg,1.041821335
5/26/2022,Bamberg,1.063213841
5/27/2022,Bamberg,1.080009336
5/28/2022,Bamberg,1.089087661
5/29/2022,Bamberg,1.09073712
5/30/2022,Bamberg,1.084391277
5/31/2022,Bamberg,1.075203078
6/1/2022,Bamberg,1.063524303
6/2/2022,Bamberg,1.051178465
6/3/2022,Bamberg,1.04008003
6/4/2022,Bamberg,1.034711428
6/5/2022,Bamberg,1.033921927
6/6/2022,Bamberg,1.036436859
6/7/2022,Bamberg,1.040357996
6/8/2022,Bamberg,1.045879628
6/9/2022,Bamberg,1.051183619
6/10/2022,Bamberg,1.055918707
6/11/2022,Bamberg,1.055645968
6/12/2022,Bamberg,1.052244139
6/13/2022,Bamberg,1.045050696
6/14/2022,Bamberg,1.033291251
6/15/2022,Bamberg,1.019053372
6/16/2022,Bamberg,1.002662462
6/17/2022,Bamberg,0.98755941
6/18/2022,Bamberg,0.975372463
6/19/2022,Bamberg,0.965180981
6/20/2022,Bamberg,0.957819296
6/21/2022,Bamberg,0.956574933
6/22/2022,Bamberg,0.960562414
6/23/2022,Bamberg,0.972750257
6/24/2022,Bamberg,0.992493632
6/25/2022,Bamberg,1.016778949
6/26/2022,Bamberg,1.043073779
6/27/2022,Bamberg,1.065865802
6/28/2022,Bamberg,1.083607931
6/29/2022,Bamberg,1.090016272
6/30/2022,Bamberg,1.084628779
7/1/2022,Bamberg,1.063718207
7/2/2022,Bamberg,1.036067895
7/3/2022,Bamberg,1.009743137
7/4/2022,Bamberg,0.98468581
7/5/2022,Bamberg,0.964853095
7/6/2022,Bamberg,0.954071775
7/7/2022,Bamberg,0.949419492
7/8/2022,Bamberg,0.94884172
7/9/2022,Bamberg,0.949946812
7/10/2022,Bamberg,0.950550618
7/11/2022,Bamberg,0.95303433
7/12/2022,Bamberg,0.955984477
7/13/2022,Bamberg,0.958880297
7/14/2022,Bamberg,0.962671316
7/15/2022,Bamberg,0.967789293
7/16/2022,Bamberg,0.968617481
7/17/2022,Bamberg,0.966365158
7/18/2022,Bamberg,0.959007665
7/19/2022,Bamberg,0.948251801
7/20/2022,Bamberg,0.933652628
7/21/2022,Bamberg,0.918326458
7/22/2022,Bamberg,0.905558264
7/23/2022,Bamberg,0.89485658
7/24/2022,Bamberg,0.888923093
7/25/2022,Bamberg,0.88799144
7/26/2022,Bamberg,0.889725228
7/27/2022,Bamberg,0.894034265
7/28/2022,Bamberg,0.898794998
7/29/2022,Bamberg,0.903934758
7/30/2022,Bamberg,0.911198132
7/31/2022,Bamberg,0.91914003
8/1/2022,Bamberg,0.925897387
8/2/2022,Bamberg,0.929530498
8/3/2022,Bamberg,0.927910028
8/4/2022,Bamberg,0.922265708
8/5/2022,Bamberg,0.913013217
8/6/2022,Bamberg,0.90117402
8/7/2022,Bamberg,0.888362003
8/8/2022,Bamberg,0.877857079
8/9/2022,Bamberg,0.866077953
8/10/2022,Bamberg,0.853745914
8/11/2022,Bamberg,0.840868676
8/12/2022,Bamberg,0.829696053
8/13/2022,Bamberg,0.820009943
8/14/2022,Bamberg,0.811650765
8/15/2022,Bamberg,0.803526568
8/16/2022,Bamberg,0.79704453
8/17/2022,Bamberg,0.790614213
8/18/2022,Bamberg,0.782911193
8/19/2022,Bamberg,0.775616317
8/20/2022,Bamberg,0.770696122
8/21/2022,Bamberg,0.770636064
8/22/2022,Bamberg,0.773894435
8/23/2022,Bamberg,0.780935255
8/24/2022,Bamberg,0.79278503
8/25/2022,Bamberg,0.808737095
8/26/2022,Bamberg,0.831279823
8/27/2022,Bamberg,0.854680484
8/28/2022,Bamberg,0.881874743
8/29/2022,Bamberg,0.907600666
8/30/2022,Bamberg,0.928362091
8/31/2022,Bamberg,0.94155688
9/1/2022,Bamberg,0.945324991
9/2/2022,Bamberg,0.938743382
9/3/2022,Bamberg,0.924805987
9/4/2022,Bamberg,0.905617888
9/5/2022,Bamberg,0.883087632
9/6/2022,Bamberg,0.857700616
9/7/2022,Bamberg,0.832834805
9/8/2022,Bamberg,0.809789127
9/9/2022,Bamberg,0.790170193
9/10/2022,Bamberg,0.771876961
9/11/2022,Bamberg,0.756434854
9/12/2022,Bamberg,0.743468188
9/13/2022,Bamberg,0.734054855
9/14/2022,Bamberg,0.723638256
9/15/2022,Bamberg,0.71621347
9/16/2022,Bamberg,0.712852574
9/17/2022,Bamberg,0.71145566
9/18/2022,Bamberg,0.710223247
9/19/2022,Bamberg,0.707639886
9/20/2022,Bamberg,0.705375812
9/21/2022,Bamberg,0.704228369
9/22/2022,Bamberg,0.702594875
9/23/2022,Bamberg,0.701923686
9/24/2022,Bamberg,0.704352616
9/25/2022,Bamberg,0.707963767
9/26/2022,Bamberg,0.713192199
9/27/2022,Bamberg,0.719306046
9/28/2022,Bamberg,0.729518382
9/29/2022,Bamberg,0.741285547
9/30/2022,Bamberg,0.756599037
10/1/2022,Bamberg,0.770430873
10/2/2022,Bamberg,0.782654948
10/3/2022,Bamberg,0.795542222
10/4/2022,Bamberg,0.806884353
10/5/2022,Bamberg,0.81616509
10/6/2022,Bamberg,0.820802904
10/7/2022,Bamberg,0.823458851
10/8/2022,Bamberg,0.825303518
10/9/2022,Bamberg,0.823950308
10/10/2022,Bamberg,0.821110374
10/11/2022,Bamberg,0.820288802
10/12/2022,Bamberg,0.820780872
10/13/2022,Bamberg,0.825216505
10/14/2022,Bamberg,0.83468675
10/15/2022,Bamberg,0.846414589
10/16/2022,Bamberg,0.861780829
10/17/2022,Bamberg,0.878739217
10/18/2022,Bamberg,0.894982923
10/19/2022,Bamberg,0.912312255
10/20/2022,Bamberg,0.928445914
10/21/2022,Bamberg,0.942787226
10/22/2022,Bamberg,0.955556044
10/23/2022,Bamberg,0.965109823
10/24/2022,Bamberg,0.974651275
10/25/2022,Bamberg,0.983318601
10/26/2022,Bamberg,0.989935424
10/27/2022,Bamberg,0.997923193
10/28/2022,Bamberg,1.004661766
10/29/2022,Bamberg,1.010979362
10/30/2022,Bamberg,1.009439175
10/31/2022,Bamberg,1.00597493
11/1/2022,Bamberg,0.998598899
11/2/2022,Bamberg,0.98840522
11/3/2022,Bamberg,0.974703546
11/4/2022,Bamberg,0.95701967
11/5/2022,Bamberg,0.937951014
11/6/2022,Bamberg,0.92065909
11/7/2022,Bamberg,0.906431742
11/8/2022,Bamberg,0.891721702
11/9/2022,Bamberg,0.879832901
11/10/2022,Bamberg,0.87117915
11/11/2022,Bamberg,0.867384319
11/12/2022,Bamberg,0.866628917
11/13/2022,Bamberg,0.86705586
11/14/2022,Bamberg,0.870900595
11/15/2022,Bamberg,0.878672852
11/16/2022,Bamberg,0.888340879
11/17/2022,Bamberg,0.896497672
11/18/2022,Bamberg,0.905657743
11/19/2022,Bamberg,0.912692151
11/20/2022,Bamberg,0.919207491
11/21/2022,Bamberg,0.925602706
11/22/2022,Bamberg,0.934394936
11/23/2022,Bamberg,0.945404671
11/24/2022,Bamberg,0.956298863
11/25/2022,Bamberg,0.966025951
11/26/2022,Bamberg,0.973260024
11/27/2022,Bamberg,0.982689208
11/28/2022,Bamberg,0.992552009
11/29/2022,Bamberg,1.004329328
11/30/2022,Bamberg,1.01201179
12/1/2022,Bamberg,1.021643361
12/2/2022,Bamberg,1.034347523
12/3/2022,Bamberg,1.049911265
12/4/2022,Bamberg,1.065334211
12/5/2022,Bamberg,1.078505278
12/6/2022,Bamberg,1.087172212
12/7/2022,Bamberg,1.093640276
12/8/2022,Bamberg,1.097673896
12/9/2022,Bamberg,1.101367995
12/10/2022,Bamberg,1.102330727
12/11/2022,Bamberg,1.101347848
12/12/2022,Bamberg,1.100846226
12/13/2022,Bamberg,1.099643728
12/14/2022,Bamberg,1.099952395
12/15/2022,Bamberg,1.099588062
12/16/2022,Bamberg,1.099901688
12/17/2022,Bamberg,1.097411032
12/18/2022,Bamberg,1.095335024
12/19/2022,Bamberg,1.09460634
12/20/2022,Bamberg,1.091436628
12/21/2022,Bamberg,1.086672797
12/22/2022,Bamberg,1.080016863
12/23/2022,Bamberg,1.072201543
12/24/2022,Bamberg,1.063636711
12/25/2022,Bamberg,1.054730013
12/26/2022,Bamberg,1.046983911
12/27/2022,Bamberg,1.038922784
12/28/2022,Bamberg,1.03038084
12/29/2022,Bamberg,1.021985164
12/30/2022,Bamberg,1.014332063
12/31/2022,Bamberg,1.005391569
1/1/2023,Bamberg,0.995904418
1/2/2023,Bamberg,0.983771497
1/3/2023,Bamberg,0.973445673
1/4/2023,Bamberg,0.961607687
1/5/2023,Bamberg,0.948140588
1/6/2023,Bamberg,0.931827933
1/7/2023,Bamberg,0.915510812
1/8/2023,Bamberg,0.900129115
1/9/2023,Bamberg,0.889122916
1/10/2023,Bamberg,0.879388578
1/11/2023,Bamberg,0.87318593
1/12/2023,Bamberg,0.866482476
1/13/2023,Bamberg,0.861808346
1/14/2023,Bamberg,0.856975411
1/15/2023,Bamberg,0.854263013
1/16/2023,Bamberg,0.851772676
1/17/2023,Bamberg,0.851244289
1/18/2023,Bamberg,0.852236561
1/19/2023,Bamberg,0.851910467
1/20/2023,Bamberg,0.850890431
1/21/2023,Bamberg,0.848651029
1/22/2023,Bamberg,0.846560343
1/23/2023,Bamberg,0.84429166
1/24/2023,Bamberg,0.841476316
1/25/2023,Bamberg,0.839754063
1/26/2023,Bamberg,0.837610298
1/27/2023,Bamberg,0.83629346
1/28/2023,Bamberg,0.835451569
1/29/2023,Bamberg,0.835498207
1/30/2023,Bamberg,0.837805864
1/31/2023,Bamberg,0.845493954
2/1/2023,Bamberg,0.852818255
2/2/2023,Bamberg,0.857166819
2/3/2023,Bamberg,0.862790224
2/4/2023,Bamberg,0.866194873
2/5/2023,Bamberg,0.86826201
2/6/2023,Bamberg,0.867839847
2/7/2023,Bamberg,0.865358287
2/8/2023,Bamberg,0.862801864
2/9/2023,Bamberg,0.860686748
2/10/2023,Bamberg,0.857480046
2/11/2023,Bamberg,0.854168954
2/12/2023,Bamberg,0.850340222
2/13/2023,Bamberg,0.846645472
2/14/2023,Bamberg,0.843567637
2/15/2023,Bamberg,0.841146952
2/16/2023,Bamberg,0.838428533
2/17/2023,Bamberg,0.83612635
2/18/2023,Bamberg,0.831289278
2/19/2023,Bamberg,0.82801578
2/20/2023,Bamberg,0.825509881
2/21/2023,Bamberg,0.82311715
2/22/2023,Bamberg,0.820635304
2/23/2023,Bamberg,0.818158068
2/24/2023,Bamberg,0.817834181
2/25/2023,Bamberg,0.821670459
2/26/2023,Bamberg,0.827444682
2/27/2023,Bamberg,0.83369781
2/28/2023,Bamberg,0.838892427
3/1/2023,Bamberg,0.843574245
3/2/2023,Bamberg,0.847940059
3/3/2023,Bamberg,0.851717923
3/4/2023,Bamberg,0.858486506
3/5/2023,Bamberg,0.865740714
3/6/2023,Bamberg,0.871352035
3/7/2023,Bamberg,0.874949888
3/8/2023,Bamberg,0.876735591
3/9/2023,Bamberg,0.880532981
3/10/2023,Bamberg,0.885584453
3/11/2023,Bamberg,0.887483385
3/12/2023,Bamberg,0.892365153
3/13/2023,Bamberg,0.896646744
3/14/2023,Bamberg,0.902012454
3/15/2023,Bamberg,0.906925184
6/1/2020,Barnwell,0.896634509
6/2/2020,Barnwell,0.907386578
6/3/2020,Barnwell,0.919167838
6/4/2020,Barnwell,0.927484688
6/5/2020,Barnwell,0.938826278
6/6/2020,Barnwell,0.956463501
6/7/2020,Barnwell,0.973564728
6/8/2020,Barnwell,0.99222061
6/9/2020,Barnwell,1.009409584
6/10/2020,Barnwell,1.027794392
6/11/2020,Barnwell,1.047211718
6/12/2020,Barnwell,1.072891779
6/13/2020,Barnwell,1.095747084
6/14/2020,Barnwell,1.110563954
6/15/2020,Barnwell,1.119809844
6/16/2020,Barnwell,1.126031492
6/17/2020,Barnwell,1.130400463
6/18/2020,Barnwell,1.130875558
6/19/2020,Barnwell,1.127541222
6/20/2020,Barnwell,1.12436663
6/21/2020,Barnwell,1.117295313
6/22/2020,Barnwell,1.113665966
6/23/2020,Barnwell,1.107802614
6/24/2020,Barnwell,1.103788799
6/25/2020,Barnwell,1.099785921
6/26/2020,Barnwell,1.093110605
6/27/2020,Barnwell,1.090894949
6/28/2020,Barnwell,1.088050476
6/29/2020,Barnwell,1.091005155
6/30/2020,Barnwell,1.09729922
7/1/2020,Barnwell,1.108967639
7/2/2020,Barnwell,1.123470664
7/3/2020,Barnwell,1.142438399
7/4/2020,Barnwell,1.16501064
7/5/2020,Barnwell,1.187710867
7/6/2020,Barnwell,1.209854181
7/7/2020,Barnwell,1.229123351
7/8/2020,Barnwell,1.244274558
7/9/2020,Barnwell,1.253796443
7/10/2020,Barnwell,1.259723569
7/11/2020,Barnwell,1.256969118
7/12/2020,Barnwell,1.241790748
7/13/2020,Barnwell,1.22154828
7/14/2020,Barnwell,1.196326278
7/15/2020,Barnwell,1.167568063
7/16/2020,Barnwell,1.137173296
7/17/2020,Barnwell,1.108411648
7/18/2020,Barnwell,1.081555207
7/19/2020,Barnwell,1.059540538
7/20/2020,Barnwell,1.045975665
7/21/2020,Barnwell,1.036055344
7/22/2020,Barnwell,1.028194881
7/23/2020,Barnwell,1.024833713
7/24/2020,Barnwell,1.022778228
7/25/2020,Barnwell,0.970346586
7/26/2020,Barnwell,0.967629908
7/27/2020,Barnwell,0.967340428
7/28/2020,Barnwell,0.978266072
7/29/2020,Barnwell,1.000904432
7/30/2020,Barnwell,0.985523024
7/31/2020,Barnwell,0.965618558
8/1/2020,Barnwell,0.930127308
8/2/2020,Barnwell,0.913366103
8/3/2020,Barnwell,0.897574622
8/4/2020,Barnwell,0.882686532
8/5/2020,Barnwell,0.876206605
8/6/2020,Barnwell,0.866704739
8/7/2020,Barnwell,0.864172306
8/8/2020,Barnwell,0.865183696
8/9/2020,Barnwell,0.868692016
8/10/2020,Barnwell,0.873852116
8/11/2020,Barnwell,0.883574441
8/12/2020,Barnwell,0.893294628
8/13/2020,Barnwell,0.904806529
8/14/2020,Barnwell,0.913491322
8/15/2020,Barnwell,0.92059731
8/16/2020,Barnwell,0.926492356
8/17/2020,Barnwell,0.932183355
8/18/2020,Barnwell,0.937280049
8/19/2020,Barnwell,0.928545974
8/20/2020,Barnwell,0.936660674
8/21/2020,Barnwell,0.954501352
8/22/2020,Barnwell,0.958482547
8/23/2020,Barnwell,0.962549688
8/24/2020,Barnwell,0.967358271
8/25/2020,Barnwell,0.972058818
8/26/2020,Barnwell,0.975151341
8/27/2020,Barnwell,0.978603021
8/28/2020,Barnwell,0.979171882
8/29/2020,Barnwell,0.976348721
8/30/2020,Barnwell,0.971949818
8/31/2020,Barnwell,0.967668567
9/1/2020,Barnwell,0.965946496
9/2/2020,Barnwell,0.965790845
9/3/2020,Barnwell,0.966861907
9/4/2020,Barnwell,0.970622467
9/5/2020,Barnwell,0.974590642
9/6/2020,Barnwell,0.981290557
9/7/2020,Barnwell,0.992069037
9/8/2020,Barnwell,1.007291408
9/9/2020,Barnwell,1.029530765
9/10/2020,Barnwell,1.056230955
9/11/2020,Barnwell,1.086438908
9/12/2020,Barnwell,1.115122312
9/13/2020,Barnwell,1.140562471
9/14/2020,Barnwell,1.156729258
9/15/2020,Barnwell,1.157356451
9/16/2020,Barnwell,1.148985357
9/17/2020,Barnwell,1.127524291
9/18/2020,Barnwell,1.098844901
9/19/2020,Barnwell,1.067571715
9/20/2020,Barnwell,1.035063788
9/21/2020,Barnwell,1.003204503
9/22/2020,Barnwell,0.97523327
9/23/2020,Barnwell,0.947655067
9/24/2020,Barnwell,0.923862271
9/25/2020,Barnwell,0.90649254
9/26/2020,Barnwell,0.893268721
9/27/2020,Barnwell,0.882037361
9/28/2020,Barnwell,0.874312767
9/29/2020,Barnwell,0.869569033
9/30/2020,Barnwell,0.866017796
10/1/2020,Barnwell,0.868765164
10/2/2020,Barnwell,0.876816985
10/3/2020,Barnwell,0.88813338
10/4/2020,Barnwell,0.903138949
10/5/2020,Barnwell,0.921894234
10/6/2020,Barnwell,0.937285768
10/7/2020,Barnwell,0.950130576
10/8/2020,Barnwell,0.95710887
10/9/2020,Barnwell,0.958628601
10/10/2020,Barnwell,0.952763925
10/11/2020,Barnwell,0.939874269
10/12/2020,Barnwell,0.921985757
10/13/2020,Barnwell,0.905043597
10/14/2020,Barnwell,0.888773858
10/15/2020,Barnwell,0.876431776
10/16/2020,Barnwell,0.868013002
10/17/2020,Barnwell,0.862480284
10/18/2020,Barnwell,0.864966776
10/19/2020,Barnwell,0.871255572
10/20/2020,Barnwell,0.882728475
10/21/2020,Barnwell,0.89549672
10/22/2020,Barnwell,0.911532105
10/23/2020,Barnwell,0.930931991
10/24/2020,Barnwell,0.95155363
10/25/2020,Barnwell,0.972678154
10/26/2020,Barnwell,0.990446144
10/27/2020,Barnwell,1.007507617
10/28/2020,Barnwell,1.022984739
10/29/2020,Barnwell,1.0335246
10/30/2020,Barnwell,1.03990677
10/31/2020,Barnwell,1.04470367
11/1/2020,Barnwell,1.049145263
11/2/2020,Barnwell,1.049548358
11/3/2020,Barnwell,1.048996439
11/4/2020,Barnwell,1.051717569
11/5/2020,Barnwell,1.057371332
11/6/2020,Barnwell,1.061872308
11/7/2020,Barnwell,1.066055173
11/8/2020,Barnwell,1.069969866
11/9/2020,Barnwell,1.078507933
11/10/2020,Barnwell,1.086312368
11/11/2020,Barnwell,1.094724185
11/12/2020,Barnwell,1.097644951
11/13/2020,Barnwell,1.098088089
11/14/2020,Barnwell,1.068374277
11/15/2020,Barnwell,1.03928949
11/16/2020,Barnwell,1.107291821
11/17/2020,Barnwell,1.112984469
11/18/2020,Barnwell,1.119257052
11/19/2020,Barnwell,1.127281378
11/20/2020,Barnwell,1.135369161
11/21/2020,Barnwell,1.150143706
11/22/2020,Barnwell,1.168978698
11/23/2020,Barnwell,1.190397318
11/24/2020,Barnwell,1.21267947
11/25/2020,Barnwell,1.234142261
11/26/2020,Barnwell,1.253521307
11/27/2020,Barnwell,1.26873238
