County,Date,Rt_actual,Rt_forecast,Case_forecast,Case_lower95,Case_upper95,Case_actual
Abbeville,12/11/2022,0.969081798,1.070217888,7,2,12,7
Abbeville,12/12/2022,1.00180109,1.066139537,7,2,13,7
Abbeville,12/13/2022,1.041600331,1.065789386,7,3,13,7
Abbeville,12/14/2022,1.078090215,1.063187462,7,2,13,7
Abbeville,12/15/2022,1.112338193,1.063651746,7,2,13,7
Abbeville,12/16/2022,1.143248572,1.071060002,8,3,13,7
Abbeville,12/17/2022,1.171748902,1.0777342,8,2,14,7
Abbeville,12/18/2022,1.185376037,1.082352373,8,3,13,7
Abbeville,12/19/2022,1.191614116,1.090774305,8,3,14,7
Abbeville,12/20/2022,1.192434064,1.095098324,8,3,14,5
Abbeville,12/21/2022,1.188576433,1.097241729,8,3,14,5
Abbeville,12/22/2022,1.187234368,1.100921146,8,3,14,5
Abbeville,12/23/2022,1.186846094,1.100169869,9,3,15,5
Abbeville,12/24/2022,1.186248753,1.093957367,9,4,14,5
Abbeville,12/25/2022,1.176984886,1.091727552,9,3,15,5
Abbeville,12/26/2022,1.172326801,1.098732318,9,4,15,5
Abbeville,12/27/2022,1.168663273,1.089515956,9,4,16,6
Abbeville,12/28/2022,1.164207428,1.082059652,9,4,15,6
Abbeville,12/29/2022,1.157981861,1.080675363,9,4,16,6
Abbeville,12/30/2022,1.147282692,1.041689071,9,3,16,6
Abbeville,12/31/2022,1.130464691,1.08852633,10,4,16,6
Abbeville,1/1/2023,1.109679636,1.051141784,6,2,11,6
Abbeville,1/2/2023,1.085369862,1.042768656,6,2,11,6
Abbeville,1/3/2023,1.058000668,1.039415601,6,2,11,0
Abbeville,1/4/2023,1.033752689,1.036427411,6,2,11,5
Abbeville,1/5/2023,1.007111718,1.031940521,6,2,11,5
Abbeville,1/6/2023,0.983718926,1.030312659,6,2,11,5
Abbeville,1/7/2023,0.97009262,1.03193206,6,2,11,5
Abbeville,1/8/2023,0.962609926,1.033637648,6,2,11,5
Abbeville,1/9/2023,0.959259836,1.036283722,6,2,12,5
Abbeville,1/10/2023,0.962060703,1.038658819,6,2,12,9
Abbeville,1/11/2023,0.97240205,1.045181538,6,2,12,4
