County,Date,Rt_actual,Rt_forecast,Case_forecast,Case_lower95,Case_upper95,Case_actual
Abbeville,11/11/2020,1.008956951,1.007805773,6,2,11,5
Abbeville,11/12/2020,1.014360484,1.00316468,6,1,11,5
Abbeville,11/13/2020,1.022783295,1.001019339,6,2,11,6
Abbeville,11/14/2020,1.077973112,1.00390958,5,1,10,4
Abbeville,11/15/2020,1.111923313,1.010142981,5,1,10,4
Abbeville,11/16/2020,1.044362457,1.012091346,5,1,10,4
Abbeville,11/17/2020,1.050521535,1.005213309,5,1,11,4
Abbeville,11/18/2020,1.05592095,0.99790269,5,1,10,5
Abbeville,11/19/2020,1.062792008,0.997483366,5,2,10,5
Abbeville,11/20/2020,1.073072436,1.008410233,6,2,10,5
Abbeville,11/21/2020,1.084519928,1.018385199,6,2,10,6
Abbeville,11/22/2020,1.099323816,1.012526622,5,1,10,7
Abbeville,11/23/2020,1.117083856,0.997820746,5,1,10,6
Abbeville,11/24/2020,1.138993527,0.986214021,5,1,10,7
Abbeville,11/25/2020,1.161904961,1.06979232,5,1,11,7
Abbeville,11/26/2020,1.187179295,1.081975549,6,2,11,7
Abbeville,11/27/2020,1.213600324,1.11109465,6,2,12,7
Abbeville,11/28/2020,1.238116591,1.117477237,7,2,12,8
Abbeville,11/29/2020,1.257843672,1.214559883,7,2,13,7
Abbeville,11/30/2020,1.270478235,1.05937785,7,2,12,8
Abbeville,12/1/2020,1.275171528,1.048053946,6,2,12,7
Abbeville,12/2/2020,1.272838508,1.1241585,7,2,12,6
Abbeville,12/3/2020,1.262802335,1.049986449,7,2,12,8
Abbeville,12/4/2020,1.245555946,1.30108778,8,3,15,8
Abbeville,12/5/2020,1.222452548,1.07558192,7,3,13,10
Abbeville,12/6/2020,1.195289806,0.96381528,7,2,12,11
Abbeville,12/7/2020,1.167828338,1.200268364,8,3,14,12
Abbeville,12/8/2020,1.141747603,0.894872171,6,2,11,12
Abbeville,12/9/2020,1.117178285,1.237455393,10,4,16,11
Abbeville,12/10/2020,1.096021229,1.211268216,10,4,17,11
Abbeville,12/11/2020,1.07698205,1.165268797,11,5,18,11
Abbeville,12/12/2020,1.063191495,1.158456796,11,6,19,10
Abbeville,12/13/2020,1.053523015,1.039088517,11,5,18,10
Abbeville,12/14/2020,1.046360123,1.248713764,14,7,21,9
Abbeville,12/15/2020,1.039417758,1.251406524,14,7,22,10
Abbeville,12/16/2020,1.033688625,1.137965389,13,6,20,10
Abbeville,12/17/2020,1.029248365,1.235110111,14,7,21,10
Abbeville,12/18/2020,1.024076193,0.912303477,10,5,17,10
Abbeville,12/19/2020,1.017262877,1.226491957,14,7,22,9
Abbeville,12/20/2020,1.011442316,1.362084579,17,9,25,11
Abbeville,12/21/2020,1.005236985,1.027331967,13,7,21,10
Abbeville,12/22/2020,0.999674117,1.429521549,19,11,28,10
Abbeville,12/23/2020,0.997022701,1.022883903,10,5,17,10
Abbeville,12/24/2020,0.998693539,1.017163657,10,5,17,12
Abbeville,12/25/2020,1.004757518,1.007123466,10,4,17,10
Abbeville,12/26/2020,1.013137333,1.003900068,10,5,17,9
Abbeville,12/27/2020,1.023841593,0.982461654,10,4,16,10
Abbeville,12/28/2020,1.037481258,1.027926563,10,5,17,9
Abbeville,12/29/2020,1.052824325,1.027681015,11,5,17,10
Abbeville,12/30/2020,1.068428585,1.004800008,10,4,17,9
Abbeville,12/31/2020,1.08415821,1.020078585,10,4,17,8
Abbeville,1/1/2021,1.100500496,0.956723412,10,4,16,8
Abbeville,1/2/2021,1.114150503,1.026619253,11,4,17,8
Abbeville,1/3/2021,1.126080324,1.051864679,11,5,17,6
Abbeville,1/4/2021,1.134553016,0.986708706,10,5,17,7
