,County,Date,Rt_actual,Rt_forecast,Case_forecast,Case_lower95,Case_upper95,Case_actual
1,Abbeville,12/11/2022,1.092847483,0.981925905,6.563,2,11,7
2,Abbeville,12/12/2022,1.089876768,0.982137442,6.61,2,12,7
3,Abbeville,12/13/2022,1.092447145,0.984050214,6.641,2,12,7
4,Abbeville,12/14/2022,1.099851202,0.987839758,6.723,2,12,7
5,Abbeville,12/15/2022,1.109726713,0.9931705,6.779,2,13,7
6,Abbeville,12/16/2022,1.119491188,0.99974072,6.963,2,13,7
7,Abbeville,12/17/2022,1.125067676,1.007774591,6.797,2,13,7
8,Aiken,12/11/2022,1.394112251,3.174330473,96.181,79,115,38
9,Aiken,12/12/2022,1.395053772,3.153301001,111.032,89.975,133,38
10,Aiken,12/13/2022,1.40452649,3.137696028,142.322,119,166.025,29
11,Aiken,12/14/2022,1.416123784,3.114613771,187.053,157,218,29
12,Aiken,12/15/2022,1.428448539,3.10721612,245.701,208,284,29
13,Aiken,12/16/2022,1.436480531,3.086092472,322.554,277.975,370,29
14,Aiken,12/17/2022,1.442591086,3.088484764,422.988,363.975,483,29
15,Allendale,12/11/2022,1.061285266,1.016920686,0.708,0,3,1
16,Allendale,12/12/2022,1.061976826,1.014103413,0.808,0,3,1
17,Allendale,12/13/2022,1.066604415,1.010136366,0.833,0,3,0
18,Allendale,12/14/2022,1.07644987,1.008294821,0.848,0,3,0
19,Allendale,12/15/2022,1.089640088,1.006663203,0.875,0,3,0
20,Allendale,12/16/2022,1.098635653,1.004772067,0.865,0,3,0
21,Allendale,12/17/2022,1.103670282,1.00147891,0.858,0,3,0
22,Anderson,12/11/2022,1.12480219,1.119140863,18.267,10.975,27,0
23,Anderson,12/12/2022,1.12986214,1.11708796,16.265,9,25,0
24,Anderson,12/13/2022,1.140455245,1.116048217,15.598,8,23,44
25,Anderson,12/14/2022,1.153932396,1.111988425,15.44,8,24,57
26,Anderson,12/15/2022,1.170277415,1.107735395,15.994,8,25,15
27,Anderson,12/16/2022,1.184596131,1.103394747,16.403,9,25,0
28,Anderson,12/17/2022,1.19360949,1.101963997,15.856,8,25.025,0
29,Bamberg,12/11/2022,1.101347848,1.155754924,1.156,0,3.025,1
30,Bamberg,12/12/2022,1.100846226,1.158808231,1.188,0,4,1
31,Bamberg,12/13/2022,1.099643728,1.162165046,1.226,0,4,1
32,Bamberg,12/14/2022,1.099952395,1.165264249,1.237,0,4,1
33,Bamberg,12/15/2022,1.099588062,1.16681242,1.284,0,4,1
34,Bamberg,12/16/2022,1.099901688,1.168518782,1.317,0,4,1
35,Bamberg,12/17/2022,1.097411032,1.170923352,1.325,0,4.025,1
36,Barnwell,12/11/2022,1.192956772,1.078006864,2.505,0,6,3
37,Barnwell,12/12/2022,1.170732718,1.061049581,2.706,0,6,3
38,Barnwell,12/13/2022,1.155287687,1.050021291,2.909,0,7,2
39,Barnwell,12/14/2022,1.142543627,1.049631119,2.858,0,7,2
