Date,Rt_actual,Rt_forecast,Case_forecast,Case_actual,Rt_lower95,Case_lower95,Rt_upper95,Case_upper95,County
12/11/2022,1.092847483,1.08554683,8,7,0.806902041,2,1.311879013,16,Abbeville
12/12/2022,1.089876768,1.08554683,8,7,0.806902041,2,1.311879013,16,Abbeville
12/13/2022,1.092447145,1.08554683,8,7,0.806902041,2,1.311879013,17,Abbeville
12/14/2022,1.099851202,1.08554683,8,7,0.806902041,2,1.311879013,18,Abbeville
12/15/2022,1.109726713,1.08554683,8.5,7,0.806902041,2,1.311879013,18,Abbeville
12/16/2022,1.119491188,1.08554683,9,7,0.806902041,2,1.311879013,19,Abbeville
12/17/2022,1.125067676,1.08554683,9,7,0.806902041,2,1.311879013,20,Abbeville
12/18/2022,1.126822574,1.005542439,7,7,0.771092461,2,1.252841361,15,Abbeville
12/19/2022,1.125528622,1.005542439,7,7,0.771092461,2,1.252841361,15,Abbeville
12/20/2022,1.121003313,1.005542439,7,5,0.771092461,2,1.252841361,16,Abbeville
12/21/2022,1.117662008,1.005542439,7,5,0.771092461,2,1.252841361,16,Abbeville
12/22/2022,1.113839425,1.005542439,7,5,0.771092461,2,1.252841361,17,Abbeville
12/23/2022,1.11271732,1.005542439,7,5,0.771092461,1.975,1.252841361,17,Abbeville
12/24/2022,1.112146289,1.005542439,7,5,0.771092461,2,1.252841361,17,Abbeville
12/25/2022,1.112343347,0.905014408,5,5,0.683714412,1,1.159233355,12,Abbeville
12/26/2022,1.117128404,0.905014408,5,5,0.683714412,1,1.159233355,12,Abbeville
12/27/2022,1.125466788,0.905014408,5,6,0.683714412,1,1.159233355,11,Abbeville
12/28/2022,1.137073606,0.905014408,5,6,0.683714412,1,1.159233355,11.025,Abbeville
12/29/2022,1.144940142,0.905014408,5,6,0.683714412,1,1.159233355,12,Abbeville
12/30/2022,1.149738363,0.905014408,5,6,0.683714412,1,1.159233355,12,Abbeville
12/31/2022,1.149158764,0.905014408,5,6,0.683714412,0,1.159233355,12,Abbeville
1/1/2023,1.143270894,0.938038493,5,6,0.725856674,1,1.227827817,11,Abbeville
1/2/2023,1.129588324,0.938038493,5,6,0.725856674,1,1.227827817,11,Abbeville
1/3/2023,1.109420411,0.938038493,5,0,0.725856674,1,1.227827817,12,Abbeville
1/4/2023,1.080827498,0.938038493,5,5,0.725856674,1,1.227827817,12,Abbeville
1/5/2023,1.046982113,0.938038493,5,5,0.725856674,1,1.227827817,12,Abbeville
1/6/2023,1.011542691,0.938038493,5,5,0.725856674,1,1.227827817,12,Abbeville
1/7/2023,0.977593321,0.938038493,5,5,0.725856674,1,1.227827817,13,Abbeville
1/8/2023,0.9485781,0.918557144,4,5,0.712172378,1,1.190928339,10,Abbeville
1/9/2023,0.923842968,0.918557144,4,5,0.712172378,1,1.190928339,10,Abbeville
1/10/2023,0.906862927,0.918557144,4,9,0.712172378,1,1.190928339,10,Abbeville
1/11/2023,0.89868023,0.918557144,4,4,0.712172378,0,1.190928339,10,Abbeville
1/12/2023,0.897007993,0.918557144,4,4,0.712172378,0,1.190928339,10,Abbeville
1/13/2023,0.900742755,0.918557144,4,4,0.712172378,0,1.190928339,10,Abbeville
1/14/2023,0.91096874,0.918557144,4,4,0.712172378,0,1.190928339,10,Abbeville
1/15/2023,0.925320699,0.954621243,4,4,0.741153217,1,1.207548095,10,Abbeville
1/16/2023,0.943860226,0.954621243,4,4,0.741153217,1,1.207548095,10,Abbeville
1/17/2023,0.962195693,0.954621243,4,0,0.741153217,1,1.207548095,10,Abbeville
1/18/2023,0.979195831,0.954621243,4,4,0.741153217,0,1.207548095,10,Abbeville
1/19/2023,0.991811327,0.954621243,4,4,0.741153217,0,1.207548095,10,Abbeville
1/20/2023,0.998655727,0.954621243,4,4,0.741153217,0,1.207548095,10,Abbeville
1/21/2023,0.999651951,0.954621243,4,4,0.741153217,0,1.207548095,11,Abbeville
1/22/2023,0.997853346,0.90541806,3,4,0.701402681,0,1.145694181,8,Abbeville
1/23/2023,0.993934398,0.90541806,3,4,0.701402681,0,1.145694181,8,Abbeville
1/24/2023,0.986708674,0.90541806,3,8,0.701402681,0,1.145694181,8,Abbeville
1/25/2023,0.978612864,0.90541806,3,5,0.701402681,0,1.145694181,8,Abbeville
1/26/2023,0.972212023,0.90541806,3,5,0.701402681,0,1.145694181,8,Abbeville
1/27/2023,0.967516695,0.90541806,3,5,0.701402681,0,1.145694181,8,Abbeville
1/28/2023,0.965822516,0.90541806,3,5,0.701402681,0,1.145694181,9,Abbeville
1/29/2023,0.96581185,1.035761245,4,5,0.827977584,1,1.328429672,10,Abbeville
1/30/2023,0.968462833,1.035761245,4,5,0.827977584,1,1.328429672,11,Abbeville
1/31/2023,0.971910615,1.035761245,5,5,0.827977584,1,1.328429672,11,Abbeville
2/1/2023,0.97778201,1.035761245,5,5,0.827977584,1,1.328429672,11,Abbeville
2/2/2023,0.983643354,1.035761245,5,5,0.827977584,1,1.328429672,12,Abbeville
2/3/2023,0.987393649,1.035761245,5,5,0.827977584,1,1.328429672,12,Abbeville
2/4/2023,0.986495247,1.035761245,5,5,0.827977584,1,1.328429672,13.025,Abbeville
2/5/2023,0.98401087,1.049333695,5,5,0.843516722,1,1.321449376,11,Abbeville
2/6/2023,0.981315577,1.049333695,5,5,0.843516722,1,1.321449376,11,Abbeville
2/7/2023,0.978158175,1.049333695,5,3,0.843516722,1,1.321449376,12,Abbeville
2/8/2023,0.974037477,1.049333695,5,3,0.843516722,1,1.321449376,12,Abbeville
2/9/2023,0.969909594,1.049333695,5,3,0.843516722,1,1.321449376,13,Abbeville
2/10/2023,0.97027855,1.049333695,5,3,0.843516722,1,1.321449376,13,Abbeville
2/11/2023,0.975327498,1.049333695,5,3,0.843516722,1,1.321449376,13,Abbeville
2/12/2023,0.986270689,0.937097731,4,3,0.711125346,0,1.166246405,9,Abbeville
2/13/2023,1.001648299,0.937097731,4,3,0.711125346,0,1.166246405,9,Abbeville
2/14/2023,1.020222506,0.937097731,4,4,0.711125346,0,1.166246405,9,Abbeville
2/15/2023,1.042011831,0.937097731,3,4,0.711125346,0,1.166246405,9,Abbeville
2/16/2023,1.062825992,0.937097731,3,4,0.711125346,0,1.166246405,9,Abbeville
2/17/2023,1.080499222,0.937097731,3,4,0.711125346,0,1.166246405,9,Abbeville
2/18/2023,1.091756267,0.937097731,3,4,0.711125346,0,1.166246405,9,Abbeville
2/19/2023,1.095020078,0.945395197,3,4,0.739038216,0,1.197725869,8,Abbeville
2/20/2023,1.087919179,0.945395197,3,4,0.739038216,0,1.197725869,8,Abbeville
2/21/2023,1.070435216,0.945395197,3,0,0.739038216,0,1.197725869,8.025,Abbeville
2/22/2023,1.040906298,0.945395197,3,2,0.739038216,0,1.197725869,9,Abbeville
2/23/2023,1.003704423,0.945395197,3,2,0.739038216,0,1.197725869,8,Abbeville
2/24/2023,0.962094417,0.945395197,3,2,0.739038216,0,1.197725869,9,Abbeville
2/25/2023,0.919301003,0.945395197,3,2,0.739038216,0,1.197725869,9,Abbeville
2/26/2023,0.878794582,0.859215811,2,2,0.656417912,0,1.080746252,6,Abbeville
2/27/2023,0.842336557,0.859215811,2,2,0.656417912,0,1.080746252,6,Abbeville
2/28/2023,0.809418408,0.859215811,2,4,0.656417912,0,1.080746252,6,Abbeville
3/1/2023,0.780759689,0.859215811,2,2,0.656417912,0,1.080746252,6,Abbeville
3/2/2023,0.758701056,0.859215811,2,2,0.656417912,0,1.080746252,6,Abbeville
3/3/2023,0.741575044,0.859215811,2,2,0.656417912,0,1.080746252,6,Abbeville
3/4/2023,0.731678825,0.859215811,2,2,0.656417912,0,1.080746252,6,Abbeville
12/11/2022,1.394112251,1.199473691,30,38,1.034837399,11,1.553766969,64,Aiken
12/12/2022,1.395053772,1.199473691,32,38,1.034837399,11,1.553766969,71,Aiken
12/13/2022,1.40452649,1.199473691,34,29,1.034837399,12,1.553766969,76,Aiken
12/14/2022,1.416123784,1.199473691,36.5,29,1.034837399,14,1.553766969,85,Aiken
12/15/2022,1.428448539,1.199473691,37,29,1.034837399,13,1.553766969,88,Aiken
12/16/2022,1.436480531,1.199473691,38,29,1.034837399,14,1.553766969,100,Aiken
12/17/2022,1.442591086,1.199473691,41,29,1.034837399,14,1.553766969,108,Aiken
12/18/2022,1.441477815,1.143358846,36,29,0.961241629,14.975,1.344171546,76.025,Aiken
12/19/2022,1.43289445,1.143358846,37,29,0.961241629,13,1.344171546,80,Aiken
12/20/2022,1.42228718,1.143358846,40,37,0.961241629,15,1.344171546,86.025,Aiken
12/21/2022,1.412219726,1.143358846,40.5,37,0.961241629,15,1.344171546,90,Aiken
12/22/2022,1.403508238,1.143358846,41,37,0.961241629,15,1.344171546,91,Aiken
12/23/2022,1.398223103,1.143358846,42,37,0.961241629,15,1.344171546,102,Aiken
12/24/2022,1.394135644,1.143358846,44,37,0.961241629,15,1.344171546,107.025,Aiken
12/25/2022,1.391399129,1.101221618,39,37,0.91343157,15,1.290271312,85,Aiken
12/26/2022,1.391169337,1.101221618,39,37,0.91343157,15.975,1.290271312,85.025,Aiken
12/27/2022,1.395162308,1.101221618,42,51,0.91343157,17,1.290271312,88,Aiken
12/28/2022,1.404889777,1.101221618,44,51,0.91343157,17,1.290271312,93.025,Aiken
12/29/2022,1.413215799,1.101221618,43,51,0.91343157,17,1.290271312,94,Aiken
12/30/2022,1.418506669,1.101221618,44,51,0.91343157,16.975,1.290271312,100,Aiken
12/31/2022,1.426258122,1.101221618,44.5,51,0.91343157,16,1.290271312,108.025,Aiken
1/1/2023,1.431190698,1.115364547,49,51,0.958674916,19,1.30215968,97,Aiken
1/2/2023,1.428776928,1.115364547,51,51,0.958674916,20.975,1.30215968,100,Aiken
1/3/2023,1.417818414,1.115364547,55,0,0.958674916,23,1.30215968,111.025,Aiken
1/4/2023,1.39867545,1.115364547,56,45,0.958674916,23.975,1.30215968,119.025,Aiken
1/5/2023,1.373608628,1.115364547,54,45,0.958674916,23,1.30215968,117,Aiken
1/6/2023,1.347639826,1.115364547,56,45,0.958674916,22.975,1.30215968,120.025,Aiken
1/7/2023,1.323912288,1.115364547,59,45,0.958674916,21,1.30215968,134.025,Aiken
1/8/2023,1.304377284,1.041210896,44,45,0.860251215,17,1.20361307,92.025,Aiken
1/9/2023,1.288517782,1.041210896,45,45,0.860251215,19,1.20361307,98.025,Aiken
1/10/2023,1.279339774,1.041210896,46,97,0.860251215,17.975,1.20361307,102,Aiken
1/11/2023,1.274594228,1.041210896,48,52,0.860251215,17,1.20361307,104,Aiken
1/12/2023,1.276548745,1.041210896,47,52,0.860251215,17,1.20361307,108.025,Aiken
1/13/2023,1.285504132,1.041210896,47,52,0.860251215,17,1.20361307,104.025,Aiken
1/14/2023,1.298732176,1.041210896,48,52,0.860251215,17,1.20361307,112,Aiken
1/15/2023,1.313570706,1.068924922,55,52,0.929429505,21,1.224795363,116,Aiken
1/16/2023,1.329918569,1.068924922,55,52,0.929429505,23,1.224795363,117,Aiken
1/17/2023,1.34508476,1.068924922,59,0,0.929429505,23,1.224795363,121.05,Aiken
1/18/2023,1.35827795,1.068924922,59,44,0.929429505,23,1.224795363,126,Aiken
1/19/2023,1.368435953,1.068924922,59,44,0.929429505,22,1.224795363,129,Aiken
1/20/2023,1.375403384,1.068924922,61,44,0.929429505,23,1.224795363,131,Aiken
1/21/2023,1.380260304,1.068924922,60,44,0.929429505,23,1.224795363,138,Aiken
1/22/2023,1.38279153,0.986478525,44,44,0.826180663,17,1.131785387,100,Aiken
1/23/2023,1.383838279,0.986478525,43,44,0.826180663,15,1.131785387,97,Aiken
1/24/2023,1.385976744,0.986478525,44,77,0.826180663,15,1.131785387,97.025,Aiken
1/25/2023,1.390298922,0.986478525,45,33,0.826180663,16,1.131785387,100.025,Aiken
1/26/2023,1.396423867,0.986478525,44,33,0.826180663,16,1.131785387,99,Aiken
1/27/2023,1.408494333,0.986478525,42,33,0.826180663,15,1.131785387,101,Aiken
1/28/2023,1.424631065,0.986478525,42,33,0.826180663,14,1.131785387,102,Aiken
1/29/2023,1.442612373,0.952499136,39,33,0.804371726,13,1.094340443,86,Aiken
1/30/2023,1.460519315,0.952499136,38,33,0.804371726,14,1.094340443,81,Aiken
1/31/2023,1.478053806,0.952499136,40,28,0.804371726,15,1.094340443,86,Aiken
2/1/2023,1.492830666,0.952499136,38,28,0.804371726,13,1.094340443,83,Aiken
2/2/2023,1.504726716,0.952499136,38,28,0.804371726,13,1.094340443,82.025,Aiken
2/3/2023,1.513375263,0.952499136,37,28,0.804371726,12,1.094340443,83,Aiken
2/4/2023,1.51784323,0.952499136,36,28,0.804371726,12,1.094340443,83.025,Aiken
2/5/2023,1.520010039,0.888179551,27,28,0.736289339,10,1.045933303,61,Aiken
2/6/2023,1.522912,0.888179551,27,28,0.736289339,9,1.045933303,59,Aiken
2/7/2023,1.523470528,0.888179551,26,28,0.736289339,9,1.045933303,59,Aiken
2/8/2023,1.52257036,0.888179551,26,28,0.736289339,9,1.045933303,59.025,Aiken
2/9/2023,1.523929005,0.888179551,24.5,28,0.736289339,8,1.045933303,58,Aiken
2/10/2023,1.527385876,0.888179551,24,28,0.736289339,7,1.045933303,60,Aiken
2/11/2023,1.532276299,0.888179551,23,28,0.736289339,7,1.045933303,59,Aiken
2/12/2023,1.539914092,0.903551553,23,28,0.767420041,8,1.063940324,51,Aiken
2/13/2023,1.550110617,0.903551553,23,28,0.767420041,8,1.063940324,50,Aiken
2/14/2023,1.560569834,0.903551553,23,27,0.767420041,7,1.063940324,52,Aiken
2/15/2023,1.568266033,0.903551553,22,27,0.767420041,8,1.063940324,49,Aiken
2/16/2023,1.570572791,0.903551553,22,27,0.767420041,7,1.063940324,48,Aiken
2/17/2023,1.569710242,0.903551553,21,27,0.767420041,7,1.063940324,48.025,Aiken
2/18/2023,1.563004498,0.903551553,20,27,0.767420041,6,1.063940324,49,Aiken
2/19/2023,1.549846532,0.935916694,23,27,0.805099068,8,1.092312779,49,Aiken
2/20/2023,1.530537193,0.935916694,23,27,0.805099068,8,1.092312779,50,Aiken
2/21/2023,1.507878394,0.935916694,23,0,0.805099068,8,1.092312779,51,Aiken
2/22/2023,1.485715809,0.935916694,23,23,0.805099068,8,1.092312779,49,Aiken
2/23/2023,1.46235705,0.935916694,21,23,0.805099068,7,1.092312779,49.025,Aiken
2/24/2023,1.441823345,0.935916694,21,23,0.805099068,7,1.092312779,48,Aiken
2/25/2023,1.423284976,0.935916694,21,23,0.805099068,7,1.092312779,49,Aiken
2/26/2023,1.406875581,0.92215843,19,23,0.795789046,6,1.080528567,42,Aiken
2/27/2023,1.39121232,0.92215843,19,23,0.795789046,6,1.080528567,41,Aiken
2/28/2023,1.377088702,0.92215843,18,37,0.795789046,6,1.080528567,41,Aiken
3/1/2023,1.36348876,0.92215843,18,14,0.795789046,6,1.080528567,43,Aiken
3/2/2023,1.351392925,0.92215843,18,14,0.795789046,5,1.080528567,41,Aiken
3/3/2023,1.343185739,0.92215843,17,14,0.795789046,5.975,1.080528567,41,Aiken
3/4/2023,1.340089884,0.92215843,17,14,0.795789046,5,1.080528567,42,Aiken
12/11/2022,1.061285266,2.090679035,1,1,0.974629474,0,6.377738536,6,Allendale
12/12/2022,1.061976826,2.090679035,1,1,0.974629474,0,6.377738536,10,Allendale
12/13/2022,1.066604415,2.090679035,2,0,0.974629474,0,6.377738536,17,Allendale
12/14/2022,1.07644987,2.090679035,2,0,0.974629474,0,6.377738536,30,Allendale
12/15/2022,1.089640088,2.090679035,2,0,0.974629474,0,6.377738536,53.025,Allendale
12/16/2022,1.098635653,2.090679035,3,0,0.974629474,0,6.377738536,97.125,Allendale
12/17/2022,1.103670282,2.090679035,4,0,0.974629474,0,6.377738536,177.075,Allendale
12/18/2022,1.102065548,1.176646413,0,0,0.47368947,0,2.128833721,3,Allendale
12/19/2022,1.099959312,1.176646413,0,0,0.47368947,0,2.128833721,3,Allendale
12/20/2022,1.096910686,1.176646413,0,0,0.47368947,0,2.128833721,4,Allendale
12/21/2022,1.100049846,1.176646413,0,0,0.47368947,0,2.128833721,4,Allendale
12/22/2022,1.104451586,1.176646413,0,0,0.47368947,0,2.128833721,4,Allendale
12/23/2022,1.112559904,1.176646413,0,0,0.47368947,0,2.128833721,5,Allendale
12/24/2022,1.121595307,1.176646413,0,0,0.47368947,0,2.128833721,6,Allendale
12/25/2022,1.132815938,0.872862517,0,0,0.124774261,0,1.534585874,1,Allendale
12/26/2022,1.146536188,0.872862517,0,0,0.124774261,0,1.534585874,2,Allendale
12/27/2022,1.159562379,0.872862517,0,1,0.124774261,0,1.534585874,2,Allendale
12/28/2022,1.172271638,0.872862517,0,1,0.124774261,0,1.534585874,2,Allendale
12/29/2022,1.189440515,0.872862517,0,1,0.124774261,0,1.534585874,2,Allendale
12/30/2022,1.205747731,0.872862517,0,1,0.124774261,0,1.534585874,2,Allendale
12/31/2022,1.214725972,0.872862517,0,1,0.124774261,0,1.534585874,2,Allendale
1/1/2023,1.216287916,1.243306626,0,1,0.74398319,0,2.265995975,3,Allendale
1/2/2023,1.204834704,1.243306626,0,1,0.74398319,0,2.265995975,3,Allendale
1/3/2023,1.181092393,1.243306626,1,0,0.74398319,0,2.265995975,4,Allendale
1/4/2023,1.145628608,1.243306626,1,0,0.74398319,0,2.265995975,5,Allendale
1/5/2023,1.10206554,1.243306626,1,0,0.74398319,0,2.265995975,6,Allendale
1/6/2023,1.054737118,1.243306626,1,0,0.74398319,0,2.265995975,7,Allendale
1/7/2023,1.007080025,1.243306626,1,0,0.74398319,0,2.265995975,7,Allendale
1/8/2023,0.965281736,1.022420702,0,0,0.505544655,0,1.634695268,2,Allendale
1/9/2023,0.930696992,1.022420702,0,0,0.505544655,0,1.634695268,2,Allendale
1/10/2023,0.904550481,1.022420702,0,2,0.505544655,0,1.634695268,3,Allendale
