,County,Date,Rt_actual,Rt_forecast,Case_forecast,Case_lower95,Case_upper95,Case_actual
1,Abbeville,12/11/2022,1.092847483,1.098709106,7.426,2.975,13,7
2,Abbeville,12/12/2022,1.089876768,1.101754904,7.415,2,13,7
3,Abbeville,12/13/2022,1.092447145,1.107485771,7.751,3,13,7
4,Abbeville,12/14/2022,1.099851202,1.120080829,7.872,3,13.025,7
5,Abbeville,12/15/2022,1.109726713,1.132580042,8.063,3,15,7
6,Abbeville,12/16/2022,1.119491188,1.148478866,8.461,3,15,7
7,Abbeville,12/17/2022,1.125067676,1.167647839,8.948,3,16,7
8,Aiken,12/11/2022,1.394112251,1.380553961,42.11,30,55,38
9,Aiken,12/12/2022,1.395053772,1.365169048,45.406,32,59,38
10,Aiken,12/13/2022,1.40452649,1.356066704,48.506,35,64,29
11,Aiken,12/14/2022,1.416123784,1.337619424,51.255,38,66,29
12,Aiken,12/15/2022,1.428448539,1.330195785,55.126,41,71,29
13,Aiken,12/16/2022,1.436480531,1.325770974,58.373,42,75.025,29
14,Aiken,12/17/2022,1.442591086,1.318555355,61.711,45.975,82,29
15,Allendale,12/11/2022,1.061285266,1.06292367,0.649,0,3,1
16,Allendale,12/12/2022,1.061976826,1.066350222,0.79,0,3,1
17,Allendale,12/13/2022,1.066604415,1.075001359,0.876,0,3,0
18,Allendale,12/14/2022,1.07644987,1.085952878,0.851,0,3,0
19,Allendale,12/15/2022,1.089640088,1.100342274,0.902,0,3,0
20,Allendale,12/16/2022,1.098635653,1.118535042,1.012,0,4,0
21,Allendale,12/17/2022,1.103670282,1.140506864,0.998,0,4,0
22,Anderson,12/11/2022,1.12480219,1.121526957,18.117,10,26,0
23,Anderson,12/12/2022,1.12986214,1.125393748,16.147,9,24,0
24,Anderson,12/13/2022,1.140455245,1.133948088,15.689,9,24,44
25,Anderson,12/14/2022,1.153932396,1.144309998,16.161,9,25,57
26,Anderson,12/15/2022,1.170277415,1.159086108,16.469,9,25,15
27,Anderson,12/16/2022,1.184596131,1.17794776,17.6,10,27,0
28,Anderson,12/17/2022,1.19360949,1.200441837,17.578,9,27,0
29,Bamberg,12/11/2022,1.101347848,1.102528334,1.16,0,3.025,1
30,Bamberg,12/12/2022,1.100846226,1.10168314,1.114,0,3.025,1
31,Bamberg,12/13/2022,1.099643728,1.099131942,1.141,0,4,1
32,Bamberg,12/14/2022,1.099952395,1.09525466,1.152,0,4,1
33,Bamberg,12/15/2022,1.099588062,1.086973786,1.177,0,4,1
34,Bamberg,12/16/2022,1.099901688,1.078936696,1.211,0,4,1
35,Bamberg,12/17/2022,1.097411032,1.070032835,1.204,0,4,1
36,Barnwell,12/11/2022,1.192956772,1.202725291,2.823,0,6,3
37,Barnwell,12/12/2022,1.170732718,1.186178565,3.021,0,7,3
38,Barnwell,12/13/2022,1.155287687,1.175597548,3.243,0,7,2
39,Barnwell,12/14/2022,1.142543627,1.169622064,3.33,0,8,2
40,Barnwell,12/15/2022,1.131043605,1.169456482,3.442,0,8,2
41,Barnwell,12/16/2022,1.11824222,1.174546719,3.501,0,8,2
42,Barnwell,12/17/2022,1.108137402,1.181349754,3.81,0,9,2
43,Beaufort,12/11/2022,1.151493486,1.152112961,25.364,16,36,0
44,Beaufort,12/12/2022,1.151742406,1.152675867,25.966,17,36,0
45,Beaufort,12/13/2022,1.158816497,1.162190676,26.413,17,37,19
46,Beaufort,12/14/2022,1.163335756,1.174316049,27.539,18,38,19
47,Beaufort,12/15/2022,1.167838441,1.187754035,29.008,18,40,25
48,Beaufort,12/16/2022,1.169419991,1.202265263,30.57,20,43.025,25
49,Beaufort,12/17/2022,1.169500862,1.216090441,31.624,20,44,6
50,Berkeley,12/11/2022,1.125103132,1.119665265,34.513,23.975,46,3
51,Berkeley,12/12/2022,1.13589539,1.125406265,34.179,24,46,11
52,Berkeley,12/13/2022,1.149612417,1.137714505,34.674,25,48,25
53,Berkeley,12/14/2022,1.166275029,1.149109483,35.977,25,49,30
54,Berkeley,12/15/2022,1.185957902,1.161239862,37.625,26,52,23
55,Berkeley,12/16/2022,1.202332834,1.174167514,39.4,26,52,25
56,Berkeley,12/17/2022,1.210365303,1.189260364,40.717,28,55,9
57,Calhoun,12/11/2022,1.20802127,1.205747247,4.789,1,9,0
58,Calhoun,12/12/2022,1.20690881,1.207198739,4.376,1,9,0
59,Calhoun,12/13/2022,1.207051896,1.212233663,4.622,1,10,3
60,Calhoun,12/14/2022,1.20548648,1.22137773,4.717,1,10,3
61,Calhoun,12/15/2022,1.201053698,1.231323004,4.873,1,10,24
62,Calhoun,12/16/2022,1.197923217,1.24349618,5.329,1,11,0
63,Calhoun,12/17/2022,1.197069128,1.255521059,5.613,1,12,7
64,Charleston,12/11/2022,0.976711432,0.968475521,53.669,40,69,68
65,Charleston,12/12/2022,0.999119701,0.988330185,58.266,44,72,68
66,Charleston,12/13/2022,1.020826427,1.006071687,60.889,47,78,31
67,Charleston,12/14/2022,1.046106128,1.02487123,62.874,47,79,31
68,Charleston,12/15/2022,1.076529509,1.041058302,64.509,48,80,31
69,Charleston,12/16/2022,1.105281144,1.054349542,65.693,49,83,31
70,Charleston,12/17/2022,1.118257547,1.065115333,66.298,50,84,31
71,Cherokee,12/11/2022,0.998655994,0.999267161,12.099,6,19,0
72,Cherokee,12/12/2022,0.987199171,0.988328695,11.592,5,18,0
73,Cherokee,12/13/2022,0.976964889,0.982516646,12.247,6,19,14
74,Cherokee,12/14/2022,0.967201074,0.978392661,12.398,6,19,6
75,Cherokee,12/15/2022,0.959473704,0.979537606,12.33,6,20,46
76,Cherokee,12/16/2022,0.954053746,0.980430782,12.416,5.975,20,0
77,Cherokee,12/17/2022,0.950139778,0.981589258,12.402,6,20,0
78,Chester,12/11/2022,1.158873447,1.161137581,32.406,22,45,0
79,Chester,12/12/2022,1.164685074,1.16543591,33.54,23,45,0
80,Chester,12/13/2022,1.173779776,1.16941905,34.299,22,47,8
81,Chester,12/14/2022,1.185182572,1.17493701,36.228,24,49,13
82,Chester,12/15/2022,1.197046514,1.182918072,38.047,25.975,51,75
83,Chester,12/16/2022,1.206985636,1.187884927,39.577,26,54,62
84,Chester,12/17/2022,1.213953087,1.194943428,41.652,28,56,0
85,Chesterfield,12/11/2022,0.827740254,0.828667343,25.719,17,36,10
86,Chesterfield,12/12/2022,0.812708362,0.822381496,25.237,15,37,22
87,Chesterfield,12/13/2022,0.799649765,0.81755811,23.965,14.975,34,40
88,Chesterfield,12/14/2022,0.787499747,0.815022528,23.048,14,33,52
89,Chesterfield,12/15/2022,0.777213079,0.816616058,22.788,14,32.025,40
