date,county,state,fips,cases,deaths
2022-01-02,Greenville,South Carolina,45045,114621,1565
2022-01-02,Greenwood,South Carolina,45047,13726,242
2022-01-02,Hampton,South Carolina,45049,3267,75
2022-01-02,Horry,South Carolina,45051,67157,932
2022-01-02,Jasper,South Carolina,45053,4135,82
2022-01-02,Kershaw,South Carolina,45055,13317,218
2022-01-02,Lancaster,South Carolina,45057,17632,247
2022-01-02,Laurens,South Carolina,45059,12618,247
2022-01-02,Lee,South Carolina,45061,2843,82
2022-01-02,Lexington,South Carolina,45063,59455,731
2022-01-02,Marion,South Carolina,45067,5754,143
2022-01-02,Marlboro,South Carolina,45069,5198,86
2022-01-02,McCormick,South Carolina,45065,1486,30
2022-01-02,Newberry,South Carolina,45071,8159,153
2022-01-02,Oconee,South Carolina,45073,16954,263
2022-01-02,Orangeburg,South Carolina,45075,15642,341
2022-01-02,Pickens,South Carolina,45077,29986,512
2022-01-02,Richland,South Carolina,45079,76175,801
2022-01-02,Saluda,South Carolina,45081,2688,62
2022-01-02,Spartanburg,South Carolina,45083,65984,1281
2022-01-02,Sumter,South Carolina,45085,17974,312
2022-01-02,Union,South Carolina,45087,5102,113
2022-01-02,Williamsburg,South Carolina,45089,5894,131
2022-01-02,York,South Carolina,45091,51647,544
2022-01-03,Abbeville,South Carolina,45001,4282,54
2022-01-03,Aiken,South Carolina,45003,28969,368
2022-01-03,Allendale,South Carolina,45005,1408,21
2022-01-03,Anderson,South Carolina,45007,40080,819
2022-01-03,Bamberg,South Carolina,45009,2253,64
2022-01-03,Barnwell,South Carolina,45011,4060,88
2022-01-03,Beaufort,South Carolina,45013,28961,325
2022-01-03,Berkeley,South Carolina,45015,33348,365
2022-01-03,Calhoun,South Carolina,45017,1878,54
2022-01-03,Charleston,South Carolina,45019,71954,755
2022-01-03,Cherokee,South Carolina,45021,10667,267
2022-01-03,Chester,South Carolina,45023,6979,124
2022-01-03,Chesterfield,South Carolina,45025,8115,158
2022-01-03,Clarendon,South Carolina,45027,5467,137
2022-01-03,Colleton,South Carolina,45029,5962,192
2022-01-03,Darlington,South Carolina,45031,12918,239
2022-01-03,Dillon,South Carolina,45033,6728,120
2022-01-03,Dorchester,South Carolina,45035,36561,395
2022-01-03,Edgefield,South Carolina,45037,4745,60
2022-01-03,Fairfield,South Carolina,45039,3602,95
2022-01-03,Florence,South Carolina,45041,28548,553
2022-01-03,Georgetown,South Carolina,45043,10421,190
2022-01-03,Greenville,South Carolina,45045,114621,1565
2022-01-03,Greenwood,South Carolina,45047,13726,242
2022-01-03,Hampton,South Carolina,45049,3267,75
2022-01-03,Horry,South Carolina,45051,67157,932
2022-01-03,Jasper,South Carolina,45053,4135,82
2022-01-03,Kershaw,South Carolina,45055,13317,218
2022-01-03,Lancaster,South Carolina,45057,17632,247
2022-01-03,Laurens,South Carolina,45059,12618,247
2022-01-03,Lee,South Carolina,45061,2843,82
2022-01-03,Lexington,South Carolina,45063,59455,731
2022-01-03,Marion,South Carolina,45067,5754,143
2022-01-03,Marlboro,South Carolina,45069,5198,86
2022-01-03,McCormick,South Carolina,45065,1486,30
2022-01-03,Newberry,South Carolina,45071,8159,153
2022-01-03,Oconee,South Carolina,45073,16954,263
2022-01-03,Orangeburg,South Carolina,45075,15642,341
2022-01-03,Pickens,South Carolina,45077,29986,512
2022-01-03,Richland,South Carolina,45079,76175,801
2022-01-03,Saluda,South Carolina,45081,2688,62
2022-01-03,Spartanburg,South Carolina,45083,65984,1281
2022-01-03,Sumter,South Carolina,45085,17974,312
2022-01-03,Union,South Carolina,45087,5102,113
2022-01-03,Williamsburg,South Carolina,45089,5894,131
2022-01-03,York,South Carolina,45091,51647,544
2022-01-04,Abbeville,South Carolina,45001,4394,55
2022-01-04,Aiken,South Carolina,45003,29731,368
2022-01-04,Allendale,South Carolina,45005,1442,21
2022-01-04,Anderson,South Carolina,45007,41326,822
2022-01-04,Bamberg,South Carolina,45009,2317,64
2022-01-04,Barnwell,South Carolina,45011,4148,88
2022-01-04,Beaufort,South Carolina,45013,29688,325
2022-01-04,Berkeley,South Carolina,45015,34590,365
2022-01-04,Calhoun,South Carolina,45017,1963,54
2022-01-04,Charleston,South Carolina,45019,75669,756
2022-01-04,Cherokee,South Carolina,45021,10912,267
2022-01-04,Chester,South Carolina,45023,7199,124
2022-01-04,Chesterfield,South Carolina,45025,8302,162
2022-01-04,Clarendon,South Carolina,45027,5661,137
2022-01-04,Colleton,South Carolina,45029,6170,193
2022-01-04,Darlington,South Carolina,45031,13333,242
2022-01-04,Dillon,South Carolina,45033,6953,120
2022-01-04,Dorchester,South Carolina,45035,38103,395
2022-01-04,Edgefield,South Carolina,45037,4853,60
2022-01-04,Fairfield,South Carolina,45039,3804,95
2022-01-04,Florence,South Carolina,45041,29356,554
2022-01-04,Georgetown,South Carolina,45043,10808,190
2022-01-04,Greenville,South Carolina,45045,118977,1571
2022-01-04,Greenwood,South Carolina,45047,14227,243
2022-01-04,Hampton,South Carolina,45049,3378,75
2022-01-04,Horry,South Carolina,45051,68820,935
2022-01-04,Jasper,South Carolina,45053,4259,82
2022-01-04,Kershaw,South Carolina,45055,13919,218
2022-01-04,Lancaster,South Carolina,45057,18035,249
2022-01-04,Laurens,South Carolina,45059,12913,247
2022-01-04,Lee,South Carolina,45061,2962,82
2022-01-04,Lexington,South Carolina,45063,62027,733
2022-01-04,Marion,South Carolina,45067,5939,143
2022-01-04,Marlboro,South Carolina,45069,5410,86
2022-01-04,McCormick,South Carolina,45065,1543,30
2022-01-04,Newberry,South Carolina,45071,8454,154
2022-01-04,Oconee,South Carolina,45073,17385,263
2022-01-04,Orangeburg,South Carolina,45075,16210,341
2022-01-04,Pickens,South Carolina,45077,30938,512
2022-01-04,Richland,South Carolina,45079,80959,805
2022-01-04,Saluda,South Carolina,45081,2755,62
2022-01-04,Spartanburg,South Carolina,45083,67639,1283
2022-01-04,Sumter,South Carolina,45085,18813,313
2022-01-04,Union,South Carolina,45087,5271,113
2022-01-04,Williamsburg,South Carolina,45089,6055,132
2022-01-04,York,South Carolina,45091,53661,545
2022-01-05,Abbeville,South Carolina,45001,4407,56
2022-01-05,Aiken,South Carolina,45003,29947,369
2022-01-05,Allendale,South Carolina,45005,1443,22
2022-01-05,Anderson,South Carolina,45007,41472,826
2022-01-05,Bamberg,South Carolina,45009,2331,64
2022-01-05,Barnwell,South Carolina,45011,4165,88
2022-01-05,Beaufort,South Carolina,45013,29808,325
2022-01-05,Berkeley,South Carolina,45015,34852,365
2022-01-05,Calhoun,South Carolina,45017,1977,54
2022-01-05,Charleston,South Carolina,45019,76452,756
2022-01-05,Cherokee,South Carolina,45021,11000,267
2022-01-05,Chester,South Carolina,45023,7238,124
2022-01-05,Chesterfield,South Carolina,45025,8373,162
2022-01-05,Clarendon,South Carolina,45027,5685,138
2022-01-05,Colleton,South Carolina,45029,6200,193
2022-01-05,Darlington,South Carolina,45031,13439,243
2022-01-05,Dillon,South Carolina,45033,6983,120
2022-01-05,Dorchester,South Carolina,45035,38445,396
2022-01-05,Edgefield,South Carolina,45037,4889,60
2022-01-05,Fairfield,South Carolina,45039,3836,96
2022-01-05,Florence,South Carolina,45041,29554,556
2022-01-05,Georgetown,South Carolina,45043,10842,190
2022-01-05,Greenville,South Carolina,45045,119687,1576
2022-01-05,Greenwood,South Carolina,45047,14313,245
2022-01-05,Hampton,South Carolina,45049,3398,75
2022-01-05,Horry,South Carolina,45051,69163,938
2022-01-05,Jasper,South Carolina,45053,4275,82
2022-01-05,Kershaw,South Carolina,45055,14042,219
2022-01-05,Lancaster,South Carolina,45057,18150,249
2022-01-05,Laurens,South Carolina,45059,13019,247
2022-01-05,Lee,South Carolina,45061,2988,82
2022-01-05,Lexington,South Carolina,45063,62667,734
2022-01-05,Marion,South Carolina,45067,5980,143
2022-01-05,Marlboro,South Carolina,45069,5452,86
2022-01-05,McCormick,South Carolina,45065,1553,31
2022-01-05,Newberry,South Carolina,45071,8553,154
2022-01-05,Oconee,South Carolina,45073,17451,269
2022-01-05,Orangeburg,South Carolina,45075,16297,341
2022-01-05,Pickens,South Carolina,45077,31043,513
2022-01-05,Richland,South Carolina,45079,81927,805
2022-01-05,Saluda,South Carolina,45081,2768,62
2022-01-05,Spartanburg,South Carolina,45083,67989,1286
2022-01-05,Sumter,South Carolina,45085,18980,316
2022-01-05,Union,South Carolina,45087,5306,113
2022-01-05,Williamsburg,South Carolina,45089,6085,132
2022-01-05,York,South Carolina,45091,54011,547
2022-01-06,Abbeville,South Carolina,45001,4448,56
2022-01-06,Aiken,South Carolina,45003,30238,369
2022-01-06,Allendale,South Carolina,45005,1457,22
2022-01-06,Anderson,South Carolina,45007,42062,827
2022-01-06,Bamberg,South Carolina,45009,2379,64
2022-01-06,Barnwell,South Carolina,45011,4219,88
2022-01-06,Beaufort,South Carolina,45013,30288,325
2022-01-06,Berkeley,South Carolina,45015,35520,365
2022-01-06,Calhoun,South Carolina,45017,2004,54
2022-01-06,Charleston,South Carolina,45019,78131,761
2022-01-06,Cherokee,South Carolina,45021,11113,268
2022-01-06,Chester,South Carolina,45023,7342,124
2022-01-06,Chesterfield,South Carolina,45025,8488,162
2022-01-06,Clarendon,South Carolina,45027,5748,138
2022-01-06,Colleton,South Carolina,45029,6297,193
2022-01-06,Darlington,South Carolina,45031,13545,243
2022-01-06,Dillon,South Carolina,45033,7066,121
2022-01-06,Dorchester,South Carolina,45035,39180,397
2022-01-06,Edgefield,South Carolina,45037,4955,60
2022-01-06,Fairfield,South Carolina,45039,3926,96
2022-01-06,Florence,South Carolina,45041,30025,556
2022-01-06,Georgetown,South Carolina,45043,11045,191
2022-01-06,Greenville,South Carolina,45045,121769,1579
2022-01-06,Greenwood,South Carolina,45047,14600,245
2022-01-06,Hampton,South Carolina,45049,3460,75
2022-01-06,Horry,South Carolina,45051,70096,940
2022-01-06,Jasper,South Carolina,45053,4322,82
2022-01-06,Kershaw,South Carolina,45055,14336,219
2022-01-06,Lancaster,South Carolina,45057,18395,250
2022-01-06,Laurens,South Carolina,45059,13253,247
2022-01-06,Lee,South Carolina,45061,3030,82
2022-01-06,Lexington,South Carolina,45063,63788,735
2022-01-06,Marion,South Carolina,45067,6103,143
2022-01-06,Marlboro,South Carolina,45069,5588,86
2022-01-06,McCormick,South Carolina,45065,1581,31
2022-01-06,Newberry,South Carolina,45071,8748,154
2022-01-06,Oconee,South Carolina,45073,17658,269
2022-01-06,Orangeburg,South Carolina,45075,16631,341
2022-01-06,Pickens,South Carolina,45077,31390,515
2022-01-06,Richland,South Carolina,45079,83761,806
2022-01-06,Saluda,South Carolina,45081,2823,62
2022-01-06,Spartanburg,South Carolina,45083,68878,1293
2022-01-06,Sumter,South Carolina,45085,19229,316
2022-01-06,Union,South Carolina,45087,5375,115
2022-01-06,Williamsburg,South Carolina,45089,6164,132
2022-01-06,York,South Carolina,45091,54802,548
2022-01-07,Abbeville,South Carolina,45001,4533,56
2022-01-07,Aiken,South Carolina,45003,30463,369
2022-01-07,Allendale,South Carolina,45005,1463,22
2022-01-07,Anderson,South Carolina,45007,42592,827
2022-01-07,Bamberg,South Carolina,45009,2398,64
2022-01-07,Barnwell,South Carolina,45011,4272,88
2022-01-07,Beaufort,South Carolina,45013,30642,325
2022-01-07,Berkeley,South Carolina,45015,35955,365
2022-01-07,Calhoun,South Carolina,45017,2037,54
2022-01-07,Charleston,South Carolina,45019,79240,761
2022-01-07,Cherokee,South Carolina,45021,11191,268
2022-01-07,Chester,South Carolina,45023,7400,124
2022-01-07,Chesterfield,South Carolina,45025,8538,162
2022-01-07,Clarendon,South Carolina,45027,5781,138
2022-01-07,Colleton,South Carolina,45029,6350,193
2022-01-07,Darlington,South Carolina,45031,13637,243
2022-01-07,Dillon,South Carolina,45033,7133,121
2022-01-07,Dorchester,South Carolina,45035,39701,397
2022-01-07,Edgefield,South Carolina,45037,5000,60
2022-01-07,Fairfield,South Carolina,45039,4026,96
2022-01-07,Florence,South Carolina,45041,30352,556
2022-01-07,Georgetown,South Carolina,45043,11195,191
2022-01-07,Greenville,South Carolina,45045,123333,1579
2022-01-07,Greenwood,South Carolina,45047,14769,245
2022-01-07,Hampton,South Carolina,45049,3514,75
2022-01-07,Horry,South Carolina,45051,70827,940
2022-01-07,Jasper,South Carolina,45053,4347,82
2022-01-07,Kershaw,South Carolina,45055,14491,219
2022-01-07,Lancaster,South Carolina,45057,18558,250
2022-01-07,Laurens,South Carolina,45059,13376,247
2022-01-07,Lee,South Carolina,45061,3060,82
2022-01-07,Lexington,South Carolina,45063,64770,736
2022-01-07,Marion,South Carolina,45067,6192,143
2022-01-07,Marlboro,South Carolina,45069,5643,86
2022-01-07,McCormick,South Carolina,45065,1601,31
2022-01-07,Newberry,South Carolina,45071,8828,154
2022-01-07,Oconee,South Carolina,45073,17892,269
2022-01-07,Orangeburg,South Carolina,45075,16847,341
2022-01-07,Pickens,South Carolina,45077,31978,515
2022-01-07,Richland,South Carolina,45079,85356,806
2022-01-07,Saluda,South Carolina,45081,2847,62
2022-01-07,Spartanburg,South Carolina,45083,69488,1293
2022-01-07,Sumter,South Carolina,45085,19563,316
2022-01-07,Union,South Carolina,45087,5440,115
2022-01-07,Williamsburg,South Carolina,45089,6223,132
2022-01-07,York,South Carolina,45091,55410,548
2022-01-08,Abbeville,South Carolina,45001,4533,56
2022-01-08,Aiken,South Carolina,45003,30463,369
2022-01-08,Allendale,South Carolina,45005,1463,22
2022-01-08,Anderson,South Carolina,45007,42592,827
2022-01-08,Bamberg,South Carolina,45009,2398,64
2022-01-08,Barnwell,South Carolina,45011,4272,88
2022-01-08,Beaufort,South Carolina,45013,30642,325
2022-01-08,Berkeley,South Carolina,45015,35955,365
2022-01-08,Calhoun,South Carolina,45017,2037,54
2022-01-08,Charleston,South Carolina,45019,79240,761
2022-01-08,Cherokee,South Carolina,45021,11191,268
2022-01-08,Chester,South Carolina,45023,7400,124
2022-01-08,Chesterfield,South Carolina,45025,8538,162
2022-01-08,Clarendon,South Carolina,45027,5781,138
2022-01-08,Colleton,South Carolina,45029,6350,193
2022-01-08,Darlington,South Carolina,45031,13637,243
2022-01-08,Dillon,South Carolina,45033,7133,121
2022-01-08,Dorchester,South Carolina,45035,39701,397
2022-01-08,Edgefield,South Carolina,45037,5000,60
2022-01-08,Fairfield,South Carolina,45039,4026,96
2022-01-08,Florence,South Carolina,45041,30352,556
2022-01-08,Georgetown,South Carolina,45043,11195,191
2022-01-08,Greenville,South Carolina,45045,123333,1579
2022-01-08,Greenwood,South Carolina,45047,14769,245
2022-01-08,Hampton,South Carolina,45049,3514,75
2022-01-08,Horry,South Carolina,45051,70827,940
2022-01-08,Jasper,South Carolina,45053,4347,82
2022-01-08,Kershaw,South Carolina,45055,14491,219
2022-01-08,Lancaster,South Carolina,45057,18558,250
2022-01-08,Laurens,South Carolina,45059,13376,247
2022-01-08,Lee,South Carolina,45061,3060,82
2022-01-08,Lexington,South Carolina,45063,64770,736
2022-01-08,Marion,South Carolina,45067,6192,143
2022-01-08,Marlboro,South Carolina,45069,5643,86
2022-01-08,McCormick,South Carolina,45065,1601,31
2022-01-08,Newberry,South Carolina,45071,8828,154
2022-01-08,Oconee,South Carolina,45073,17892,269
2022-01-08,Orangeburg,South Carolina,45075,16847,341
2022-01-08,Pickens,South Carolina,45077,31978,515
2022-01-08,Richland,South Carolina,45079,85356,806
2022-01-08,Saluda,South Carolina,45081,2847,62
2022-01-08,Spartanburg,South Carolina,45083,69488,1293
2022-01-08,Sumter,South Carolina,45085,19563,316
2022-01-08,Union,South Carolina,45087,5440,115
2022-01-08,Williamsburg,South Carolina,45089,6223,132
2022-01-08,York,South Carolina,45091,55410,548
2022-01-09,Abbeville,South Carolina,45001,4533,56
2022-01-09,Aiken,South Carolina,45003,30463,369
2022-01-09,Allendale,South Carolina,45005,1463,22
2022-01-09,Anderson,South Carolina,45007,42592,827
2022-01-09,Bamberg,South Carolina,45009,2398,64
2022-01-09,Barnwell,South Carolina,45011,4272,88
2022-01-09,Beaufort,South Carolina,45013,30642,325
2022-01-09,Berkeley,South Carolina,45015,35955,365
2022-01-09,Calhoun,South Carolina,45017,2037,54
2022-01-09,Charleston,South Carolina,45019,79240,761
2022-01-09,Cherokee,South Carolina,45021,11191,268
2022-01-09,Chester,South Carolina,45023,7400,124
2022-01-09,Chesterfield,South Carolina,45025,8538,162
2022-01-09,Clarendon,South Carolina,45027,5781,138
2022-01-09,Colleton,South Carolina,45029,6350,193
2022-01-09,Darlington,South Carolina,45031,13637,243
2022-01-09,Dillon,South Carolina,45033,7133,121
2022-01-09,Dorchester,South Carolina,45035,39701,397
2022-01-09,Edgefield,South Carolina,45037,5000,60
2022-01-09,Fairfield,South Carolina,45039,4026,96
2022-01-09,Florence,South Carolina,45041,30352,556
2022-01-09,Georgetown,South Carolina,45043,11195,191
2022-01-09,Greenville,South Carolina,45045,123333,1579
2022-01-09,Greenwood,South Carolina,45047,14769,245
2022-01-09,Hampton,South Carolina,45049,3514,75
2022-01-09,Horry,South Carolina,45051,70827,940
2022-01-09,Jasper,South Carolina,45053,4347,82
2022-01-09,Kershaw,South Carolina,45055,14491,219
2022-01-09,Lancaster,South Carolina,45057,18558,250
2022-01-09,Laurens,South Carolina,45059,13376,247
2022-01-09,Lee,South Carolina,45061,3060,82
2022-01-09,Lexington,South Carolina,45063,64770,736
2022-01-09,Marion,South Carolina,45067,6192,143
2022-01-09,Marlboro,South Carolina,45069,5643,86
2022-01-09,McCormick,South Carolina,45065,1601,31
2022-01-09,Newberry,South Carolina,45071,8828,154
2022-01-09,Oconee,South Carolina,45073,17892,269
2022-01-09,Orangeburg,South Carolina,45075,16847,341
2022-01-09,Pickens,South Carolina,45077,31978,515
2022-01-09,Richland,South Carolina,45079,85356,806
2022-01-09,Saluda,South Carolina,45081,2847,62
2022-01-09,Spartanburg,South Carolina,45083,69488,1293
2022-01-09,Sumter,South Carolina,45085,19563,316
2022-01-09,Union,South Carolina,45087,5440,115
2022-01-09,Williamsburg,South Carolina,45089,6223,132
2022-01-09,York,South Carolina,45091,55410,548
2022-01-10,Abbeville,South Carolina,45001,4808,56
2022-01-10,Aiken,South Carolina,45003,31479,371
2022-01-10,Allendale,South Carolina,45005,1551,22
2022-01-10,Anderson,South Carolina,45007,44425,831
2022-01-10,Bamberg,South Carolina,45009,2536,64
2022-01-10,Barnwell,South Carolina,45011,4468,88
2022-01-10,Beaufort,South Carolina,45013,32121,325
2022-01-10,Berkeley,South Carolina,45015,37864,368
2022-01-10,Calhoun,South Carolina,45017,2136,54
2022-01-10,Charleston,South Carolina,45019,83608,766
2022-01-10,Cherokee,South Carolina,45021,11525,268
2022-01-10,Chester,South Carolina,45023,7625,125
2022-01-10,Chesterfield,South Carolina,45025,8796,162
2022-01-10,Clarendon,South Carolina,45027,6004,138
2022-01-10,Colleton,South Carolina,45029,6613,195
2022-01-10,Darlington,South Carolina,45031,14259,246
2022-01-10,Dillon,South Carolina,45033,7380,122
2022-01-10,Dorchester,South Carolina,45035,41733,399
2022-01-10,Edgefield,South Carolina,45037,5169,60
2022-01-10,Fairfield,South Carolina,45039,4356,96
2022-01-10,Florence,South Carolina,45041,31614,556
2022-01-10,Georgetown,South Carolina,45043,11725,191
2022-01-10,Greenville,South Carolina,45045,128738,1582
2022-01-10,Greenwood,South Carolina,45047,15570,246
2022-01-10,Hampton,South Carolina,45049,3647,75
2022-01-10,Horry,South Carolina,45051,73408,943
2022-01-10,Jasper,South Carolina,45053,4532,82
2022-01-10,Kershaw,South Carolina,45055,15107,219
2022-01-10,Lancaster,South Carolina,45057,19058,250
2022-01-10,Laurens,South Carolina,45059,13907,247
2022-01-10,Lee,South Carolina,45061,3194,82
2022-01-10,Lexington,South Carolina,45063,68116,739
2022-01-10,Marion,South Carolina,45067,6430,144
2022-01-10,Marlboro,South Carolina,45069,5871,86
2022-01-10,McCormick,South Carolina,45065,1702,32
2022-01-10,Newberry,South Carolina,45071,9152,154
2022-01-10,Oconee,South Carolina,45073,18464,269
2022-01-10,Orangeburg,South Carolina,45075,17749,341
2022-01-10,Pickens,South Carolina,45077,33325,518
2022-01-10,Richland,South Carolina,45079,89803,807
2022-01-10,Saluda,South Carolina,45081,2969,62
2022-01-10,Spartanburg,South Carolina,45083,72040,1297
2022-01-10,Sumter,South Carolina,45085,20403,320
2022-01-10,Union,South Carolina,45087,5618,115
2022-01-10,Williamsburg,South Carolina,45089,6519,132
2022-01-10,York,South Carolina,45091,57109,548
2022-01-11,Abbeville,South Carolina,45001,4846,56
2022-01-11,Aiken,South Carolina,45003,31667,371
2022-01-11,Allendale,South Carolina,45005,1575,22
2022-01-11,Anderson,South Carolina,45007,44626,831
2022-01-11,Bamberg,South Carolina,45009,2561,64
2022-01-11,Barnwell,South Carolina,45011,4515,88
2022-01-11,Beaufort,South Carolina,45013,32497,325
2022-01-11,Berkeley,South Carolina,45015,38162,368
2022-01-11,Calhoun,South Carolina,45017,2150,54
2022-01-11,Charleston,South Carolina,45019,84332,766
2022-01-11,Cherokee,South Carolina,45021,11570,268
2022-01-11,Chester,South Carolina,45023,7672,125
2022-01-11,Chesterfield,South Carolina,45025,8851,162
2022-01-11,Clarendon,South Carolina,45027,6034,138
2022-01-11,Colleton,South Carolina,45029,6665,195
2022-01-11,Darlington,South Carolina,45031,14348,249
2022-01-11,Dillon,South Carolina,45033,7461,122
2022-01-11,Dorchester,South Carolina,45035,42136,399
2022-01-11,Edgefield,South Carolina,45037,5197,60
2022-01-11,Fairfield,South Carolina,45039,4409,96
2022-01-11,Florence,South Carolina,45041,31794,556
2022-01-11,Georgetown,South Carolina,45043,11797,191
2022-01-11,Greenville,South Carolina,45045,129795,1582
2022-01-11,Greenwood,South Carolina,45047,15710,246
2022-01-11,Hampton,South Carolina,45049,3719,75
2022-01-11,Horry,South Carolina,45051,73779,944
2022-01-11,Jasper,South Carolina,45053,4581,82
2022-01-11,Kershaw,South Carolina,45055,15257,219
2022-01-11,Lancaster,South Carolina,45057,19182,250
2022-01-11,Laurens,South Carolina,45059,13999,247
2022-01-11,Lee,South Carolina,45061,3225,83
2022-01-11,Lexington,South Carolina,45063,68833,739
2022-01-11,Marion,South Carolina,45067,6513,146
2022-01-11,Marlboro,South Carolina,45069,5914,86
2022-01-11,McCormick,South Carolina,45065,1713,32
2022-01-11,Newberry,South Carolina,45071,9216,154
2022-01-11,Oconee,South Carolina,45073,18553,269
2022-01-11,Orangeburg,South Carolina,45075,17863,341
2022-01-11,Pickens,South Carolina,45077,33558,518
2022-01-11,Richland,South Carolina,45079,90724,810
2022-01-11,Saluda,South Carolina,45081,2997,62
2022-01-11,Spartanburg,South Carolina,45083,72378,1297
2022-01-11,Sumter,South Carolina,45085,20640,320
2022-01-11,Union,South Carolina,45087,5640,115
2022-01-11,Williamsburg,South Carolina,45089,6561,132
2022-01-11,York,South Carolina,45091,57388,548
2022-01-12,Abbeville,South Carolina,45001,4878,56
2022-01-12,Aiken,South Carolina,45003,31914,372
2022-01-12,Allendale,South Carolina,45005,1598,22
2022-01-12,Anderson,South Carolina,45007,44877,835
2022-01-12,Bamberg,South Carolina,45009,2582,65
2022-01-12,Barnwell,South Carolina,45011,4536,88
2022-01-12,Beaufort,South Carolina,45013,32749,326
2022-01-12,Berkeley,South Carolina,45015,38770,369
2022-01-12,Calhoun,South Carolina,45017,2168,54
2022-01-12,Charleston,South Carolina,45019,85515,767
2022-01-12,Cherokee,South Carolina,45021,11737,270
2022-01-12,Chester,South Carolina,45023,7767,125
2022-01-12,Chesterfield,South Carolina,45025,8940,163
2022-01-12,Clarendon,South Carolina,45027,6168,138
2022-01-12,Colleton,South Carolina,45029,6743,195
2022-01-12,Darlington,South Carolina,45031,14527,249
2022-01-12,Dillon,South Carolina,45033,7540,123
2022-01-12,Dorchester,South Carolina,45035,42604,399
2022-01-12,Edgefield,South Carolina,45037,5243,60
2022-01-12,Fairfield,South Carolina,45039,4452,96
2022-01-12,Florence,South Carolina,45041,32074,556
2022-01-12,Georgetown,South Carolina,45043,11901,191
2022-01-12,Greenville,South Carolina,45045,131064,1589
2022-01-12,Greenwood,South Carolina,45047,15933,246
