,County,Date,Rt_actual,Rt_forecast,Case_forecast,Case_lower95,Case_upper95,Case_actual
1,Abbeville,11/11/2020,1.008956951,0.987048695,5.565,2,10,5
2,Abbeville,11/12/2020,1.014360484,0.999015283,5.224,1,10,5
3,Abbeville,11/13/2020,1.022783295,1.010993438,5.245,1,10,6
4,Abbeville,11/14/2020,1.077973112,1.021931977,5.334,1,11,4
5,Abbeville,11/15/2020,1.111923313,1.028923189,5.186,1,10,4
6,Abbeville,11/16/2020,1.044362457,1.034020036,5.393,1,11,4
7,Abbeville,11/17/2020,1.050521535,1.038736999,5.516,1,11,4
8,Abbeville,11/18/2020,1.05592095,1.042178393,5.551,1,11.025,5
9,Abbeville,11/19/2020,1.062792008,1.0445954,5.611,1,12,5
10,Abbeville,11/20/2020,1.073072436,1.046677291,5.56,1,12,5
11,Abbeville,11/21/2020,1.084519928,1.048644813,5.714,1,12,6
12,Abbeville,11/22/2020,1.099323816,1.04961807,5.596,1,12,7
13,Abbeville,11/23/2020,1.117083856,1.05046959,5.783,1,12,6
14,Abbeville,11/24/2020,1.138993527,1.050715795,5.854,1,13,7
15,Aiken,11/11/2020,1.002441209,0.895947464,30.533,20,42.025,36
16,Aiken,11/12/2020,0.992638276,0.89609244,30.857,20,43,36
17,Aiken,11/13/2020,0.984221641,0.898326517,31.013,20,42,36
18,Aiken,11/14/2020,0.777977114,0.889242713,29.995,19,41.025,41
19,Aiken,11/15/2020,0.785639376,0.894184818,29.647,19,41,43
20,Aiken,11/16/2020,0.970767487,0.907567036,29.67,19.975,42,48
21,Aiken,11/17/2020,0.96755984,0.908612643,28.739,19,40,46
22,Aiken,11/18/2020,0.966950956,0.911274987,28.136,17,40,50
23,Aiken,11/19/2020,0.969252074,0.91558817,27.968,17,40,49
24,Aiken,11/20/2020,0.97620445,0.9199528,27.529,16,40,53
25,Aiken,11/21/2020,0.988213308,0.925227674,26.891,16,39,52
26,Aiken,11/22/2020,1.005457219,0.932073969,26.581,16,39,52
27,Aiken,11/23/2020,1.024251875,0.938400851,26.751,16,40,52
28,Aiken,11/24/2020,1.044876329,0.944045123,26.158,15,39,53
29,Allendale,11/11/2020,1.030487127,0.981069202,1.305,0,4,1
30,Allendale,11/12/2020,1.029686008,0.975946301,1.494,0,4,1
31,Allendale,11/13/2020,1.033531711,0.972406494,1.605,0,5,0
32,Allendale,11/14/2020,0.945602206,0.968979034,1.626,0,5,0
33,Allendale,11/15/2020,0.956099639,0.969235241,1.589,0,5,0
34,Allendale,11/16/2020,1.065908866,0.971483563,1.621,0,5,0
35,Allendale,11/17/2020,1.08020032,0.973800884,1.628,0,5,1
36,Allendale,11/18/2020,1.093948675,0.978436695,1.612,0,5,1
37,Allendale,11/19/2020,1.108115652,0.983737132,1.606,0,5,1
38,Allendale,11/20/2020,1.122368623,0.989835517,1.627,0,5,1
39,Allendale,11/21/2020,1.141898296,0.994951459,1.558,0,5,0
40,Allendale,11/22/2020,1.161928929,1.001348749,1.569,0,6,0
41,Allendale,11/23/2020,1.182350121,1.006429865,1.711,0,5.025,0
42,Allendale,11/24/2020,1.200604857,1.010977397,1.595,0,6,0
43,Anderson,11/11/2020,1.058496734,1.049292441,28.293,18,39,28
44,Anderson,11/12/2020,1.050874643,1.04635457,28.543,19,39.025,27
45,Anderson,11/13/2020,1.043988464,1.044265758,28.856,18,40,36
46,Anderson,11/14/2020,1.042334677,1.042451744,29.017,19,40,37
47,Anderson,11/15/2020,1.045527137,1.040213212,29.195,19,41,34
48,Anderson,11/16/2020,1.021068164,1.038175127,29.948,19,42,32
49,Anderson,11/17/2020,1.014508308,1.036349568,29.604,19,42,32
50,Anderson,11/18/2020,1.01147657,1.034119332,29.931,19,42,27
51,Anderson,11/19/2020,1.012952219,1.032517987,30.285,19,43,31
52,Anderson,11/20/2020,1.020514549,1.030408954,30.152,19,43,42
53,Anderson,11/21/2020,1.03023992,1.029326513,30.659,19,44,39
54,Anderson,11/22/2020,1.042971836,1.028591019,30.66,18.975,44,35
55,Anderson,11/23/2020,1.058404193,1.028187597,30.989,19,45,28
56,Anderson,11/24/2020,1.0767191,1.028319652,31.027,19,45,23
57,Bamberg,11/11/2020,1.12739556,1.14608569,0.346,0,2,1
58,Bamberg,11/12/2020,1.140261155,1.155263818,0.221,0,1.025,1
59,Bamberg,11/13/2020,1.150361768,1.158463144,0.189,0,1,1
60,Bamberg,11/14/2020,1.259174754,1.157911531,0.19,0,2,1
61,Bamberg,11/15/2020,1.274336042,1.152105086,0.168,0,1,2
62,Bamberg,11/16/2020,1.172188909,1.142022599,0.179,0,2,2
63,Bamberg,11/17/2020,1.176885932,1.129805104,0.198,0,2,2
64,Bamberg,11/18/2020,1.183401624,1.116977382,0.203,0,2,2
65,Bamberg,11/19/2020,1.189927375,1.10357114,0.22,0,2,1
66,Bamberg,11/20/2020,1.195942065,1.089006797,0.226,0,2,1
67,Bamberg,11/21/2020,1.202659244,1.075246594,0.211,0,2,2
68,Bamberg,11/22/2020,1.208018662,1.062892884,0.187,0,2,2
69,Bamberg,11/23/2020,1.212502081,1.052363188,0.203,0,2,2
70,Bamberg,11/24/2020,1.215130074,1.043732365,0.233,0,2,3
71,Barnwell,11/11/2020,1.094724185,1.135554043,2.718,0,6.025,2
72,Barnwell,11/12/2020,1.097644951,1.12946081,2.384,0,6,2
73,Barnwell,11/13/2020,1.098088089,1.121602431,2.271,0,6,3
74,Barnwell,11/14/2020,1.068374277,1.112431343,2.347,0,6,4
75,Barnwell,11/15/2020,1.03928949,1.102851289,2.302,0,6,4
76,Barnwell,11/16/2020,1.107291821,1.092929143,2.359,0,6,4
77,Barnwell,11/17/2020,1.112984469,1.083975817,2.41,0,7,3
78,Barnwell,11/18/2020,1.119257052,1.075815798,2.395,0,6.025,4
79,Barnwell,11/19/2020,1.127281378,1.067863601,2.457,0,7,4
80,Barnwell,11/20/2020,1.135369161,1.060609229,2.569,0,7,4
81,Barnwell,11/21/2020,1.150143706,1.055589686,2.586,0,8,4
82,Barnwell,11/22/2020,1.168978698,1.050927499,2.516,0,7,4
83,Barnwell,11/23/2020,1.190397318,1.046802942,2.575,0,7,4
84,Barnwell,11/24/2020,1.21267947,1.043530443,2.586,0,7,5
85,Beaufort,11/11/2020,1.126385337,1.118756278,19.164,10,29,14
86,Beaufort,11/12/2020,1.128850853,1.119029628,19.277,12,29,17
87,Beaufort,11/13/2020,1.12797409,1.117593348,19.768,12,29,18
88,Beaufort,11/14/2020,1.117789878,1.115651572,19.944,12,30,21
89,Beaufort,11/15/2020,1.118901467,1.111451897,20.496,12,31,24
90,Beaufort,11/16/2020,1.121992526,1.106387408,20.82,12,32,24
91,Beaufort,11/17/2020,1.120729639,1.100683173,20.949,12,32,26
92,Beaufort,11/18/2020,1.121573659,1.094143259,21.511,12,33,25
93,Beaufort,11/19/2020,1.123753428,1.087028245,21.911,12,33,28
