,County,Date,Rt_actual,Rt_forecast,Case_forecast,Case_lower95,Case_upper95,Case_actual
1,Abbeville,12/11/2022,1.092847483,1.041080046,6.93,3,12,7
2,Abbeville,12/12/2022,1.089876768,1.042918087,6.903,2,13,7
3,Abbeville,12/13/2022,1.092447145,1.04727938,7.266,3,13,7
4,Abbeville,12/14/2022,1.099851202,1.054478167,7.235,2,13,7
5,Abbeville,12/15/2022,1.109726713,1.062234344,7.328,2,13,7
6,Abbeville,12/16/2022,1.119491188,1.070965271,7.502,3,14,7
7,Abbeville,12/17/2022,1.125067676,1.081007276,7.852,2,15,7
8,Abbeville,12/18/2022,1.126822574,1.091215816,7.878,3,15,7
9,Abbeville,12/19/2022,1.125528622,1.101556249,8.224,3,16,7
10,Abbeville,12/20/2022,1.121003313,1.110835015,8.336,3,15,5
11,Abbeville,12/21/2022,1.117662008,1.119101568,8.689,2,17,5
12,Abbeville,12/22/2022,1.113839425,1.126342748,8.761,3,16,5
13,Abbeville,12/23/2022,1.11271732,1.132434498,8.987,3,17,5
14,Abbeville,12/24/2022,1.112146289,1.136826673,9.423,3,18,5
15,Abbeville,12/25/2022,1.112343347,1.141198184,9.491,3,18.025,5
16,Abbeville,12/26/2022,1.117128404,1.14544411,9.897,3,19,5
17,Abbeville,12/27/2022,1.125466788,1.148996628,10.194,3,19.025,6
18,Abbeville,12/28/2022,1.137073606,1.152393036,10.68,3,21,6
19,Abbeville,12/29/2022,1.144940142,1.155858672,10.763,3,20.025,6
20,Abbeville,12/30/2022,1.149738363,1.158533109,11.093,3,22,6
21,Abbeville,12/31/2022,1.149158764,1.160003645,11.641,3.975,22,6
22,Aiken,12/11/2022,1.394112251,2.285676386,69.344,54,86.025,38
23,Aiken,12/12/2022,1.395053772,2.279169298,78.362,62,96.025,38
24,Aiken,12/13/2022,1.40452649,2.281259315,93.061,74,114,29
25,Aiken,12/14/2022,1.416123784,2.282527961,112.411,92,134.025,29
26,Aiken,12/15/2022,1.428448539,2.290654832,136.993,111,165.025,29
27,Aiken,12/16/2022,1.436480531,2.296282188,166.276,137,198.025,29
28,Aiken,12/17/2022,1.442591086,2.305592004,202.077,167,240.025,29
29,Aiken,12/18/2022,1.441477815,2.313978613,246.716,204,291,29
30,Aiken,12/19/2022,1.43289445,2.320758588,300.554,251.975,352.05,29
31,Aiken,12/20/2022,1.42228718,2.325865465,366.159,306,432,37
32,Aiken,12/21/2022,1.412219726,2.328934514,446.407,375.975,525,37
33,Aiken,12/22/2022,1.403508238,2.332132745,544.445,455.95,639.05,37
34,Aiken,12/23/2022,1.398223103,2.334618105,664.587,568,775.025,37
35,Aiken,12/24/2022,1.394135644,2.336716964,810.167,678.975,942,37
36,Aiken,12/25/2022,1.391399129,2.337862451,986.344,841,1157,37
