,County,Date,Rt_actual,Rt_forecast,Case_forecast,Case_lower95,Case_upper95,Case_actual
1,Abbeville,12/11/2022,0.977660183,1.041080046,6.93,3,12,7
2,Abbeville,12/12/2022,0.966588377,1.042918087,6.903,2,13,7
3,Abbeville,12/13/2022,0.953154356,1.04727938,7.266,3,13,7
4,Abbeville,12/14/2022,0.935948182,1.054478167,7.235,2,13,7
5,Abbeville,12/15/2022,0.921493248,1.062234344,7.328,2,13,7
6,Abbeville,12/16/2022,0.912285479,1.070965271,7.502,3,14,7
7,Abbeville,12/17/2022,0.901946685,1.081007276,7.852,2,15,7
8,Abbeville,12/18/2022,0.897283654,1.091215816,7.878,3,15,7
9,Abbeville,12/19/2022,0.898270643,1.101556249,8.224,3,16,7
10,Abbeville,12/20/2022,0.897065526,1.110835015,8.336,3,15,5
11,Abbeville,12/21/2022,0.897334344,1.119101568,8.689,2,17,5
12,Abbeville,12/22/2022,0.901102147,1.126342748,8.761,3,16,5
13,Abbeville,12/23/2022,0.915573646,1.132434498,8.987,3,17,5
14,Abbeville,12/24/2022,0.932167573,1.136826673,9.423,3,18,5
15,Abbeville,12/25/2022,0.948580939,1.141198184,9.491,3,18.025,5
16,Abbeville,12/26/2022,0.965086442,1.14544411,9.897,3,19,5
17,Abbeville,12/27/2022,0.983361559,1.148996628,10.194,3,19.025,6
18,Abbeville,12/28/2022,0.999009023,1.152393036,10.68,3,21,6
19,Abbeville,12/29/2022,1.006464566,1.155858672,10.763,3,20.025,6
20,Abbeville,12/30/2022,1.009495024,1.158533109,11.093,3,22,6
21,Abbeville,12/31/2022,1.005303149,1.160003645,11.641,3.975,22,6
22,Aiken,12/11/2022,3.157783246,2.285676386,69.344,54,86.025,38
23,Aiken,12/12/2022,3.142685177,2.279169298,78.362,62,96.025,38
24,Aiken,12/13/2022,3.169637646,2.281259315,93.061,74,114,29
25,Aiken,12/14/2022,3.200573438,2.282527961,112.411,92,134.025,29
26,Aiken,12/15/2022,3.22558521,2.290654832,136.993,111,165.025,29
27,Aiken,12/16/2022,3.235342202,2.296282188,166.276,137,198.025,29
28,Aiken,12/17/2022,3.245535626,2.305592004,202.077,167,240.025,29
29,Aiken,12/18/2022,3.237152651,2.313978613,246.716,204,291,29
30,Aiken,12/19/2022,3.20690844,2.320758588,300.554,251.975,352.05,29
31,Aiken,12/20/2022,3.176004123,2.325865465,366.159,306,432,37
32,Aiken,12/21/2022,3.153913281,2.328934514,446.407,375.975,525,37
33,Aiken,12/22/2022,3.143767082,2.332132745,544.445,455.95,639.05,37
34,Aiken,12/23/2022,3.127532506,2.334618105,664.587,568,775.025,37
35,Aiken,12/24/2022,3.106571086,2.336716964,810.167,678.975,942,37
36,Aiken,12/25/2022,3.084481596,2.337862451,986.344,841,1157,37
37,Aiken,12/26/2022,3.063168804,2.337990889,1201.43,1009.9,1402.025,37
