Date,Rt_actual,Rt_forecast,Case_actual,Case_forecast,Rt_lower95,Case_lower95,Rt_upper95,Case_upper95,County
12/11/2022,1.092847483,1.084483865,7,8,0.813971799,2,1.338327685,15,Abbeville
12/12/2022,1.089876768,1.084483865,7,8,0.813971799,2,1.338327685,17,Abbeville
12/13/2022,1.092447145,1.084483865,7,8,0.813971799,2,1.338327685,17,Abbeville
12/14/2022,1.099851202,1.084483865,7,8,0.813971799,2,1.338327685,18,Abbeville
12/15/2022,1.109726713,1.084483865,7,9,0.813971799,2,1.338327685,18,Abbeville
12/16/2022,1.119491188,1.084483865,7,9,0.813971799,2,1.338327685,20,Abbeville
12/17/2022,1.125067676,1.084483865,7,9,0.813971799,2,1.338327685,19,Abbeville
12/18/2022,1.126822574,1.084483865,7,9,0.813971799,2,1.338327685,21,Abbeville
12/19/2022,1.125528622,1.084483865,7,9,0.813971799,2,1.338327685,23,Abbeville
12/20/2022,1.121003313,1.084483865,5,10,0.813971799,2,1.338327685,26,Abbeville
12/21/2022,1.117662008,1.084483865,5,10,0.813971799,2,1.338327685,26.025,Abbeville
12/22/2022,1.113839425,1.084483865,5,10,0.813971799,2,1.338327685,28,Abbeville
12/23/2022,1.11271732,1.084483865,5,10,0.813971799,2,1.338327685,29,Abbeville
12/24/2022,1.112146289,1.084483865,5,10,0.813971799,2,1.338327685,30,Abbeville
12/25/2022,1.112343347,1.084483865,5,11,0.813971799,2,1.338327685,34,Abbeville
12/26/2022,1.117128404,1.084483865,5,11,0.813971799,2,1.338327685,35.025,Abbeville
12/27/2022,1.125466788,1.084483865,6,11,0.813971799,2,1.338327685,42,Abbeville
12/28/2022,1.137073606,1.084483865,6,11,0.813971799,2,1.338327685,43,Abbeville
12/29/2022,1.144940142,1.084483865,6,12,0.813971799,1,1.338327685,45,Abbeville
12/30/2022,1.149738363,1.084483865,6,12,0.813971799,1,1.338327685,45,Abbeville
12/31/2022,1.149158764,1.084483865,6,12,0.813971799,1,1.338327685,50,Abbeville
1/1/2023,1.143270894,0.942577344,6,5,0.743547245,1,1.240911213,11,Abbeville
1/2/2023,1.129588324,0.942577344,6,5,0.743547245,1,1.240911213,11,Abbeville
1/3/2023,1.109420411,0.942577344,0,5,0.743547245,1,1.240911213,11,Abbeville
1/4/2023,1.080827498,0.942577344,5,5,0.743547245,1,1.240911213,12,Abbeville
1/5/2023,1.046982113,0.942577344,5,5,0.743547245,1,1.240911213,12,Abbeville
1/6/2023,1.011542691,0.942577344,5,5,0.743547245,1,1.240911213,12,Abbeville
1/7/2023,0.977593321,0.942577344,5,5,0.743547245,1,1.240911213,12,Abbeville
1/8/2023,0.9485781,0.942577344,5,4,0.743547245,1,1.240911213,12.025,Abbeville
1/9/2023,0.923842968,0.942577344,5,4,0.743547245,0,1.240911213,13,Abbeville
1/10/2023,0.906862927,0.942577344,9,5,0.743547245,1,1.240911213,13,Abbeville
1/11/2023,0.89868023,0.942577344,4,4,0.743547245,0,1.240911213,15,Abbeville
1/12/2023,0.897007993,0.942577344,4,4,0.743547245,0,1.240911213,15,Abbeville
1/13/2023,0.900742755,0.942577344,4,4,0.743547245,0,1.240911213,16,Abbeville
1/14/2023,0.91096874,0.942577344,4,4,0.743547245,0,1.240911213,17,Abbeville
1/15/2023,0.925320699,0.942577344,4,4,0.743547245,0,1.240911213,17,Abbeville
1/16/2023,0.943860226,0.942577344,4,4,0.743547245,0,1.240911213,17,Abbeville
1/17/2023,0.962195693,0.942577344,0,4,0.743547245,0,1.240911213,19,Abbeville
1/18/2023,0.979195831,0.942577344,4,4,0.743547245,0,1.240911213,20,Abbeville
1/19/2023,0.991811327,0.942577344,4,4,0.743547245,0,1.240911213,20,Abbeville
1/20/2023,0.998655727,0.942577344,4,4,0.743547245,0,1.240911213,22,Abbeville
1/21/2023,0.999651951,0.942577344,4,4,0.743547245,0,1.240911213,22,Abbeville
1/22/2023,0.997853346,0.908810236,4,3,0.684598664,0,1.146113357,8,Abbeville
1/23/2023,0.993934398,0.908810236,4,3,0.684598664,0,1.146113357,8,Abbeville
1/24/2023,0.986708674,0.908810236,8,3,0.684598664,0,1.146113357,8,Abbeville
1/25/2023,0.978612864,0.908810236,5,3,0.684598664,0,1.146113357,8,Abbeville
1/26/2023,0.972212023,0.908810236,5,3,0.684598664,0,1.146113357,8,Abbeville
1/27/2023,0.967516695,0.908810236,5,3,0.684598664,0,1.146113357,8,Abbeville
1/28/2023,0.965822516,0.908810236,5,3,0.684598664,0,1.146113357,8,Abbeville
1/29/2023,0.96581185,0.908810236,5,3,0.684598664,0,1.146113357,8,Abbeville
1/30/2023,0.968462833,0.908810236,5,3,0.684598664,0,1.146113357,9,Abbeville
1/31/2023,0.971910615,0.908810236,5,3,0.684598664,0,1.146113357,9,Abbeville
2/1/2023,0.97778201,0.908810236,5,2,0.684598664,0,1.146113357,8,Abbeville
2/2/2023,0.983643354,0.908810236,5,2,0.684598664,0,1.146113357,9,Abbeville
2/3/2023,0.987393649,0.908810236,5,2,0.684598664,0,1.146113357,9,Abbeville
2/4/2023,0.986495247,0.908810236,5,2,0.684598664,0,1.146113357,9,Abbeville
2/5/2023,0.98401087,0.908810236,5,2,0.684598664,0,1.146113357,9,Abbeville
2/6/2023,0.981315577,0.908810236,5,2,0.684598664,0,1.146113357,9,Abbeville
2/7/2023,0.978158175,0.908810236,3,2,0.684598664,0,1.146113357,9,Abbeville
2/8/2023,0.974037477,0.908810236,3,2,0.684598664,0,1.146113357,10,Abbeville
2/9/2023,0.969909594,0.908810236,3,2,0.684598664,0,1.146113357,10,Abbeville
2/10/2023,0.97027855,0.908810236,3,2,0.684598664,0,1.146113357,10,Abbeville
2/11/2023,0.975327498,0.908810236,3,2,0.684598664,0,1.146113357,10,Abbeville
2/12/2023,0.986270689,0.934533554,3,3,0.724217326,0,1.160543894,9,Abbeville
2/13/2023,1.001648299,0.934533554,3,4,0.724217326,0,1.160543894,9,Abbeville
2/14/2023,1.020222506,0.934533554,4,3,0.724217326,0,1.160543894,9,Abbeville
2/15/2023,1.042011831,0.934533554,4,3,0.724217326,0,1.160543894,9,Abbeville
2/16/2023,1.062825992,0.934533554,4,3,0.724217326,0,1.160543894,9,Abbeville
2/17/2023,1.080499222,0.934533554,4,3,0.724217326,0,1.160543894,9,Abbeville
2/18/2023,1.091756267,0.934533554,4,3,0.724217326,0,1.160543894,9,Abbeville
2/19/2023,1.095020078,0.934533554,4,3,0.724217326,0,1.160543894,9,Abbeville
2/20/2023,1.087919179,0.934533554,4,3,0.724217326,0,1.160543894,9,Abbeville
