County,Date,Rt_actual,Rt_forecast,Case_forecast,Case_lower95,Case_upper95,Case_actual
Abbeville,12/11/2022,1.092847483,1.094890327,7.085,2,12,7
Abbeville,12/12/2022,1.089876768,1.096646302,7.489,3,13,7
Abbeville,12/13/2022,1.092447145,1.103444529,7.425,2,13,7
Abbeville,12/14/2022,1.099851202,1.113413856,7.899,3,14,7
Abbeville,12/15/2022,1.109726713,1.125452408,8.012,3,14,7
Abbeville,12/16/2022,1.119491188,1.138342604,8.086,3,15,7
Abbeville,12/17/2022,1.125067676,1.151190003,8.627,3,16,7
Abbeville,12/18/2022,1.126822574,1.163312247,8.873,3,16,7
Abbeville,12/19/2022,1.125528622,1.17434131,9.091,3,17,7
Abbeville,12/20/2022,1.121003313,1.183951368,9.409,3,17,5
Abbeville,12/21/2022,1.117662008,1.192608932,10.004,4,18,5
Abbeville,12/22/2022,1.113839425,1.201316799,10.298,3,18,5
Abbeville,12/23/2022,1.11271732,1.210099143,10.632,4,20,5
Abbeville,12/24/2022,1.112146289,1.219335134,11.259,4,20,5
Abbeville,12/25/2022,1.112343347,1.229631477,11.783,4,21,5
Abbeville,12/26/2022,1.117128404,1.240956464,12.56,4,23,5
Abbeville,12/27/2022,1.125466788,1.252959137,12.93,5,23,6
Abbeville,12/28/2022,1.137073606,1.264892679,13.806,4,25.025,6
Abbeville,12/29/2022,1.144940142,1.275948363,14.488,5,28,6
Abbeville,12/30/2022,1.149738363,1.28523491,15.357,6,27.025,6
Abbeville,12/31/2022,1.149158764,1.292333388,16.224,6,29,6
Aiken,12/11/2022,1.394112251,1.397185979,41.878,29.975,55,38
Aiken,12/12/2022,1.395053772,1.399546664,45.447,34,59,38
Aiken,12/13/2022,1.40452649,1.408302357,49.29,36.975,64,29
Aiken,12/14/2022,1.416123784,1.421667082,53.167,39,68,29
Aiken,12/15/2022,1.428448539,1.438430521,57.608,41.975,74.025,29
Aiken,12/16/2022,1.436480531,1.456725698,62.873,47,82,29
Aiken,12/17/2022,1.442591086,1.474814184,69.037,51.975,88,29
Aiken,12/18/2022,1.441477815,1.49167071,75.434,55.975,97,29
Aiken,12/19/2022,1.43289445,1.506563541,82.503,64,104,29
Aiken,12/20/2022,1.42228718,1.519493943,90.673,68.975,117,37
Aiken,12/21/2022,1.412219726,1.52982044,98.984,74,124,37
Aiken,12/22/2022,1.403508238,1.538796637,108.653,83,139,37
Aiken,12/23/2022,1.398223103,1.547274588,119.26,91,150,37
Aiken,12/24/2022,1.394135644,1.555097481,131.098,100,164,37
Aiken,12/25/2022,1.391399129,1.563355843,144.56,112,180,37
Aiken,12/26/2022,1.391169337,1.572297703,159.463,123,202,37
Aiken,12/27/2022,1.395162308,1.581724707,176.233,135.975,219.025,51
Aiken,12/28/2022,1.404889777,1.591310062,195.257,153.975,244,51
Aiken,12/29/2022,1.413215799,1.600362962,214.815,166,267.025,51
Aiken,12/30/2022,1.418506669,1.608551738,239.359,182,299.025,51
Aiken,12/31/2022,1.426258122,1.614940754,264.491,205,329.025,51
Allendale,12/11/2022,1.061285266,1.061489901,0.63,0,3,1
Allendale,12/12/2022,1.061976826,1.060080795,0.769,0,3,1
