County,Date,Rt_actual,Rt_forecast,Case_forecast,Case_lower95,Case_upper95,Case_actual
Abbeville,12/11/2022,1.092847483,1.100130286,7.435,3,13,7
Abbeville,12/12/2022,1.089876768,1.100043725,7.328,2.975,13,7
Abbeville,12/13/2022,1.092447145,1.101350288,7.536,2,13,7
Abbeville,12/14/2022,1.099851202,1.101851078,7.841,3,14,7
Abbeville,12/15/2022,1.109726713,1.102063747,8.011,3,14,7
Abbeville,12/16/2022,1.119491188,1.101466492,7.837,3,14,7
Abbeville,12/17/2022,1.125067676,1.101219955,8.411,3,15,7
Abbeville,12/18/2022,1.126822574,1.101049582,8.434,3,15,7
Abbeville,12/19/2022,1.125528622,1.100993793,8.653,3,16,7
Abbeville,12/20/2022,1.121003313,1.101177687,8.733,3,16,5
Abbeville,12/21/2022,1.117662008,1.101574505,8.989,3,17,5
Abbeville,12/22/2022,1.113839425,1.101761147,9.202,3,17,5
Abbeville,12/23/2022,1.11271732,1.101725957,9.352,3,17,5
Abbeville,12/24/2022,1.112146289,1.101278585,9.491,3,18,5
Aiken,12/11/2022,1.394112251,1.382593001,42.144,29,55,38
Aiken,12/12/2022,1.395053772,1.368911446,45.186,32,58,38
Aiken,12/13/2022,1.40452649,1.35402814,48.662,35,64,29
Aiken,12/14/2022,1.416123784,1.341317213,51.751,38,68,29
Aiken,12/15/2022,1.428448539,1.322709759,54.167,40,71,29
Aiken,12/16/2022,1.436480531,1.30224544,57.301,42,74,29
Aiken,12/17/2022,1.442591086,1.285105259,59.376,44,78.025,29
Aiken,12/18/2022,1.441477815,1.265603249,62.147,45,82,29
Aiken,12/19/2022,1.43289445,1.250059275,64.967,47,85.025,29
Aiken,12/20/2022,1.42228718,1.234843299,67.329,49,86,37
Aiken,12/21/2022,1.412219726,1.21889114,69.992,50,91,37
Aiken,12/22/2022,1.403508238,1.202988877,72.675,53,94,37
Aiken,12/23/2022,1.398223103,1.190030169,74.816,54,100,37
Aiken,12/24/2022,1.394135644,1.179636618,77.283,55,101,37
Allendale,12/11/2022,1.061285266,1.068732905,0.698,0,3,1
Allendale,12/12/2022,1.061976826,1.070398496,0.826,0,3,1
Allendale,12/13/2022,1.066604415,1.074762455,0.886,0,3,0
Allendale,12/14/2022,1.07644987,1.076980642,0.926,0,3,0
Allendale,12/15/2022,1.089640088,1.079959196,1.006,0,3,0
Allendale,12/16/2022,1.098635653,1.083311349,1.013,0,4,0
Allendale,12/17/2022,1.103670282,1.086512601,1.009,0,4,0
Allendale,12/18/2022,1.102065548,1.088740591,0.98,0,4,0
Allendale,12/19/2022,1.099959312,1.091491311,0.996,0,4,0
Allendale,12/20/2022,1.096910686,1.092809918,1.045,0,4,0
Allendale,12/21/2022,1.100049846,1.093160863,1.092,0,4,0
Allendale,12/22/2022,1.104451586,1.092390242,1.082,0,4,0
Allendale,12/23/2022,1.112559904,1.092227882,1.134,0,5,0
Allendale,12/24/2022,1.121595307,1.092044253,1.15,0,5,0
Anderson,12/11/2022,1.12480219,1.119002524,18.008,10,27,0
Anderson,12/12/2022,1.12986214,1.117044453,16.128,8,24.025,0
Anderson,12/13/2022,1.140455245,1.115534602,15.062,8,23.025,44
Anderson,12/14/2022,1.153932396,1.114104988,15.253,8,24,57
Anderson,12/15/2022,1.170277415,1.113007424,15.823,8,25,15
Anderson,12/16/2022,1.184596131,1.113176473,16.198,8,25,0
Anderson,12/17/2022,1.19360949,1.113028589,15.974,8,25,0
Anderson,12/18/2022,1.194346213,1.113304595,15.637,7,26,0
Anderson,12/19/2022,1.188182653,1.113375635,16.431,8,27,0
Anderson,12/20/2022,1.176960589,1.113580573,17.255,9,27,51
Anderson,12/21/2022,1.16448891,1.113493103,17.952,9,29,77
Anderson,12/22/2022,1.150517425,1.113493103,17.999,8,30,30
Anderson,12/23/2022,1.137448356,1.113493103,18.311,8,30,0
Anderson,12/24/2022,1.125068918,1.113493103,18.602,9,31,0
Bamberg,12/11/2022,1.101347848,1.102466242,1.101,0,4,1
Bamberg,12/12/2022,1.100846226,1.101705746,1.148,0,4,1
Bamberg,12/13/2022,1.099643728,1.101200949,1.1,0,4,1
Bamberg,12/14/2022,1.099952395,1.100900166,1.171,0,4,1
Bamberg,12/15/2022,1.099588062,1.100729617,1.211,0,4,1
Bamberg,12/16/2022,1.099901688,1.101087999,1.236,0,4,1
Bamberg,12/17/2022,1.097411032,1.101633153,1.16,0,4,1
