,County,Date,Rt_actual,Rt_forecast,Case_forecast,Case_lower95,Case_upper95,Case_actual
1,Abbeville,12/11/2022,1.092847483,1.041080046,7.039,2,13,7
2,Abbeville,12/12/2022,1.089876768,1.042918087,7.097,2,12,7
3,Abbeville,12/13/2022,1.092447145,1.04727938,7.255,2,13,7
4,Abbeville,12/14/2022,1.099851202,1.054478167,7.364,2,13.025,7
5,Abbeville,12/15/2022,1.109726713,1.062234344,7.385,2,14,7
6,Abbeville,12/16/2022,1.119491188,1.070965271,7.75,2.975,14,7
7,Abbeville,12/17/2022,1.125067676,1.081007276,7.83,2,14,7
8,Abbeville,12/18/2022,1.126822574,1.091215816,7.928,3,15,7
9,Abbeville,12/19/2022,1.125528622,1.101556249,8.031,2.975,15,7
10,Abbeville,12/20/2022,1.121003313,1.110835015,8.392,2,16,5
11,Abbeville,12/21/2022,1.117662008,1.119101568,8.499,2,17,5
12,Abbeville,12/22/2022,1.113839425,1.126342748,8.745,2,17,5
13,Abbeville,12/23/2022,1.11271732,1.132434498,8.995,3,17,5
14,Abbeville,12/24/2022,1.112146289,1.136826673,9.258,3,18,5
15,Aiken,12/11/2022,1.394112251,2.285676386,69.625,54,87,38
16,Aiken,12/12/2022,1.395053772,2.279169298,77.965,61,96,38
17,Aiken,12/13/2022,1.40452649,2.281259315,92.764,72,112,29
18,Aiken,12/14/2022,1.416123784,2.282527961,111.944,90,134,29
19,Aiken,12/15/2022,1.428448539,2.290654832,137.037,111,165.025,29
20,Aiken,12/16/2022,1.436480531,2.296282188,166.2,135,197.025,29
21,Aiken,12/17/2022,1.442591086,2.305592004,202.539,165,238,29
22,Aiken,12/18/2022,1.441477815,2.313978613,245.72,201,291.025,29
23,Aiken,12/19/2022,1.43289445,2.320758588,299.403,248,354,29
24,Aiken,12/20/2022,1.42228718,2.325865465,365.459,304.975,430.025,37
25,Aiken,12/21/2022,1.412219726,2.328934514,446.276,374,525.025,37
26,Aiken,12/22/2022,1.403508238,2.332132745,541.258,453.975,631.05,37
27,Aiken,12/23/2022,1.398223103,2.334618105,662.173,549,774,37
28,Aiken,12/24/2022,1.394135644,2.336716964,806.821,684.95,938.025,37
29,Allendale,12/11/2022,1.061285266,1.040825319,0.653,0,3,1
30,Allendale,12/12/2022,1.061976826,1.040064264,0.772,0,3,1
31,Allendale,12/13/2022,1.066604415,1.04180512,0.849,0,3,0
32,Allendale,12/14/2022,1.07644987,1.045330442,0.873,0,3,0
33,Allendale,12/15/2022,1.089640088,1.050581943,0.913,0,3,0
34,Allendale,12/16/2022,1.098635653,1.057234512,0.893,0,3,0
35,Allendale,12/17/2022,1.103670282,1.065485169,0.957,0,3,0
36,Allendale,12/18/2022,1.102065548,1.074686569,0.958,0,4,0
37,Allendale,12/19/2022,1.099959312,1.084314437,0.945,0,4,0
38,Allendale,12/20/2022,1.096910686,1.09416418,0.975,0,4,0
39,Allendale,12/21/2022,1.100049846,1.10457427,1.085,0,4,0
40,Allendale,12/22/2022,1.104451586,1.114108591,1.019,0,4,0
41,Allendale,12/23/2022,1.112559904,1.124844034,1.074,0,5,0
42,Allendale,12/24/2022,1.121595307,1.134677371,1.099,0,4,0
43,Anderson,12/11/2022,1.12480219,1.119988444,18.039,10,27,0
44,Anderson,12/12/2022,1.12986214,1.121030394,16.289,9,25,0
45,Anderson,12/13/2022,1.140455245,1.124308541,15.7,8,24,44
46,Anderson,12/14/2022,1.153932396,1.127649009,15.723,9,25,57
47,Anderson,12/15/2022,1.170277415,1.132014022,16.254,8,25,15
48,Anderson,12/16/2022,1.184596131,1.136949483,16.919,9,26,0
49,Anderson,12/17/2022,1.19360949,1.14335377,16.709,8,27,0
50,Anderson,12/18/2022,1.194346213,1.148426969,16.682,9,27,0
51,Anderson,12/19/2022,1.188182653,1.15238903,17.601,9,28,0
52,Anderson,12/20/2022,1.176960589,1.155082907,18.688,10,29.025,51
53,Anderson,12/21/2022,1.16448891,1.157699381,19.348,9,30,77
54,Anderson,12/22/2022,1.150517425,1.159587034,19.469,10,30,30
55,Anderson,12/23/2022,1.137448356,1.161505808,20.515,11,32,0
56,Anderson,12/24/2022,1.125068918,1.16348788,21.18,10,34,0
57,Bamberg,12/11/2022,1.101347848,1.125388409,1.156,0,4,1
58,Bamberg,12/12/2022,1.100846226,1.124962089,1.13,0,4,1
59,Bamberg,12/13/2022,1.099643728,1.124321484,1.121,0,4,1
60,Bamberg,12/14/2022,1.099952395,1.123451742,1.193,0,4,1
61,Bamberg,12/15/2022,1.099588062,1.120899523,1.21,0,4,1
62,Bamberg,12/16/2022,1.099901688,1.119064613,1.239,0,4,1
63,Bamberg,12/17/2022,1.097411032,1.117035482,1.259,0,4,1
64,Bamberg,12/18/2022,1.095335024,1.114672727,1.272,0,5,1
65,Bamberg,12/19/2022,1.09460634,1.11176567,1.29,0,4,1
66,Bamberg,12/20/2022,1.091436628,1.109455321,1.38,0,5,2
67,Bamberg,12/21/2022,1.086672797,1.106853637,1.378,0,5,2
68,Bamberg,12/22/2022,1.080016863,1.10468656,1.428,0,5,2
69,Bamberg,12/23/2022,1.072201543,1.10261337,1.427,0,5,2
70,Bamberg,12/24/2022,1.063636711,1.101263091,1.474,0,5,2
71,Barnwell,12/11/2022,1.192956772,1.142697458,2.677,0,6,3
72,Barnwell,12/12/2022,1.170732718,1.12646446,2.808,0,6,3
73,Barnwell,12/13/2022,1.155287687,1.115916673,2.981,0,7,2
74,Barnwell,12/14/2022,1.142543627,1.109629731,3.002,0,7,2
75,Barnwell,12/15/2022,1.131043605,1.108195924,3.161,0,8,2
76,Barnwell,12/16/2022,1.11824222,1.109498142,3.168,0,7,2
77,Barnwell,12/17/2022,1.108137402,1.11373205,3.246,0,8,2
78,Barnwell,12/18/2022,1.100613904,1.119568191,3.332,0,8,2
79,Barnwell,12/19/2022,1.097992816,1.12702246,3.38,0,8,2
80,Barnwell,12/20/2022,1.098094583,1.135568506,3.498,0,9,3
81,Barnwell,12/21/2022,1.104253351,1.143253828,3.702,0,9,3
82,Barnwell,12/22/2022,1.115300366,1.150515197,3.669,0,9,3
83,Barnwell,12/23/2022,1.131389451,1.156920898,3.936,0,10,3
84,Barnwell,12/24/2022,1.1503407,1.162197516,3.979,0,10,3
85,Beaufort,12/11/2022,1.151493486,1.127301268,25.123,16,35,0
86,Beaufort,12/12/2022,1.151742406,1.12571463,25.261,16,36,0
87,Beaufort,12/13/2022,1.158816497,1.126857352,25.44,16,36,19
88,Beaufort,12/14/2022,1.163335756,1.129512689,26.23,16,38,19
89,Beaufort,12/15/2022,1.167838441,1.133103907,27.713,18,39,25
90,Beaufort,12/16/2022,1.169419991,1.136606892,28.49,18,39,25
91,Beaufort,12/17/2022,1.169500862,1.140803784,29.07,18,42,6
92,Beaufort,12/18/2022,1.169600769,1.14420298,29.662,18.975,43,0
93,Beaufort,12/19/2022,1.166610725,1.147471373,30.489,19,43,0
94,Beaufort,12/20/2022,1.162627636,1.149744447,31.252,18,46,31
95,Beaufort,12/21/2022,1.158380037,1.151420352,32.958,20,47,31
96,Beaufort,12/22/2022,1.153603521,1.1525085,33.735,21,49,38
97,Beaufort,12/23/2022,1.150579218,1.153692356,34.657,21,50,38
98,Beaufort,12/24/2022,1.149703241,1.154405031,35.803,22,51.025,8
99,Berkeley,12/11/2022,1.125103132,1.102575887,34.273,23.975,46,3
100,Berkeley,12/12/2022,1.13589539,1.109170422,34.112,23,46,11
101,Berkeley,12/13/2022,1.149612417,1.116227461,33.826,23,46,25
102,Berkeley,12/14/2022,1.166275029,1.122886701,34.806,23,47,30
103,Berkeley,12/15/2022,1.185957902,1.128607536,36.373,25,50,23
104,Berkeley,12/16/2022,1.202332834,1.133559622,37.518,25,51,25
105,Berkeley,12/17/2022,1.210365303,1.137683519,38.086,26,52,9
106,Berkeley,12/18/2022,1.208672417,1.141224128,38.992,26,54,5
107,Berkeley,12/19/2022,1.198081883,1.143646556,39.905,25,56,11
108,Berkeley,12/20/2022,1.182066079,1.144946654,40.938,27,57,63
109,Berkeley,12/21/2022,1.163969549,1.145668932,42.997,28,60,70
110,Berkeley,12/22/2022,1.144624487,1.146136857,44.242,29,62,65
111,Berkeley,12/23/2022,1.124135912,1.146121623,45.697,30,63.025,59
112,Berkeley,12/24/2022,1.103372718,1.146513225,46.829,30.975,65,5
113,Calhoun,12/11/2022,1.20802127,1.146733955,4.751,1,9,0
114,Calhoun,12/12/2022,1.20690881,1.146819723,4.257,1,9,0
115,Calhoun,12/13/2022,1.207051896,1.147699719,4.315,1,9,3
116,Calhoun,12/14/2022,1.20548648,1.150264713,4.447,1,9,3
117,Calhoun,12/15/2022,1.201053698,1.153755119,4.637,1,10,24
118,Calhoun,12/16/2022,1.197923217,1.157649756,4.762,1,10,0
119,Calhoun,12/17/2022,1.197069128,1.161724856,5.119,1,10,7
120,Calhoun,12/18/2022,1.196174794,1.165514387,5.232,1,11,0
121,Calhoun,12/19/2022,1.193561956,1.169213136,5.078,1,12,0
122,Calhoun,12/20/2022,1.191520844,1.173090954,5.458,1,12,1
123,Calhoun,12/21/2022,1.187829293,1.176012527,5.67,1,12,3
124,Calhoun,12/22/2022,1.185493117,1.17890892,5.945,1,13,24
125,Calhoun,12/23/2022,1.183922627,1.180477886,6.067,1,13,0
126,Calhoun,12/24/2022,1.184071065,1.182075535,6.402,1,14.025,0
127,Charleston,12/11/2022,0.976711432,0.967932107,53.647,40,68,68
128,Charleston,12/12/2022,0.999119701,0.991555918,58.562,43,74,68
129,Charleston,12/13/2022,1.020826427,1.013794762,61.063,46,76,31
130,Charleston,12/14/2022,1.046106128,1.037699736,64.017,49,78,31
131,Charleston,12/15/2022,1.076529509,1.058651926,65.987,49,84,31
132,Charleston,12/16/2022,1.105281144,1.075523137,67.282,51,84,31
133,Charleston,12/17/2022,1.118257547,1.087629241,68.107,51,85,31
134,Charleston,12/18/2022,1.118421872,1.095472029,69.517,52,89,31
135,Charleston,12/19/2022,1.103681184,1.09868923,70.528,52,91,31
136,Charleston,12/20/2022,1.080791445,1.100316145,72.529,53.975,93,80
137,Charleston,12/21/2022,1.05288074,1.09998682,73.75,56,96,80
138,Charleston,12/22/2022,1.01983992,1.096052474,74.968,56,95,80
139,Charleston,12/23/2022,0.982753038,1.089653144,76.503,56,98,80
140,Charleston,12/24/2022,0.942824855,1.082759732,76.902,57,98,80
141,Cherokee,12/11/2022,0.998655994,1.016766245,12.349,6,20,0
142,Cherokee,12/12/2022,0.987199171,1.011311163,12.138,6,19,0
143,Cherokee,12/13/2022,0.976964889,1.009134117,12.392,6,20,14
144,Cherokee,12/14/2022,0.967201074,1.007830288,12.6,6,21,6
145,Cherokee,12/15/2022,0.959473704,1.008835971,12.788,6,21,46
146,Cherokee,12/16/2022,0.954053746,1.010456811,13.201,6,22,0
147,Cherokee,12/17/2022,0.950139778,1.012775863,13.066,6,21,0
148,Cherokee,12/18/2022,0.945341052,1.015816169,13.267,6,22,0
149,Cherokee,12/19/2022,0.942846668,1.018777844,13.134,6,22,0
150,Cherokee,12/20/2022,0.941617924,1.022830139,12.788,6,21,12
151,Cherokee,12/21/2022,0.942517264,1.027487503,13.346,6,23,6
152,Cherokee,12/22/2022,0.944710725,1.033404862,13.573,6,23,55
153,Cherokee,12/23/2022,0.947611691,1.039226196,13.498,6,23,0
154,Cherokee,12/24/2022,0.95146032,1.045272738,13.677,6,23,0
155,Chester,12/11/2022,1.158873447,1.114140912,31.144,21,42,0
156,Chester,12/12/2022,1.164685074,1.113342167,32.066,21,43,0
157,Chester,12/13/2022,1.173779776,1.113587192,32.048,21.975,44,8
158,Chester,12/14/2022,1.185182572,1.114888245,33.795,22,46,13
159,Chester,12/15/2022,1.197046514,1.117972005,34.843,24,47,75
160,Chester,12/16/2022,1.206985636,1.1209443,35.996,24,49,62
161,Chester,12/17/2022,1.213953087,1.124812689,37.464,25,51,0
162,Chester,12/18/2022,1.21473658,1.129363014,38.811,26,53,0
163,Chester,12/19/2022,1.212101239,1.133981614,38.406,25,52,0
164,Chester,12/20/2022,1.204408083,1.137785467,39.181,26,55,11
165,Chester,12/21/2022,1.194865271,1.141183061,41.333,27,57,21
166,Chester,12/22/2022,1.184115098,1.14369564,42.85,28,60,86
167,Chester,12/23/2022,1.173155435,1.14619255,43.885,28,61.025,65
168,Chester,12/24/2022,1.162803055,1.148215708,45.056,30,63,0
169,Chesterfield,12/11/2022,0.827740254,0.967693972,29.948,20,41,10
